epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.80204,3.08995,0.80947,0.07068,2.7044,3.26561,0.45131,0.43275,0.3387,0.09081,0.65892,0.63158,0.60396,0.59286,2.84192,0.65272,0.05005,2.24185,2.84806,0.00032,0.00032,0.00032
2,5.12812,2.51574,0.71733,0.08355,2.07779,2.1859,0.45652,0.70175,0.49548,0.19609,0.48991,0.75439,0.57279,0.49527,2.31791,0.67344,0.03098,2.83185,1.83639,0.00063822,0.00063822,0.00063822
3,7.39025,2.25435,0.81713,0.06754,1.61509,1.8085,0.51398,0.74269,0.56322,0.16936,0.56409,0.75439,0.60815,0.5007,2.25788,0.77664,0.02242,2.23296,1.79186,0.000934,0.000934,0.000934
4,9.5752,2.23186,0.81938,0.08253,1.46986,1.81422,0.56232,0.73099,0.5874,0.24021,0.57475,0.76023,0.61825,0.54638,2.03352,0.631,0.02714,1.48293,1.61674,0.00120734,0.00120734,0.00120734
5,11.9296,1.96955,0.61718,0.04871,1.49282,1.59281,0.56933,0.69006,0.62667,0.20146,0.6417,0.77778,0.75882,0.6049,2.25526,0.62075,0.02387,1.54946,1.81505,0.00145824,0.00145824,0.00145824
6,14.252,2.00738,0.68676,0.06228,1.55054,1.53639,0.70246,0.60748,0.68016,0.22819,0.74972,0.66082,0.77041,0.59864,2.1451,0.53878,0.02645,1.46676,1.66542,0.00167,0.00167,0.00167
7,16.5074,2.08155,0.66218,0.07692,1.55643,1.56941,0.56034,0.7193,0.67598,0.23347,0.58173,0.7076,0.71626,0.57571,2.05034,0.54373,0.03297,1.45366,1.55143,0.001604,0.001604,0.001604
8,18.6708,1.92611,0.62518,0.06314,1.39436,1.48055,0.59809,0.62657,0.67747,0.25366,0.67567,0.62134,0.72732,0.59748,2.04189,0.51661,0.02987,1.44694,1.55209,0.001538,0.001538,0.001538
9,20.9293,1.94179,0.59033,0.06087,1.43068,1.48337,0.66282,0.62573,0.73541,0.33405,0.67696,0.63743,0.75976,0.61629,1.79292,0.47645,0.02572,1.41892,1.41066,0.001472,0.001472,0.001472
10,23.1702,1.83663,0.55513,0.06528,1.43945,1.4505,0.61448,0.60234,0.69777,0.25887,0.67764,0.7193,0.77079,0.59876,1.92074,0.50305,0.02222,1.54818,1.49426,0.001406,0.001406,0.001406
11,25.3654,1.72546,0.53259,0.06003,1.38141,1.42692,0.80492,0.60819,0.81228,0.40433,0.7624,0.68421,0.81863,0.68146,1.70533,0.51507,0.01751,1.30868,1.38583,0.00134,0.00134,0.00134
12,27.6585,1.73051,0.46335,0.04331,1.36523,1.44714,0.7761,0.67251,0.83013,0.46041,0.77616,0.66917,0.82665,0.7563,1.61509,0.40556,0.01579,1.24435,1.34058,0.001274,0.001274,0.001274
13,29.9288,1.71179,0.54591,0.04885,1.37912,1.475,0.69221,0.72515,0.82492,0.39538,0.68662,0.7193,0.82012,0.76481,1.68517,0.39969,0.01494,1.27103,1.40003,0.001208,0.001208,0.001208
14,32.1133,1.6798,0.47276,0.05177,1.31478,1.42153,0.7474,0.7193,0.83385,0.43693,0.7777,0.71345,0.83177,0.79389,1.6332,0.3783,0.01618,1.23018,1.37264,0.001142,0.001142,0.001142
15,34.3455,1.60669,0.51294,0.05434,1.26957,1.42027,0.78223,0.71345,0.8441,0.47434,0.78223,0.71345,0.84137,0.78424,1.57775,0.38172,0.01723,1.19117,1.34285,0.001076,0.001076,0.001076
16,36.6092,1.63922,0.48509,0.03526,1.25732,1.35995,0.73359,0.73099,0.85092,0.50009,0.73359,0.73099,0.84945,0.78777,1.51788,0.37513,0.02139,1.1528,1.26962,0.00101,0.00101,0.00101
17,38.8706,1.65635,0.50295,0.03955,1.26166,1.35398,0.76225,0.69374,0.85492,0.48946,0.74326,0.7193,0.86225,0.79852,1.54946,0.35782,0.02022,1.18866,1.28152,0.000944,0.000944,0.000944
18,41.1257,1.648,0.4841,0.06183,1.28228,1.37806,0.80846,0.71345,0.86966,0.48805,0.8414,0.71355,0.88459,0.82877,1.57851,0.36673,0.02002,1.16796,1.28787,0.000878,0.000878,0.000878
19,43.4763,1.54112,0.39102,0.05553,1.18737,1.3177,0.84518,0.73426,0.88817,0.53655,0.84791,0.73099,0.88956,0.82573,1.4524,0.38589,0.01901,1.1088,1.24687,0.000812,0.000812,0.000812
20,45.7239,1.60805,0.45882,0.05912,1.18106,1.32881,0.89451,0.73684,0.90519,0.56918,0.89451,0.73684,0.90133,0.85447,1.40791,0.3583,0.02094,1.05989,1.23792,0.000746,0.000746,0.000746
21,66.4043,1.46545,0.4364,0.06832,1.12081,1.28977,0.86085,0.72515,0.90583,0.55926,0.86779,0.73099,0.90546,0.8756,1.432,0.33392,0.02265,1.05626,1.24997,0.00068,0.00068,0.00068
22,68.6732,1.44023,0.45868,0.07371,1.09697,1.26126,0.80828,0.81361,0.91403,0.55065,0.80828,0.81361,0.91139,0.88121,1.44117,0.3304,0.02298,1.04399,1.24806,0.000614,0.000614,0.000614
23,70.8442,1.41509,0.39732,0.05804,1.03405,1.24273,0.82891,0.82165,0.92157,0.57655,0.82891,0.82165,0.91865,0.89038,1.40117,0.31206,0.02199,0.99791,1.22384,0.000548,0.000548,0.000548
24,73.1004,1.406,0.39155,0.06081,1.07276,1.2585,0.85111,0.81287,0.92509,0.57393,0.85111,0.81287,0.92189,0.89247,1.38951,0.30533,0.0218,0.98375,1.21864,0.000482,0.000482,0.000482
