epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.4646,1.11789,0.28939,0.03244,0.74338,1.02734,0.94878,0.94716,0.98894,0.76227,0.94308,0.94148,0.98762,0.98031,0.89467,0.18313,0.01156,0.60323,0.93855,0.00032,0.00032,0.00032
2,25.0807,1.30226,0.28934,0.03781,0.82585,1.07853,0.94829,0.93782,0.98842,0.67299,0.94829,0.93782,0.98842,0.97788,1.17085,0.20027,0.01115,0.69405,1.01691,0.00064401,0.00064401,0.00064401
3,28.4096,1.33046,0.28458,0.0371,0.81519,1.1003,0.94853,0.97727,0.98477,0.67989,0.94302,0.97159,0.98262,0.96924,1.1617,0.20555,0.01085,0.70529,1.01862,0.000905463,0.000905463,0.000905463
4,31.7416,1.29052,0.2542,0.0246,0.8382,1.09003,0.92952,0.8992,0.9781,0.65651,0.92952,0.8992,0.97642,0.96325,1.13194,0.21117,0.01232,0.741,1.01874,0.00106658,0.00106658,0.00106658
5,35.0565,1.29667,0.25846,0.02714,0.83112,1.12688,0.93296,0.91477,0.97657,0.65215,0.93296,0.91477,0.97657,0.96171,1.16059,0.20632,0.00981,0.7567,1.02731,0.00110538,0.00110538,0.00110538
6,38.3788,1.2815,0.27423,0.04882,0.8602,1.11344,0.93219,0.93732,0.9791,0.68753,0.93219,0.93732,0.9791,0.95642,1.0813,0.21512,0.00985,0.73946,1.00134,0.00101,0.00101,0.00101
7,41.6977,1.24578,0.29387,0.04473,0.83964,1.10933,0.96678,0.91477,0.98518,0.67697,0.96078,0.90909,0.98236,0.9609,1.11739,0.20612,0.01187,0.75228,1.01503,0.000704073,0.000704073,0.000704073
8,45.0272,1.19614,0.23541,0.0404,0.81918,1.09013,0.9772,0.91477,0.98493,0.68369,0.9772,0.91477,0.98493,0.96647,1.09639,0.18867,0.01194,0.74206,1.01211,0.000428093,0.000428093,0.000428093
9,48.3464,1.15471,0.24301,0.04408,0.75387,1.06823,0.94814,0.93501,0.98623,0.72369,0.94814,0.93501,0.98623,0.97501,1.01286,0.16886,0.01149,0.7075,0.99452,0.000209073,0.000209073,0.000209073
10,51.6598,1.11938,0.21824,0.04765,0.74589,1.0577,0.943,0.94003,0.98646,0.73035,0.943,0.94003,0.98646,0.97949,0.98416,0.16464,0.01149,0.70125,0.99,6.8454e-05,6.8454e-05,6.8454e-05
