epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.27893,2.39584,0.91139,0.20554,2.2357,2.01776,0.55269,0.63964,0.59271,0.23819,0.55938,0.73655,0.67524,0.59306,2.0241,0.79064,0.14184,1.4989,1.56294,0.000656716,0.000656716,0.000656716
2,16.7448,2.09804,0.86199,0.17472,1.57758,1.60483,0.65867,0.54234,0.59504,0.25437,0.66889,0.59279,0.65679,0.53867,1.98076,0.74975,0.12621,1.52259,1.58253,0.00127971,0.00127971,0.00127971
3,24.6641,2.00744,0.75236,0.14901,1.40607,1.63571,0.74529,0.6221,0.69582,0.31904,0.74859,0.64685,0.73401,0.68983,1.89279,0.59705,0.11529,1.36725,1.65316,0.00185871,0.00185871,0.00185871
4,32.622,1.87907,0.72948,0.1351,1.36198,1.62175,0.82355,0.64144,0.73852,0.35122,0.83305,0.66533,0.78346,0.73631,1.83412,0.55003,0.11185,1.19961,1.647,0.001802,0.001802,0.001802
5,40.5466,1.86522,0.72484,0.14537,1.2784,1.63714,0.81222,0.70991,0.78082,0.37937,0.82512,0.72263,0.81865,0.76563,1.76709,0.54809,0.11235,1.20005,1.6226,0.001736,0.001736,0.001736
6,48.5278,1.81884,0.71917,0.15023,1.29019,1.61402,0.79164,0.65718,0.76907,0.38816,0.78968,0.6955,0.80548,0.76063,1.74413,0.53693,0.10081,1.20387,1.62085,0.00167,0.00167,0.00167
7,56.5124,1.77026,0.62953,0.12903,1.25936,1.58211,0.7951,0.6955,0.79773,0.40689,0.81232,0.70968,0.82174,0.77679,1.68532,0.51933,0.09306,1.16142,1.56505,0.001604,0.001604,0.001604
8,64.5373,1.77585,0.69344,0.13935,1.28048,1.62738,0.78299,0.6761,0.79124,0.41521,0.79972,0.70506,0.82261,0.77988,1.63516,0.49715,0.08936,1.17722,1.57098,0.001538,0.001538,0.001538
9,72.4977,1.69178,0.67293,0.12855,1.25899,1.5503,0.80425,0.68468,0.81,0.43504,0.81686,0.71171,0.84268,0.79579,1.62503,0.4999,0.08743,1.1137,1.53038,0.001472,0.001472,0.001472
10,80.4825,1.71548,0.69833,0.12521,1.22552,1.5809,0.77695,0.7092,0.81028,0.44202,0.79356,0.72726,0.82729,0.78604,1.59453,0.51561,0.08379,1.10757,1.5231,0.001406,0.001406,0.001406
11,88.3591,1.68654,0.66269,0.11572,1.19798,1.55853,0.74806,0.71171,0.80376,0.43498,0.76556,0.75135,0.83694,0.78407,1.59577,0.49663,0.0828,1.10563,1.53789,0.00134,0.00134,0.00134
12,96.3929,1.71416,0.61533,0.11402,1.19405,1.57965,0.79429,0.72793,0.83762,0.44807,0.80503,0.77117,0.85961,0.81198,1.60775,0.48812,0.0847,1.08834,1.53516,0.001274,0.001274,0.001274
