image_path,basename,mean_brightness,std_brightness
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00002_jpg.rf.81e4d2d34334c3e62d52a2aaf1841b65.jpg,frame_00002_jpg.rf.81e4d2d34334c3e62d52a2aaf1841b65.jpg,55.48361979166667,57.992565682138164
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00002_jpg.rf.c133fc4781eee7587233f43432fbbbf5.jpg,frame_00002_jpg.rf.c133fc4781eee7587233f43432fbbbf5.jpg,55.50590277777778,58.02781503372128
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.3ae6ccc87659809e194e2556d90c364b.jpg,frame_00003_jpg.rf.3ae6ccc87659809e194e2556d90c364b.jpg,113.50763888888889,70.39518504176293
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.42c03ad0db5e42c1cc474e5ffee4acda.jpg,frame_00003_jpg.rf.42c03ad0db5e42c1cc474e5ffee4acda.jpg,59.00123697916667,56.0773588573969
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.513729ede4792fad7700d7425b5cddea.jpg,frame_00003_jpg.rf.513729ede4792fad7700d7425b5cddea.jpg,122.09818576388889,39.39923883800426
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.b6c0410e93749729dfb7ee0391ac5426.jpg,frame_00003_jpg.rf.b6c0410e93749729dfb7ee0391ac5426.jpg,58.96220920138889,56.01219733064334
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.b9b8d4f7af3993256d7a9ece090bd229.jpg,frame_00003_jpg.rf.b9b8d4f7af3993256d7a9ece090bd229.jpg,122.11417100694445,39.51378395065738
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.ba8e369f79cd8c8b862073f03aa2c390.jpg,frame_00003_jpg.rf.ba8e369f79cd8c8b862073f03aa2c390.jpg,58.970928819444445,56.0242094588711
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,122.1007421875,39.38381055930699
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.f9cdf9b0e4ad95f5b26745a774f96412.jpg,frame_00003_jpg.rf.f9cdf9b0e4ad95f5b26745a774f96412.jpg,113.50440538194445,70.3857065052656
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,115.58731770833333,47.515709634563436
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.54b21877958724da379aee0e0e4684fa.jpg,frame_00004_jpg.rf.54b21877958724da379aee0e0e4684fa.jpg,115.59319878472222,47.45941105478535
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.6b84e6ce0ce299b222b6b2b97dcb0e31.jpg,frame_00004_jpg.rf.6b84e6ce0ce299b222b6b2b97dcb0e31.jpg,117.88059027777778,69.3133656017399
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.7f29194939f516713e2afbc2fbf16389.jpg,frame_00004_jpg.rf.7f29194939f516713e2afbc2fbf16389.jpg,117.88948350694444,69.32563305216858
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.8c2c7414d6d9af84d057793df2085d0d.jpg,frame_00004_jpg.rf.8c2c7414d6d9af84d057793df2085d0d.jpg,69.2580685763889,55.684031274486
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.9c968ac8bae486c821c5bc257dfedd7e.jpg,frame_00004_jpg.rf.9c968ac8bae486c821c5bc257dfedd7e.jpg,115.5804296875,47.394508111393286
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.c3dce6e668dc23dd39a54307390c31e3.jpg,frame_00004_jpg.rf.c3dce6e668dc23dd39a54307390c31e3.jpg,69.24110677083333,55.64907520811207
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,117.87217013888889,69.37616462845425
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.036a737ef8862a76891fa078924bebd0.jpg,frame_00005_jpg.rf.036a737ef8862a76891fa078924bebd0.jpg,120.04987847222222,73.43797431278853
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.154e351508d5071df07c41f8f49cf0c7.jpg,frame_00005_jpg.rf.154e351508d5071df07c41f8f49cf0c7.jpg,76.7541623263889,60.421680270005176
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.1d695ea85c20d4cac0295ca54b231eff.jpg,frame_00005_jpg.rf.1d695ea85c20d4cac0295ca54b231eff.jpg,120.04812065972222,73.38455424399338
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.281ffad5dbd4c5accc812baf1da4af81.jpg,frame_00005_jpg.rf.281ffad5dbd4c5accc812baf1da4af81.jpg,103.70067708333333,48.77989528042609
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.39862fc3570999bcc7bcbb9d51c4f1fb.jpg,frame_00005_jpg.rf.39862fc3570999bcc7bcbb9d51c4f1fb.jpg,120.04926215277777,73.39206534450418
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.400a144994418b11fa5d367fdf752168.jpg,frame_00005_jpg.rf.400a144994418b11fa5d367fdf752168.jpg,103.70702256944445,48.760968559393746
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.543091a76c30c92669719d24e52a4f95.jpg,frame_00005_jpg.rf.543091a76c30c92669719d24e52a4f95.jpg,71.09810329861111,63.94118158901777
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.9e94c2badff0303ade53cbbb8f873195.jpg,frame_00005_jpg.rf.9e94c2badff0303ade53cbbb8f873195.jpg,71.10922743055555,63.9520256519949
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.a4fbdb6ea2709dca15495c40ef3d85c0.jpg,frame_00005_jpg.rf.a4fbdb6ea2709dca15495c40ef3d85c0.jpg,74.22559461805555,55.01123698610962
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.c42ac8118f9093bec750f88f7f25b84a.jpg,frame_00005_jpg.rf.c42ac8118f9093bec750f88f7f25b84a.jpg,103.6775390625,48.66035845623848
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.ce60b95c400ab73280a4d974431fbdf8.jpg,frame_00005_jpg.rf.ce60b95c400ab73280a4d974431fbdf8.jpg,76.75900607638889,60.44094209908228
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00005_jpg.rf.dba90d4b4eaa2fe3543fd2d1abb0aa21.jpg,frame_00005_jpg.rf.dba90d4b4eaa2fe3543fd2d1abb0aa21.jpg,74.19427517361112,54.938395701559074
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.038b169031e15fcf877d1b6ff1af1348.jpg,frame_00006_jpg.rf.038b169031e15fcf877d1b6ff1af1348.jpg,104.79608072916666,54.20607509791924
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.2fa5dc9a295d4e35e49d6b9eaed11a7a.jpg,frame_00006_jpg.rf.2fa5dc9a295d4e35e49d6b9eaed11a7a.jpg,78.12776475694444,56.20063806311816
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.6f104ffc740898a5b9b5bf81f307874a.jpg,frame_00006_jpg.rf.6f104ffc740898a5b9b5bf81f307874a.jpg,104.78440104166667,54.12904905055088
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.86bb6dbf680c436150405f0f17b61b05.jpg,frame_00006_jpg.rf.86bb6dbf680c436150405f0f17b61b05.jpg,103.72985243055555,51.36162790097239
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.89372a8bf7fe3d7090f5e9d20f446fd1.jpg,frame_00006_jpg.rf.89372a8bf7fe3d7090f5e9d20f446fd1.jpg,103.71880642361111,51.302766844506195
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.a35b0490b87b7416423c3d938a181032.jpg,frame_00006_jpg.rf.a35b0490b87b7416423c3d938a181032.jpg,78.12634982638889,56.207818629894305
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.b1e2f6b39721d564a4a3b390602e6d74.jpg,frame_00006_jpg.rf.b1e2f6b39721d564a4a3b390602e6d74.jpg,78.0991796875,56.146523675601365
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00006_jpg.rf.f3a0aba8fbfb1a5d5c6cd9b555cf4d99.jpg,frame_00006_jpg.rf.f3a0aba8fbfb1a5d5c6cd9b555cf4d99.jpg,104.805625,54.278492306252666
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00007_jpg.rf.1cd3bd8f0fd768e315f652f1eff4d88b.jpg,frame_00007_jpg.rf.1cd3bd8f0fd768e315f652f1eff4d88b.jpg,84.51391493055556,62.115442108936136
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00007_jpg.rf.2c644dbeadfda868a6c6d6ca5c29f6eb.jpg,frame_00007_jpg.rf.2c644dbeadfda868a6c6d6ca5c29f6eb.jpg,115.40270833333334,57.38253744630017
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00007_jpg.rf.3190f604ce8917bc6c8ad412b5d8e100.jpg,frame_00007_jpg.rf.3190f604ce8917bc6c8ad412b5d8e100.jpg,83.28577256944445,53.44745383912852
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00007_jpg.rf.5b36de2e773734c85be4a2e3df7a314d.jpg,frame_00007_jpg.rf.5b36de2e773734c85be4a2e3df7a314d.jpg,83.25193142361111,53.35626873545692
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00007_jpg.rf.667c56881f7795cd3b47d7c16be9663b.jpg,frame_00007_jpg.rf.667c56881f7795cd3b47d7c16be9663b.jpg,84.50348958333333,62.0823128829158
