epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.0617,1.2555,0.25787,0.03164,0.79527,1.18137,0.90766,0.95568,0.97583,0.68376,0.90766,0.95568,0.97543,0.96865,1.0768,0.13494,0.00479,0.65406,1.05105,0.000647059,0.000647059,0.000647059
2,30.5263,1.32564,0.26345,0.03353,0.82561,1.21308,0.89211,0.89328,0.95108,0.61731,0.89211,0.89328,0.9505,0.93817,1.15698,0.16245,0.00453,0.77651,1.08607,0.0012819,0.0012819,0.0012819
3,36.7052,1.26479,0.24672,0.03156,0.86231,1.19708,0.92988,0.92521,0.96553,0.65629,0.92988,0.92521,0.96472,0.95211,1.126,0.17452,0.00506,0.73932,1.07361,0.00179317,0.00179317,0.00179317
4,42.9124,1.30349,0.25272,0.02887,0.85738,1.19308,0.86778,0.94539,0.9709,0.64847,0.86785,0.94598,0.97005,0.9621,1.15635,0.15641,0.00669,0.75807,1.09573,0.00159191,0.00159191,0.00159191
5,49.1196,1.21521,0.19922,0.04691,0.79929,1.19263,0.89241,0.98061,0.96403,0.64878,0.89241,0.98061,0.96403,0.95791,1.13101,0.15328,0.00657,0.69095,1.08438,0.00131593,0.00131593,0.00131593
6,55.3365,1.21552,0.19565,0.03062,0.77606,1.18808,0.8671,0.97592,0.9681,0.67437,0.8671,0.97592,0.96855,0.96295,1.04655,0.12795,0.00508,0.68601,1.04642,0.00101,0.00101,0.00101
7,61.5694,1.10216,0.19028,0.01943,0.72194,1.11205,0.91343,0.96451,0.97953,0.69754,0.91086,0.96242,0.97924,0.97507,1.00529,0.12107,0.00476,0.67083,1.02384,0.000704073,0.000704073,0.000704073
8,67.9429,1.11234,0.18719,0.02291,0.73245,1.10493,0.93249,0.95649,0.98327,0.72856,0.92974,0.95311,0.98294,0.97917,0.93385,0.11607,0.00482,0.62122,0.99818,0.000428093,0.000428093,0.000428093
9,74.3174,1.06675,0.15171,0.02247,0.70148,1.09772,0.93863,0.96122,0.98483,0.74593,0.93666,0.95845,0.98454,0.98304,0.90462,0.11307,0.00468,0.59925,0.98776,0.000209073,0.000209073,0.000209073
10,80.6621,1.05082,0.14295,0.02495,0.68924,1.11745,0.93315,0.96669,0.98573,0.75063,0.93048,0.96392,0.9852,0.9839,0.89953,0.10978,0.00484,0.59377,0.98533,6.8454e-05,6.8454e-05,6.8454e-05
