epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.67883,2.97318,1.16424,0.12723,3.81599,2.90392,0.39733,0.41538,0.35971,0.10273,0.64915,0.36923,0.41645,0.41365,2.73834,0.97374,0.12231,3.69374,2.5777,0.00016,0.00016,0.00016
2,3.07672,2.74597,1.03256,0.11999,2.87864,2.49168,0.58162,0.52308,0.50044,0.17759,0.65069,0.56923,0.61403,0.55354,2.58212,0.98489,0.07267,1.96454,2.1596,0.00032878,0.00032878,0.00032878
3,4.45354,2.59231,1.01121,0.11412,2.25127,2.20624,0.51602,0.66154,0.61993,0.2765,0.56289,0.72308,0.68164,0.58426,2.29914,0.93497,0.04707,2.92728,1.82752,0.00048568,0.00048568,0.00048568
4,5.91882,2.31057,0.88234,0.10819,1.99287,1.81828,0.60375,0.67692,0.63139,0.25276,0.61877,0.69231,0.67685,0.54878,2.44777,0.93936,0.03393,2.94155,1.81079,0.0006307,0.0006307,0.0006307
5,7.19755,2.12882,0.79632,0.07903,1.77245,1.84177,0.69216,0.67692,0.69917,0.35573,0.70736,0.69231,0.74474,0.59456,2.06303,0.87967,0.02294,1.85074,1.55761,0.00076384,0.00076384,0.00076384
6,8.56044,2.03279,0.79854,0.07599,1.63578,1.62493,0.75891,0.66154,0.7685,0.40516,0.75891,0.66154,0.77754,0.69562,1.92505,0.72336,0.03041,1.4749,1.45067,0.0008851,0.0008851,0.0008851
7,9.89313,1.91743,0.70934,0.13224,1.51776,1.56024,0.76808,0.66237,0.77824,0.43035,0.76808,0.66237,0.7844,0.65794,1.86367,0.80564,0.03702,1.42686,1.40925,0.00099448,0.00099448,0.00099448
8,11.1705,1.82338,0.79757,0.0701,1.73264,1.49707,0.67038,0.75096,0.77341,0.38157,0.67038,0.75096,0.77831,0.60728,1.91077,0.80224,0.03829,1.41359,1.41873,0.00109198,0.00109198,0.00109198
9,12.4548,1.77963,0.78323,0.05441,1.39484,1.40676,0.61745,0.78462,0.74501,0.35502,0.61745,0.78462,0.74913,0.60368,1.9515,0.7743,0.03889,1.45137,1.42022,0.0011776,0.0011776,0.0011776
10,13.7471,1.76524,0.74251,0.05287,1.59226,1.43981,0.59784,0.75385,0.74608,0.3715,0.59784,0.75385,0.74655,0.64668,1.86324,0.73551,0.03956,1.3731,1.35479,0.00125134,0.00125134,0.00125134
11,15.0371,1.77634,0.66486,0.07391,1.58075,1.37848,0.58655,0.76923,0.74545,0.39453,0.58655,0.76923,0.74545,0.68717,1.72827,0.66327,0.04214,1.37307,1.28304,0.0013132,0.0013132,0.0013132
12,16.3113,1.87194,0.60157,0.04948,1.53207,1.339,0.73178,0.52308,0.71319,0.37097,0.73178,0.52308,0.71319,0.64571,1.8225,0.61563,0.03158,1.42318,1.34708,0.001274,0.001274,0.001274
13,17.575,1.79414,0.63568,0.05479,1.44168,1.40867,0.89346,0.52308,0.73841,0.37303,0.89346,0.52308,0.73841,0.64605,1.92485,0.64193,0.02871,1.40291,1.3905,0.001208,0.001208,0.001208
14,18.835,1.742,0.5443,0.0893,1.4773,1.3715,0.89346,0.52308,0.73841,0.37303,0.89346,0.52308,0.73841,0.64605,1.92485,0.64193,0.02871,1.40291,1.3905,0.001142,0.001142,0.001142
15,20.0992,1.68384,0.53022,0.05069,1.3304,1.34533,0.94352,0.52308,0.7816,0.4496,0.94352,0.52308,0.7816,0.69744,1.78326,0.54388,0.02968,1.27524,1.31312,0.001076,0.001076,0.001076
16,21.4477,1.61325,0.55422,0.07309,1.2777,1.36729,0.62758,0.81538,0.82106,0.50025,0.62758,0.81538,0.82106,0.77141,1.58281,0.45659,0.03328,1.19175,1.23584,0.00101,0.00101,0.00101
17,22.9191,1.61822,0.49765,0.08887,1.38571,1.32277,0.63806,0.86791,0.83134,0.52493,0.63806,0.86791,0.83134,0.76622,1.54339,0.47463,0.03584,1.17799,1.23197,0.000944,0.000944,0.000944
18,24.2547,1.63439,0.4741,0.03748,1.33684,1.30196,0.73012,0.78462,0.8548,0.48275,0.73012,0.78462,0.8548,0.78441,1.56831,0.46278,0.03412,1.18217,1.24865,0.000878,0.000878,0.000878
19,25.5412,1.49155,0.63467,0.0495,1.21588,1.23574,0.90894,0.6,0.84298,0.49469,0.91083,0.61538,0.85395,0.79786,1.49995,0.41019,0.03254,1.20159,1.21696,0.000812,0.000812,0.000812
20,26.8682,1.45714,0.47679,0.14571,1.25571,1.27267,0.90894,0.6,0.84298,0.49469,0.91083,0.61538,0.85395,0.79786,1.49995,0.41019,0.03254,1.20159,1.21696,0.000746,0.000746,0.000746
21,46.4881,1.45595,0.51735,0.06564,1.19372,1.24636,0.97672,0.64556,0.87456,0.54491,0.97672,0.64556,0.87456,0.80825,1.38246,0.40643,0.03455,1.10596,1.15956,0.00068,0.00068,0.00068
22,47.8444,1.55199,0.64697,0.07792,1.41786,1.2978,0.78749,0.79816,0.90271,0.56411,0.78749,0.79816,0.90271,0.82429,1.3426,0.41068,0.03603,1.08775,1.14927,0.000614,0.000614,0.000614
23,49.1771,1.48688,0.86725,0.03466,1.24614,1.24802,0.79813,0.85164,0.91005,0.58839,0.79813,0.85164,0.91005,0.82795,1.30166,0.39807,0.03443,1.06208,1.13935,0.000548,0.000548,0.000548
24,50.5157,1.4023,0.53876,0.04376,1.15332,1.22632,0.77216,0.88642,0.91275,0.60312,0.77216,0.88642,0.91275,0.83291,1.25734,0.38305,0.03134,1.04479,1.12598,0.000482,0.000482,0.000482
25,51.8264,1.36994,0.47787,0.0765,1.14467,1.22187,0.77216,0.88642,0.91275,0.60312,0.77216,0.88642,0.91275,0.83291,1.25734,0.38305,0.03134,1.04479,1.12598,0.000416,0.000416,0.000416
26,53.1584,1.3504,0.56405,0.08537,1.11526,1.20714,0.78376,0.90769,0.91349,0.60786,0.78376,0.90769,0.91349,0.8469,1.2486,0.36416,0.02968,1.05094,1.13325,0.00035,0.00035,0.00035
27,54.5107,1.31656,0.54487,0.04735,1.20018,1.19835,0.77715,0.90769,0.91459,0.62184,0.77715,0.90769,0.91459,0.85567,1.25007,0.35481,0.02737,1.03939,1.13509,0.000284,0.000284,0.000284
28,55.8398,1.42041,0.57475,0.05748,1.14828,1.2904,0.7837,0.90769,0.91625,0.6152,0.7837,0.90769,0.91625,0.8655,1.24,0.34569,0.02603,1.00902,1.12677,0.000218,0.000218,0.000218
29,57.2086,1.2885,0.44156,0.05384,1.0314,1.1849,0.77579,0.90769,0.91759,0.62156,0.77579,0.90769,0.91759,0.87213,1.22111,0.3377,0.02633,0.99548,1.12204,0.000152,0.000152,0.000152
30,58.5597,1.29144,0.53101,0.11604,1.1737,1.23487,0.77292,0.90769,0.91767,0.62146,0.77292,0.90769,0.91767,0.89418,1.20747,0.33149,0.02672,0.98832,1.12084,8.6e-05,8.6e-05,8.6e-05
