epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.0977,2.34753,0.89147,0.17257,2.2144,1.89524,0.62511,0.5492,0.62761,0.25804,0.65452,0.5564,0.66121,0.5747,1.96068,0.88331,0.12252,1.47218,1.50106,0.000661692,0.000661692,0.000661692
2,32.1169,2.01703,0.74385,0.14763,1.46613,1.61212,0.68256,0.6059,0.66717,0.28886,0.70385,0.63059,0.70248,0.63252,1.90605,0.65472,0.10461,1.43518,1.59792,0.00128452,0.00128452,0.00128452
3,47.527,1.95228,0.73559,0.13206,1.42493,1.6609,0.68135,0.70723,0.73662,0.31919,0.70956,0.73651,0.77229,0.71581,1.89532,0.56406,0.09581,1.30939,1.67386,0.00186335,0.00186335,0.00186335
4,63.9015,1.8654,0.71254,0.11805,1.40788,1.63926,0.66564,0.70631,0.73616,0.34984,0.68698,0.73468,0.76938,0.71929,1.75291,0.53158,0.09184,1.32104,1.5779,0.001802,0.001802,0.001802
5,79.3372,1.84569,0.69792,0.13008,1.30552,1.60634,0.72476,0.69808,0.7502,0.36572,0.75065,0.72553,0.78735,0.7382,1.74416,0.53175,0.08946,1.22738,1.56639,0.001736,0.001736,0.001736
6,94.9014,1.78115,0.71109,0.11653,1.31952,1.60148,0.74383,0.69602,0.76854,0.3785,0.76149,0.72919,0.79895,0.7538,1.74029,0.50707,0.08832,1.22066,1.5606,0.00167,0.00167,0.00167
7,110.268,1.79162,0.65428,0.11427,1.32415,1.58405,0.70661,0.71729,0.7737,0.38126,0.72734,0.73833,0.79607,0.7512,1.71782,0.51274,0.08941,1.2037,1.56678,0.001604,0.001604,0.001604
8,125.682,1.71494,0.62951,0.12038,1.26958,1.54399,0.75545,0.70906,0.79348,0.39708,0.78371,0.73559,0.82288,0.77854,1.69958,0.4934,0.08685,1.15369,1.53565,0.001538,0.001538,0.001538
9,141.051,1.71744,0.66193,0.11415,1.2486,1.56256,0.76255,0.6807,0.77294,0.40028,0.76243,0.70763,0.79835,0.75715,1.64886,0.47346,0.08118,1.17145,1.51513,0.001472,0.001472,0.001472
10,156.346,1.70511,0.63991,0.1048,1.27732,1.56321,0.73605,0.71691,0.78821,0.41616,0.75171,0.73925,0.81165,0.77107,1.62535,0.4694,0.08603,1.13758,1.50788,0.001406,0.001406,0.001406
