epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.56386,1.41555,0.41409,0.03543,0.97822,1.23601,0.90845,0.8538,0.94624,0.57309,0.90845,0.8538,0.94228,0.90025,1.43116,0.29903,0.0191,0.92883,1.19741,0.00032,0.00032,0.00032
2,5.22029,1.39661,0.3945,0.04542,1.00974,1.22618,0.84041,0.83626,0.93596,0.58114,0.84908,0.82254,0.93039,0.89243,1.36218,0.30065,0.01825,0.93754,1.17924,0.000643665,0.000643665,0.000643665
3,7.60638,1.4289,0.39888,0.0397,1.03702,1.24928,0.86641,0.79651,0.9251,0.54373,0.83182,0.82456,0.92413,0.89758,1.42698,0.28442,0.01797,0.98394,1.21284,0.0009505,0.0009505,0.0009505
4,9.99197,1.54045,0.41654,0.05756,1.07782,1.31741,0.86915,0.8655,0.94234,0.56868,0.86915,0.8655,0.939,0.9093,1.43473,0.30818,0.0199,0.93095,1.23421,0.00124051,0.00124051,0.00124051
5,12.4403,1.45603,0.38032,0.02907,0.99961,1.25017,0.88215,0.83626,0.9423,0.56531,0.88215,0.83626,0.93986,0.87851,1.45913,0.36599,0.01837,0.93767,1.2164,0.00151368,0.00151368,0.00151368
6,14.8141,1.52203,0.4179,0.03639,1.0949,1.24926,0.84758,0.84795,0.93082,0.53982,0.84758,0.84795,0.92885,0.87882,1.47163,0.34455,0.01765,1.00485,1.21392,0.0017525,0.0017525,0.0017525
7,17.2096,1.45374,0.42421,0.06628,1.07691,1.25158,0.82075,0.89474,0.93951,0.58536,0.82075,0.89474,0.93748,0.90775,1.35105,0.29132,0.01526,0.92747,1.18438,0.001703,0.001703,0.001703
8,19.6485,1.47159,0.36646,0.04665,1.00434,1.27604,0.80977,0.89616,0.92898,0.54327,0.83397,0.88889,0.92956,0.90031,1.42308,0.27788,0.01368,0.95254,1.21413,0.0016535,0.0016535,0.0016535
9,22.0121,1.51457,0.40658,0.04641,1.04152,1.29472,0.85011,0.84211,0.93792,0.57666,0.85011,0.84211,0.9361,0.8687,1.35281,0.31137,0.01364,0.9348,1.18769,0.001604,0.001604,0.001604
10,24.3867,1.38809,0.36594,0.04215,1.04054,1.2216,0.86662,0.84211,0.9345,0.60934,0.86662,0.84211,0.93361,0.86955,1.28914,0.32155,0.01457,0.90374,1.15127,0.0015545,0.0015545,0.0015545
11,26.7614,1.34891,0.35005,0.05043,0.95212,1.22183,0.90248,0.90058,0.96505,0.59999,0.90248,0.90058,0.96349,0.92007,1.30508,0.25816,0.01642,0.89168,1.16041,0.001505,0.001505,0.001505
12,29.2481,1.35177,0.30656,0.04302,0.92813,1.21045,0.84811,0.90643,0.94125,0.59655,0.85359,0.91228,0.94558,0.91507,1.26651,0.24598,0.01442,0.87596,1.14403,0.0014555,0.0014555,0.0014555
