epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.9138,1.10669,0.37638,0.04981,0.78749,1.11253,0.94469,0.92308,0.98601,0.74621,0.94469,0.92308,0.98601,0.9837,1.07754,0.12137,0.0141,0.60982,1.02064,0.00016,0.00016,0.00016
2,22.0393,1.16149,0.32958,0.01947,0.8073,1.07455,0.92363,0.98462,0.98772,0.65331,0.92363,0.98462,0.98772,0.98682,1.2995,0.12308,0.01367,0.63764,1.07965,0.000331763,0.000331763,0.000331763
3,23.9118,1.19632,0.26395,0.05461,0.73724,1.09296,0.95315,0.93846,0.99004,0.73323,0.95315,0.93846,0.99004,0.98079,1.08585,0.13493,0.01208,0.6164,1.01291,0.000470841,0.000470841,0.000470841
4,25.8079,1.1895,0.34235,0.02001,0.80856,1.11053,0.95659,0.93846,0.9908,0.73138,0.95659,0.93846,0.9908,0.97395,1.10188,0.14815,0.01096,0.63506,1.02679,0.000557168,0.000557168,0.000557168
5,27.7042,1.19895,0.27301,0.039,0.78866,1.11659,0.91505,0.99434,0.98927,0.71561,0.91505,0.99434,0.98927,0.97729,1.16065,0.1457,0.0116,0.61769,1.03954,0.000579008,0.000579008,0.000579008
6,29.5979,1.13042,0.28583,0.11651,0.83676,1.08159,0.92703,1,0.98782,0.732,0.92703,1,0.98782,0.97643,1.07888,0.13909,0.01307,0.6021,1.03348,0.0005353,0.0005353,0.0005353
7,31.4776,1.0352,0.2058,0.04866,0.6899,1.06305,0.92707,0.97785,0.98831,0.73441,0.92707,0.97785,0.98831,0.97896,1.038,0.12991,0.01423,0.58803,1.02018,0.000436525,0.000436525,0.000436525
8,33.3755,1.15088,0.21366,0.08217,0.7673,1.10573,0.928,0.99153,0.98915,0.74817,0.928,0.99153,0.98915,0.98368,1.01386,0.12586,0.01539,0.57671,1.00569,0.000303946,0.000303946,0.000303946
9,35.3626,1.01211,0.21912,0.03844,0.60428,1.05751,0.92819,0.99426,0.99095,0.74378,0.92819,0.99426,0.99095,0.98697,1.0042,0.12577,0.01547,0.57279,0.99872,0.000167259,0.000167259,0.000167259
10,37.2523,1.03525,0.18883,0.06721,0.67311,1.04262,0.97013,0.99918,0.99424,0.74719,0.97013,0.99918,0.99424,0.99042,1.00303,0.12266,0.01565,0.57288,0.99532,6.09241e-05,6.09241e-05,6.09241e-05
