epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.1093,1.21224,0.23927,0.03488,0.78607,1.08943,0.93352,0.97214,0.98356,0.70958,0.93352,0.97214,0.98356,0.98058,1.00807,0.12351,0.00502,0.65812,0.958,0.000647059,0.000647059,0.000647059
2,30.4911,1.23895,0.22842,0.04851,0.82809,1.12026,0.88601,0.9526,0.97163,0.64179,0.88601,0.9526,0.97163,0.96211,1.10333,0.15182,0.00531,0.70712,1.00556,0.0012819,0.0012819,0.0012819
3,36.6375,1.29246,0.20549,0.03816,0.86386,1.13899,0.87591,0.94708,0.95986,0.6156,0.87524,0.94708,0.96019,0.95461,1.18486,0.16658,0.00578,0.78179,1.04584,0.00179317,0.00179317,0.00179317
4,42.7171,1.28207,0.19652,0.02869,0.82316,1.13593,0.904,0.89972,0.9624,0.63586,0.904,0.89972,0.96187,0.9541,1.24835,0.15346,0.00649,0.76346,1.07747,0.00159191,0.00159191,0.00159191
5,48.8241,1.23314,0.18878,0.04678,0.81288,1.12157,0.90325,0.96379,0.96647,0.66057,0.9052,0.96379,0.96623,0.96274,1.13999,0.14891,0.00543,0.75245,1.01859,0.00131593,0.00131593,0.00131593
6,54.9441,1.22506,0.18361,0.04583,0.78893,1.10579,0.93618,0.961,0.98225,0.68765,0.93709,0.961,0.98176,0.97494,1.08516,0.13699,0.00658,0.68842,1.01217,0.00101,0.00101,0.00101
7,61.0484,1.10301,0.15577,0.02724,0.71889,1.05706,0.94056,0.96973,0.98725,0.70199,0.94053,0.96921,0.98685,0.98415,1.05358,0.13898,0.00623,0.66957,1.00067,0.000704073,0.000704073,0.000704073
8,67.1484,1.09165,0.19763,0.02684,0.71936,1.06664,0.93833,0.98607,0.9897,0.74086,0.93634,0.98326,0.98948,0.98591,0.9593,0.11932,0.00541,0.63981,0.97161,0.000428093,0.000428093,0.000428093
9,73.4532,1.04874,0.14534,0.02662,0.68544,1.03526,0.95129,0.97928,0.99097,0.75761,0.94834,0.97164,0.99077,0.98866,0.93013,0.11137,0.00515,0.61099,0.96103,0.000209073,0.000209073,0.000209073
10,79.6855,1.05092,0.14433,0.0314,0.69736,1.05143,0.9476,0.97493,0.9912,0.76166,0.94601,0.97214,0.99114,0.98911,0.92352,0.10846,0.00521,0.60015,0.95828,6.8454e-05,6.8454e-05,6.8454e-05
