iteration,selected_index,min_distance,max_distance,mean_distance
1,763,0.0,0.9733978021692526,0.5013045054519658
2,3021,0.0,0.6915927568041887,0.47861461869858807
3,409,0.0,0.64433896711854,0.44097257087083996
4,1572,0.0,0.6345684132869678,0.42853309871811845
5,1533,0.0,0.5764041171449932,0.4211772664795542
6,751,0.0,0.5663976695674924,0.4074172010605141
7,2395,0.0,0.5457382374063509,0.40668690409841335
8,303,0.0,0.5408002869324553,0.40443669520966996
9,485,0.0,0.5315122179326206,0.39739852696968375
10,416,0.0,0.5253433553743321,0.39636688261156183
11,3035,0.0,0.5236323945479338,0.3932336584497248
12,2041,0.0,0.514359474661373,0.3886624408490745
13,919,0.0,0.5092787316013536,0.38678188916012607
14,833,0.0,0.5011259357743024,0.3813295449287031
15,2996,0.0,0.5003329616909112,0.3783867675784352
16,856,0.0,0.4895798496402926,0.37599559234572716
17,306,0.0,0.48426950916674283,0.3744257493797965
18,106,0.0,0.4818312349011609,0.36718124809238994
19,934,0.0,0.4771713413130386,0.36563267941964384
20,166,0.0,0.4745736418943589,0.3648939978571713
21,1148,0.0,0.47328945295271474,0.36348617249283566
22,2880,0.0,0.47132746472094716,0.3607027150264935
23,851,0.0,0.46957263949906974,0.3589417894945529
24,1588,0.0,0.4684117850063096,0.35670359364155824
25,3092,0.0,0.4550070776586091,0.3544670727465546
26,610,0.0,0.4527258034286944,0.35333475111695123
27,2152,0.0,0.4521182122669394,0.3502639189804027
28,2375,0.0,0.45165748630688796,0.34919744460679103
29,2344,0.0,0.451130538203574,0.34809344394600145
30,539,0.0,0.44796533750953466,0.34747037340796716
31,458,0.0,0.44707320617861773,0.3468097866649075
32,781,0.0,0.44632918761521406,0.34610651142614807
33,2620,0.0,0.4460552825405165,0.3437319324909481
34,2848,0.0,0.44493331585814266,0.3421570239746444
35,795,0.0,0.44410211165764873,0.3398347341854374
36,623,0.0,0.4434292772687285,0.3375281714391714
37,1074,0.0,0.4406561927434435,0.3366578556175406
38,402,0.0,0.44050429758189347,0.3360168137047786
39,1792,0.0,0.4362575754589978,0.33401814295712595
40,501,0.0,0.433495265347498,0.3330258390763666
41,39,0.0,0.4317593250484573,0.3322867978385289
42,739,0.0,0.4315095131951659,0.33148076958688294
43,1561,0.0,0.42932501277451784,0.3304298746860665
44,137,0.0,0.42618236549812416,0.3282084732778626
45,1717,0.0,0.4226991397258533,0.3277655567100416
46,2752,0.0,0.42237091784859987,0.3270842124902616
47,1320,0.0,0.41882218167916113,0.32496005475237233
48,1620,0.0,0.4169827365534926,0.323277343210721
49,2495,0.0,0.41513588947209834,0.3213576727752189
50,872,0.0,0.4142351788844021,0.3206815205676287
51,1879,0.0,0.41276486435242865,0.3194638623464803
52,396,0.0,0.41239097232252453,0.3185244542713779
53,2920,0.0,0.4107590609458856,0.31790177175422
54,950,0.0,0.40960260998654846,0.316619665320322
55,2240,0.0,0.4091253554565602,0.3117454663016877
56,1653,0.0,0.40429689386063195,0.3101538984905165
57,1955,0.0,0.4039875290253142,0.3094739645635641
58,1999,0.0,0.40283558594902547,0.3074371170638753
59,2743,0.0,0.40246415020296034,0.30687459452640425
60,255,0.0,0.4007046657856921,0.305762637032569
61,1239,0.0,0.4005466236058003,0.3053943608321844
62,789,0.0,0.3982862894977618,0.30427458778400335
63,2780,0.0,0.39563310203501756,0.30350661325489664
64,685,0.0,0.3955985378675738,0.3026280190226547
65,1916,0.0,0.3951115016972322,0.3020566059796746
66,385,0.0,0.39448545354458875,0.30148032052464374
67,1715,0.0,0.3916765763372514,0.3008376466454201
68,1868,0.0,0.3913410066438194,0.30034375030794724
69,2514,0.0,0.3900969162734677,0.29876693677621263
70,1707,0.0,0.38912451621641425,0.2980279447832007
71,1375,0.0,0.38847159670537473,0.2972159203585519
72,157,0.0,0.38846366187594306,0.2963779292944904
73,813,0.0,0.3870457900450217,0.2958536449695647
74,260,0.0,0.38596238999706617,0.29523488916582685
75,2596,0.0,0.3858876946274058,0.29458410917188815
76,230,0.0,0.38573362816958034,0.29412124572174375
77,747,0.0,0.38539383770584723,0.293536110856762
78,3221,0.0,0.38453059116769556,0.2928009273034659
