epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.71177,1.40166,0.30282,0.04553,0.97299,1.30578,0.88827,0.85596,0.92986,0.5844,0.88944,0.85596,0.93234,0.901,1.33921,0.22814,0.00878,0.90306,1.22544,0.000647059,0.000647059,0.000647059
2,9.55474,1.51495,0.32886,0.04796,0.96591,1.37872,0.85039,0.85873,0.93453,0.51582,0.86388,0.84211,0.93375,0.90262,1.46702,0.22746,0.00883,0.933,1.26412,0.00128121,0.00128121,0.00128121
3,14.1254,1.5616,0.31609,0.04604,0.99948,1.35987,0.83708,0.85395,0.92091,0.51617,0.84029,0.85319,0.92124,0.87553,1.47182,0.25866,0.00904,0.96131,1.26115,0.00188236,0.00188236,0.00188236
4,18.6955,1.51374,0.35812,0.03011,1.03257,1.3643,0.86571,0.82144,0.91987,0.52725,0.86571,0.82144,0.92011,0.86356,1.42507,0.29467,0.0108,0.95888,1.25424,0.0018515,0.0018515,0.0018515
5,23.3047,1.4715,0.38834,0.03749,1.0117,1.32255,0.8154,0.82548,0.91067,0.53337,0.8154,0.82548,0.91078,0.88486,1.35795,0.23041,0.01297,0.99799,1.23312,0.001802,0.001802,0.001802
6,27.914,1.45874,0.32006,0.03892,1.00127,1.34088,0.86319,0.85873,0.93467,0.56377,0.86192,0.85873,0.93852,0.9097,1.35551,0.23107,0.0127,0.89786,1.25047,0.0017525,0.0017525,0.0017525
7,32.4971,1.41177,0.27033,0.0414,0.95995,1.29731,0.81576,0.82825,0.91214,0.56943,0.81831,0.8338,0.9157,0.88655,1.32275,0.21591,0.00833,0.90604,1.20942,0.001703,0.001703,0.001703
8,37.0798,1.44487,0.33388,0.03639,1.00015,1.31255,0.8783,0.87962,0.94997,0.57612,0.8783,0.87962,0.94928,0.92811,1.34428,0.21776,0.00935,0.86627,1.22411,0.0016535,0.0016535,0.0016535
9,41.7276,1.37986,0.29406,0.02283,0.94966,1.27162,0.83186,0.94183,0.95388,0.58417,0.83186,0.94183,0.95379,0.92836,1.28424,0.20489,0.00916,0.83723,1.18855,0.001604,0.001604,0.001604
10,46.457,1.32482,0.21641,0.02844,0.88815,1.23521,0.86604,0.93127,0.95694,0.61516,0.86336,0.92763,0.95553,0.93734,1.26056,0.18723,0.00915,0.80435,1.16743,0.0015545,0.0015545,0.0015545
11,51.173,1.35245,0.25792,0.03621,0.89511,1.2583,0.84963,0.92346,0.94802,0.58449,0.84963,0.92346,0.94739,0.92533,1.29586,0.18962,0.00986,0.82757,1.1797,0.001505,0.001505,0.001505
