epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.53675,1.31542,0.31017,0.05655,0.9781,1.18102,0.90754,0.84755,0.95465,0.6344,0.90497,0.85515,0.95255,0.92874,1.22658,0.23209,0.01597,0.88307,1.10729,0.000647059,0.000647059,0.000647059
2,9.29229,1.39124,0.28525,0.0429,0.99677,1.22946,0.79015,0.84401,0.91969,0.56746,0.78964,0.87465,0.92062,0.87419,1.33459,0.27015,0.01215,0.95465,1.14453,0.00128121,0.00128121,0.00128121
3,13.7214,1.45588,0.36861,0.05702,1.01779,1.26695,0.83485,0.87306,0.91717,0.51915,0.83485,0.87306,0.91632,0.86908,1.45314,0.27555,0.01246,0.97845,1.20285,0.00188236,0.00188236,0.00188236
4,18.145,1.42492,0.33822,0.03645,1.02536,1.2363,0.88186,0.83174,0.92268,0.54885,0.87891,0.82896,0.92034,0.88159,1.38143,0.25286,0.01487,0.9783,1.18705,0.0018515,0.0018515,0.0018515
5,22.5848,1.41897,0.32919,0.02934,1.02548,1.26709,0.88165,0.8273,0.93679,0.54052,0.88557,0.83008,0.93957,0.89936,1.39823,0.25857,0.0128,0.95158,1.20285,0.001802,0.001802,0.001802
6,27.0131,1.40798,0.28372,0.02912,0.98245,1.25232,0.86178,0.86833,0.93001,0.55408,0.86713,0.87254,0.9354,0.89878,1.3687,0.24168,0.01029,0.95409,1.1742,0.0017525,0.0017525,0.0017525
7,31.4574,1.44357,0.26625,0.04674,0.97853,1.2494,0.83534,0.87617,0.91299,0.55286,0.83534,0.87617,0.9243,0.89384,1.33211,0.2246,0.00818,0.92342,1.16932,0.001703,0.001703,0.001703
8,35.9378,1.37351,0.27217,0.0355,0.95516,1.21998,0.8752,0.87902,0.93491,0.58523,0.87713,0.87495,0.94512,0.91562,1.32447,0.2308,0.00808,0.88688,1.16545,0.0016535,0.0016535,0.0016535
9,40.3741,1.27284,0.30026,0.02217,0.92011,1.17795,0.922,0.86908,0.95962,0.61567,0.922,0.86908,0.96072,0.94202,1.30189,0.1964,0.00952,0.84551,1.1203,0.001604,0.001604,0.001604
10,44.7769,1.30603,0.22018,0.03353,0.90828,1.18764,0.90078,0.89972,0.95981,0.63471,0.90078,0.89972,0.96006,0.94297,1.22576,0.19646,0.00912,0.82517,1.09814,0.0015545,0.0015545,0.0015545
