epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.6216,1.17793,0.38591,0.06741,0.73781,1.18227,0.92405,0.91892,0.96966,0.67032,0.92405,0.91892,0.97094,0.95325,1.07312,0.18767,0.04143,0.62011,1.13569,0.000656716,0.000656716,0.000656716
2,41.5495,1.28974,0.38617,0.08132,0.81769,1.28179,0.91304,0.90811,0.96032,0.6517,0.91304,0.90811,0.9571,0.91961,1.11721,0.29244,0.05986,0.6738,1.18797,0.00129132,0.00129132,0.00129132
3,53.2565,1.27549,0.35775,0.09108,0.78595,1.28395,0.88867,0.92973,0.96179,0.63628,0.88695,0.92793,0.96112,0.94133,1.19385,0.27177,0.05956,0.68392,1.22935,0.00180192,0.00180192,0.00180192
4,64.9411,1.32302,0.38555,0.07858,0.81004,1.28597,0.86648,0.93545,0.96064,0.6379,0.90562,0.89369,0.96229,0.93683,1.16513,0.26098,0.05331,0.66197,1.2047,0.00159191,0.00159191,0.00159191
5,76.6459,1.29984,0.39557,0.0829,0.80426,1.25758,0.92278,0.91532,0.96441,0.63638,0.93033,0.92252,0.96931,0.95262,1.17676,0.2315,0.0473,0.68667,1.21643,0.00131593,0.00131593,0.00131593
6,89.2357,1.2414,0.34251,0.07244,0.75853,1.2393,0.94202,0.93683,0.97964,0.67719,0.94927,0.94403,0.98343,0.96264,1.07846,0.20569,0.04239,0.59714,1.16795,0.00101,0.00101,0.00101
7,101.101,1.21301,0.31082,0.06647,0.72672,1.22058,0.97184,0.93268,0.98405,0.70776,0.98086,0.93153,0.98655,0.97494,1.00014,0.18508,0.03702,0.56134,1.11637,0.000704073,0.000704073,0.000704073
8,113.026,1.1622,0.28808,0.07092,0.70149,1.19995,0.96317,0.95135,0.98619,0.72765,0.97499,0.95135,0.98766,0.97746,0.96253,0.17115,0.03573,0.54205,1.09029,0.000428093,0.000428093,0.000428093
9,124.965,1.1102,0.2188,0.05995,0.64768,1.15511,0.96595,0.94775,0.98728,0.73877,0.97057,0.95079,0.98835,0.97921,0.93245,0.1616,0.03492,0.52693,1.07774,0.000209073,0.000209073,0.000209073
10,136.974,1.05469,0.2375,0.05749,0.65498,1.12313,0.97789,0.95614,0.98897,0.74444,0.97973,0.95794,0.98968,0.98093,0.91655,0.15704,0.03424,0.51853,1.0694,6.8454e-05,6.8454e-05,6.8454e-05
