epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.2721,1.51623,0.55155,0.10326,1.11588,1.40804,0.81171,0.76395,0.85884,0.47754,0.82176,0.77493,0.86694,0.81527,1.50414,0.4224,0.08643,0.99162,1.402,0.000661692,0.000661692,0.000661692
2,34.2914,1.55145,0.52579,0.1013,1.09195,1.44634,0.78229,0.77585,0.8496,0.45617,0.80475,0.79231,0.87854,0.81965,1.54902,0.46382,0.08082,1.04777,1.44328,0.00129548,0.00129548,0.00129548
3,51.2475,1.54618,0.54961,0.10183,1.10174,1.41563,0.80166,0.78764,0.85861,0.45398,0.81376,0.79954,0.87457,0.82764,1.53298,0.42709,0.07721,1.0095,1.43075,0.00189627,0.00189627,0.00189627
4,68.2219,1.53812,0.54822,0.09283,1.08274,1.43372,0.82438,0.75663,0.85992,0.49926,0.83526,0.76578,0.87754,0.83268,1.39552,0.39649,0.07683,0.99513,1.35163,0.0018515,0.0018515,0.0018515
5,85.2164,1.527,0.53491,0.09751,1.04955,1.41088,0.82434,0.80787,0.89293,0.5056,0.83499,0.79689,0.89741,0.85908,1.42907,0.40842,0.07149,0.91157,1.37162,0.001802,0.001802,0.001802
6,102.309,1.46167,0.53252,0.09251,1.01255,1.39264,0.80745,0.84812,0.89384,0.52421,0.81223,0.85089,0.8994,0.85733,1.38472,0.38051,0.07256,0.90835,1.33785,0.0017525,0.0017525,0.0017525
7,119.421,1.50156,0.50285,0.09366,1.00361,1.39834,0.83858,0.828,0.90874,0.53132,0.86609,0.8161,0.91061,0.86826,1.36828,0.37869,0.07244,0.9001,1.32057,0.001703,0.001703,0.001703
8,136.433,1.43537,0.45573,0.09868,0.9587,1.35894,0.84825,0.84995,0.92214,0.54859,0.84435,0.84995,0.92063,0.87807,1.37637,0.39113,0.07074,0.85232,1.32947,0.0016535,0.0016535,0.0016535
9,153.393,1.40586,0.47978,0.08947,0.93551,1.35103,0.84787,0.86173,0.92686,0.56119,0.84433,0.8591,0.92426,0.89093,1.33515,0.35119,0.06152,0.81524,1.28986,0.001604,0.001604,0.001604
10,170.647,1.40694,0.46996,0.08301,0.91729,1.31846,0.87311,0.88106,0.93797,0.58041,0.88321,0.8856,0.94374,0.91108,1.29069,0.3231,0.06234,0.78153,1.25896,0.0015545,0.0015545,0.0015545
