epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.57946,1.28325,0.35677,0.05726,0.93014,1.15298,0.9742,0.85227,0.95738,0.66656,0.9742,0.85227,0.95627,0.92936,1.23067,0.26041,0.02426,0.8619,1.08551,0.00032,0.00032,0.00032
2,5.24615,1.44301,0.48125,0.06815,0.96886,1.16449,0.92458,0.83523,0.9469,0.59152,0.92458,0.83523,0.94486,0.90498,1.29511,0.28962,0.02909,0.89877,1.10446,0.000643665,0.000643665,0.000643665
3,7.69545,1.44046,0.47051,0.06797,0.91631,1.17305,0.89648,0.82955,0.94005,0.57608,0.89648,0.82955,0.93645,0.89467,1.42846,0.32264,0.03044,0.91864,1.13147,0.0009505,0.0009505,0.0009505
4,10.1571,1.41688,0.39116,0.07877,0.93896,1.17664,0.91937,0.82955,0.95303,0.62309,0.91937,0.82955,0.94944,0.88604,1.29717,0.35653,0.02426,0.86929,1.08369,0.00124051,0.00124051,0.00124051
5,12.6185,1.46072,0.39593,0.04439,0.91458,1.20635,0.93627,0.83475,0.95207,0.57675,0.9301,0.83165,0.9486,0.90092,1.44243,0.31604,0.01878,0.92776,1.11623,0.00151368,0.00151368,0.00151368
6,15.0902,1.4873,0.42765,0.04779,0.98368,1.20038,0.92394,0.83523,0.942,0.57231,0.91765,0.82955,0.93803,0.88785,1.44356,0.32411,0.01881,0.91076,1.12077,0.0017525,0.0017525,0.0017525
7,17.5371,1.50269,0.36929,0.0747,1.03032,1.22074,0.89682,0.83957,0.94693,0.57826,0.89676,0.83902,0.94398,0.89952,1.38724,0.28977,0.01859,0.9126,1.10296,0.001703,0.001703,0.001703
8,19.9847,1.50133,0.46843,0.07561,0.97888,1.20704,0.93624,0.90341,0.96461,0.57768,0.9408,0.90297,0.95902,0.91542,1.37364,0.30175,0.01848,0.88279,1.1059,0.0016535,0.0016535,0.0016535
9,22.4329,1.46978,0.3457,0.0526,0.96455,1.18583,0.96711,0.81818,0.96412,0.6195,0.97448,0.8125,0.95956,0.92041,1.28362,0.29954,0.02069,0.83513,1.07529,0.001604,0.001604,0.001604
10,24.8682,1.3295,0.28694,0.05145,0.91834,1.16553,0.93409,0.84091,0.96103,0.64582,0.9353,0.84091,0.96309,0.91735,1.21188,0.30232,0.02154,0.80957,1.05061,0.0015545,0.0015545,0.0015545
