epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.45667,2.95892,0.53832,0.09812,2.23288,3.15108,0.47154,0.61219,0.46442,0.13852,0.52555,0.68144,0.5557,0.51046,2.42419,0.61983,0.06017,2.6442,1.90087,0.000647059,0.000647059,0.000647059
2,9.1905,2.18196,0.64058,0.09787,1.60816,1.84453,0.62772,0.65391,0.62772,0.24698,0.65697,0.68438,0.66273,0.54653,2.04465,0.67903,0.03477,1.58118,1.63589,0.00127037,0.00127037,0.00127037
3,13.4813,1.98633,0.65095,0.07436,1.56026,1.59207,0.31995,0.60388,0.43346,0.13401,0.54582,0.47922,0.59562,0.50916,2.08784,0.49181,0.01936,1.90022,1.66366,0.00184969,0.00184969,0.00184969
4,17.686,1.96321,0.57671,0.05918,1.54557,1.59548,0.56833,0.5507,0.59403,0.25479,0.59735,0.5928,0.64502,0.55519,1.96097,0.45195,0.02412,1.53467,1.49408,0.001802,0.001802,0.001802
5,22.0209,1.93574,0.59433,0.0561,1.51275,1.55373,0.60999,0.64989,0.6821,0.30361,0.62726,0.66661,0.70632,0.54354,1.82509,0.5111,0.01611,1.48807,1.46196,0.001736,0.001736,0.001736
6,26.3094,1.81123,0.44825,0.05067,1.46217,1.54499,0.59648,0.66482,0.69871,0.297,0.60689,0.71468,0.73748,0.59608,1.80426,0.43961,0.01284,1.46696,1.48448,0.00167,0.00167,0.00167
7,30.5845,1.79137,0.39408,0.03899,1.41499,1.52066,0.55065,0.74001,0.68728,0.3294,0.56198,0.759,0.71264,0.64464,1.6982,0.34668,0.00989,1.40681,1.416,0.001604,0.001604,0.001604
8,34.8612,1.83024,0.46196,0.04757,1.41253,1.54402,0.63953,0.67867,0.74372,0.33679,0.62632,0.7036,0.7583,0.70782,1.75077,0.32642,0.01347,1.32935,1.45832,0.001538,0.001538,0.001538
9,39.139,1.73693,0.4361,0.03329,1.34344,1.47346,0.66229,0.68421,0.75456,0.35781,0.66478,0.69529,0.76661,0.72387,1.65486,0.29024,0.0162,1.27563,1.36846,0.001472,0.001472,0.001472
10,43.4637,1.72352,0.34394,0.04037,1.25416,1.48312,0.71343,0.73789,0.81338,0.39707,0.72175,0.74238,0.82476,0.78443,1.66494,0.27504,0.01281,1.1993,1.41365,0.001406,0.001406,0.001406
11,47.7406,1.72244,0.38902,0.04177,1.25607,1.48574,0.71316,0.75071,0.78237,0.41301,0.73189,0.75069,0.78811,0.7341,1.59575,0.30226,0.01112,1.19249,1.36166,0.00134,0.00134,0.00134
12,51.9815,1.69157,0.3403,0.02648,1.23221,1.44606,0.72793,0.78116,0.81023,0.41871,0.73071,0.78171,0.81935,0.77605,1.59096,0.26547,0.01243,1.15817,1.34468,0.001274,0.001274,0.001274
13,56.2434,1.65272,0.36646,0.03276,1.18624,1.43169,0.74711,0.78116,0.83268,0.45246,0.75569,0.7867,0.84298,0.81009,1.57273,0.25085,0.01085,1.13237,1.34096,0.001208,0.001208,0.001208
14,60.5154,1.66376,0.38038,0.03564,1.16266,1.45342,0.76442,0.78116,0.85538,0.47517,0.76985,0.7867,0.85981,0.83096,1.52185,0.2368,0.01298,1.10906,1.30079,0.001142,0.001142,0.001142
