epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.47929,2.84733,0.55088,0.10386,2.10646,2.99864,0.38087,0.70195,0.45996,0.18554,0.42165,0.76045,0.55407,0.47304,2.24436,0.63488,0.05094,2.8787,1.79336,0.000647059,0.000647059,0.000647059
2,8.62854,2.14333,0.52615,0.09634,1.58894,1.75277,0.4771,0.72981,0.58071,0.25138,0.48074,0.73538,0.58718,0.40292,1.90182,0.88999,0.02764,1.66234,1.48294,0.00127037,0.00127037,0.00127037
3,12.7599,1.99194,0.58458,0.09175,1.55268,1.57496,0.55941,0.68802,0.66272,0.2989,0.56097,0.71588,0.6589,0.53066,1.91086,0.60426,0.03286,1.44026,1.44868,0.00184969,0.00184969,0.00184969
4,16.9049,1.95941,0.55668,0.05583,1.54191,1.58153,0.54287,0.5961,0.64347,0.24703,0.56377,0.61558,0.67777,0.58646,2.10231,0.43468,0.02654,1.57057,1.61187,0.001802,0.001802,0.001802
5,21.07,1.8856,0.52643,0.04692,1.48128,1.50527,0.63482,0.67131,0.71123,0.30945,0.67848,0.71309,0.77131,0.63832,1.90902,0.46539,0.01553,1.57929,1.51368,0.001736,0.001736,0.001736
6,25.1932,1.79461,0.42183,0.04509,1.43801,1.50684,0.67015,0.74138,0.72876,0.34838,0.67431,0.76602,0.75131,0.64678,1.72522,0.43821,0.01502,1.47898,1.40147,0.00167,0.00167,0.00167
7,29.3282,1.74824,0.3829,0.05637,1.39021,1.49235,0.71818,0.70987,0.79136,0.3785,0.76991,0.71031,0.80716,0.73774,1.71086,0.35251,0.01415,1.3285,1.39553,0.001604,0.001604,0.001604
8,33.5156,1.69683,0.3663,0.0488,1.32222,1.42721,0.74528,0.66852,0.79535,0.39948,0.75671,0.67688,0.81086,0.76109,1.66633,0.33001,0.02105,1.28707,1.34022,0.001538,0.001538,0.001538
9,37.71,1.64272,0.40452,0.03004,1.31509,1.41097,0.71003,0.69638,0.81238,0.38519,0.72688,0.71168,0.82218,0.78253,1.64997,0.29212,0.01548,1.27187,1.36131,0.001472,0.001472,0.001472
10,41.8342,1.65521,0.32998,0.03814,1.28153,1.45343,0.6984,0.78273,0.84357,0.4548,0.6984,0.78273,0.84546,0.81693,1.56592,0.28364,0.01573,1.18745,1.35051,0.001406,0.001406,0.001406
