image_path,split
datasets\train_on_2025_all\val\images\frame_00002_jpg.rf.fd5adec830b07b6a8b0b78ef9b254547.jpg,val
datasets\train_on_2025_all\val\images\frame_00005_jpg.rf.ee1ff3c5d2ae3129279fa10a4c898842.jpg,val
datasets\train_on_2025_all\val\images\frame_00006_jpg.rf.d244c72491d07ff3caa751f7461f6e6f.jpg,val
datasets\train_on_2025_all\val\images\frame_00007_jpg.rf.98b43a30c9d05e540703295926d96fa2.jpg,val
datasets\train_on_2025_all\val\images\frame_00008_jpg.rf.4c3ab5c00a674adb53d6140f4297a92c.jpg,val
datasets\train_on_2025_all\val\images\frame_00008_jpg.rf.9b74e7cb73a2179046892b2275e6616d.jpg,val
datasets\train_on_2025_all\val\images\frame_00009_jpg.rf.ae5b8f3b1ed4b46f6ad0d8b4d04c07c7.jpg,val
datasets\train_on_2025_all\val\images\frame_00010_jpg.rf.4ab3342941455220c0f130449d211282.jpg,val
datasets\train_on_2025_all\val\images\frame_00010_jpg.rf.6e98efa4336499cec7220a1ea4f51422.jpg,val
datasets\train_on_2025_all\val\images\frame_00010_jpg.rf.c37f6413c7cadc4b5d93c128e6853979.jpg,val
datasets\train_on_2025_all\val\images\frame_00011_jpg.rf.586fe9ab3171294332bc8ce0e6b1cb1a.jpg,val
datasets\train_on_2025_all\val\images\frame_00012_jpg.rf.1c83794e43e25b69d5cb3455710aa78f.jpg,val
datasets\train_on_2025_all\val\images\frame_00012_jpg.rf.ea0abbde59a540bed5165ef4437b8825.jpg,val
datasets\train_on_2025_all\val\images\frame_00013_jpg.rf.de154efb15418cdd924e3d5402fe9577.jpg,val
datasets\train_on_2025_all\val\images\frame_00013_jpg.rf.e45c961a193811f5837d1601e4b6f9f5.jpg,val
datasets\train_on_2025_all\val\images\frame_00014_jpg.rf.bb3a45e97fffcb65e85d3fbf6148d297.jpg,val
datasets\train_on_2025_all\val\images\frame_00014_jpg.rf.f77453efcbff22b45e50530c93eaca37.jpg,val
datasets\train_on_2025_all\val\images\frame_00016_jpg.rf.4cf3b0e6d65189f3f5725a30c45877fd.jpg,val
datasets\train_on_2025_all\val\images\frame_00017_jpg.rf.0f4891f6d26b8ee34867380c79557e2b.jpg,val
datasets\train_on_2025_all\val\images\frame_00017_jpg.rf.4caa4bdc028ec295e4a6581f33b71ded.jpg,val
datasets\train_on_2025_all\val\images\frame_00017_jpg.rf.88f80d60ea9d3d22e4df78e942facb11.jpg,val
datasets\train_on_2025_all\val\images\frame_00017_jpg.rf.ae00ccaec1b6b8170570cd8bfbc676ba.jpg,val
