epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,24.0048,1.20405,0.37107,0.08618,0.74625,1.16494,0.96512,0.97442,0.98705,0.70933,0.96512,0.97442,0.98705,0.96324,1.06972,0.24857,0.03763,0.6085,1.12513,0.000647059,0.000647059,0.000647059
2,30.4126,1.22251,0.49561,0.09213,0.77267,1.18379,0.89498,0.93018,0.96496,0.63322,0.89159,0.92666,0.96193,0.92636,1.15717,0.33245,0.05757,0.78335,1.15712,0.0012819,0.0012819,0.0012819
3,36.5467,1.19677,0.36694,0.09837,0.78955,1.20088,0.92392,0.89799,0.96708,0.66567,0.91237,0.91197,0.96997,0.93059,1.08888,0.34006,0.04488,0.7315,1.15184,0.00179317,0.00179317,0.00179317
4,42.6769,1.2332,0.37891,0.08124,0.75006,1.219,0.96271,0.91549,0.97864,0.67759,0.96642,0.91901,0.97837,0.95829,1.13374,0.28519,0.0396,0.71166,1.1781,0.00159191,0.00159191,0.00159191
5,48.8704,1.25193,0.36334,0.08333,0.76318,1.2278,0.89683,0.94884,0.96706,0.68144,0.90083,0.9507,0.96803,0.95231,1.0397,0.22991,0.04074,0.65428,1.15621,0.00131593,0.00131593,0.00131593
6,54.9872,1.1817,0.30014,0.09138,0.76947,1.21328,0.94239,0.92161,0.97516,0.68615,0.94592,0.92389,0.97484,0.95917,1.04235,0.23432,0.03289,0.64473,1.15403,0.00101,0.00101,0.00101
7,61.1821,1.07683,0.28364,0.06967,0.68788,1.17326,0.91845,0.96831,0.98381,0.68981,0.92178,0.97183,0.98589,0.97573,1.05961,0.21162,0.03508,0.63491,1.16132,0.000704073,0.000704073,0.000704073
8,67.2927,1.14938,0.31117,0.07055,0.68874,1.19683,0.94378,0.94574,0.98799,0.72469,0.94729,0.94926,0.98958,0.97799,0.96779,0.19452,0.03067,0.58263,1.11672,0.000428093,0.000428093,0.000428093
9,73.6272,1.03392,0.25622,0.05926,0.66184,1.14341,0.94969,0.96127,0.98942,0.73547,0.95317,0.96479,0.99074,0.98197,0.95875,0.17853,0.02988,0.57657,1.11271,0.000209073,0.000209073,0.000209073
10,79.8822,1.04703,0.22375,0.06178,0.62353,1.16271,0.95358,0.96479,0.99037,0.74244,0.95706,0.96831,0.99155,0.98397,0.94293,0.17383,0.02962,0.5723,1.10278,6.8454e-05,6.8454e-05,6.8454e-05
