image_path,split
datasets\train_on_2025_all\val\images\frame_00008_jpg.rf.9b74e7cb73a2179046892b2275e6616d.jpg,val
datasets\train_on_2025_all\val\images\frame_00010_jpg.rf.9c2aa8c33a641e16d49602091aac8559.jpg,val
datasets\train_on_2025_all\val\images\frame_00012_jpg.rf.0ad4041ad944a3bd5d2e66b191697f06.jpg,val
datasets\train_on_2025_all\val\images\frame_00016_jpg.rf.f9f93c761abe6ac54768e761966106fd.jpg,val
datasets\train_on_2025_all\val\images\frame_00022_jpg.rf.2bf8c1f487c345ed44dec3d9c7ab1a27.jpg,val
datasets\train_on_2025_all\val\images\frame_00029_jpg.rf.6660ad5363fd0e4f4294879fa8232408.jpg,val
datasets\train_on_2025_all\val\images\frame_00032_jpg.rf.fdf9c971ed9de5d1258672c2b975cdea.jpg,val
datasets\train_on_2025_all\val\images\frame_00046_jpg.rf.74619e0a839c270af24051c9edd3d8d4.jpg,val
datasets\train_on_2025_all\val\images\frame_00062_jpg.rf.a93d0afa65b1362841db11538290fdd5.jpg,val
datasets\train_on_2025_all\val\images\frame_00064_jpg.rf.d25b3c6ce7f00a111d6af36ebd1795a7.jpg,val
datasets\train_on_2025_all\val\images\frame_00065_jpg.rf.4eaca404fa7ea19bd444819828ac88dd.jpg,val
datasets\train_on_2025_all\val\images\frame_00082_jpg.rf.8760bad924d9fc6a30511a8d358d8a93.jpg,val
datasets\train_on_2025_all\val\images\frame_00088_jpg.rf.10bd431064e51baf4ca530d7be09cea3.jpg,val
datasets\train_on_2025_all\val\images\frame_00089_jpg.rf.2ed54b8ca5af0f71cd086ffff6027fa3.jpg,val
datasets\train_on_2025_all\val\images\frame_00094_jpg.rf.5ef55d1da6c1b1d50fdabfa4631d4a71.jpg,val
datasets\train_on_2025_all\val\images\frame_00099_jpg.rf.09377e0177be384033bb7f6e63656693.jpg,val
datasets\train_on_2025_all\val\images\frame_00104_jpg.rf.02145fc01d7ab1f9ed61037fbe0efe26.jpg,val
datasets\train_on_2025_all\val\images\frame_00114_jpg.rf.f1e85a2ff93d0e9b6ffdfaa7e766c6cf.jpg,val
datasets\train_on_2025_all\val\images\frame_00121_jpg.rf.51862acc4c728dfd7d58a45a4b2a6815.jpg,val
datasets\train_on_2025_all\val\images\frame_00145_jpg.rf.d13337ee7253362aa896f68b52d82071.jpg,val
datasets\train_on_2025_all\val\images\frame_00153_jpg.rf.06ab50cc7b88ee13cb64a262e3e52a36.jpg,val
datasets\train_on_2025_all\val\images\frame_00155_jpg.rf.8d511c2b44137e44d60a75c60d8e4884.jpg,val
datasets\train_on_2025_all\val\images\frame_00155_jpg.rf.e3735b412f353990b93a74eb9ca0a192.jpg,val
datasets\train_on_2025_all\val\images\frame_00159_jpg.rf.ebafaf5eac6bd1d97307a917da335f25.jpg,val
datasets\train_on_2025_all\val\images\frame_00161_jpg.rf.bf95f0229bf0b1b52c72288fbfa0b83b.jpg,val
datasets\train_on_2025_all\val\images\frame_00167_jpg.rf.c4ece3fde9e2c8b63f44e1bf6b9b446d.jpg,val
datasets\train_on_2025_all\val\images\frame_00167_jpg.rf.f8aaac085ca2adc17da406c40a56c3a9.jpg,val
datasets\train_on_2025_all\val\images\frame_00173_jpg.rf.806cad28049aab045de406a04e423df8.jpg,val
datasets\train_on_2025_all\val\images\frame_00206_jpg.rf.5fc951a0833df4eb51423dd47ecbf582.jpg,val
datasets\train_on_2025_all\val\images\frame_00210_jpg.rf.43980e32aa727d8a0413ee87c98193b6.jpg,val
datasets\train_on_2025_all\val\images\frame_00214_jpg.rf.d417c7d9320af24acc5a959b8bc7cc36.jpg,val
datasets\train_on_2025_all\val\images\frame_00218_jpg.rf.6f599dc6d78396ca8375e58f8940bf6d.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0024_jpg.rf.68bdb92be47f2a72a110278707f2bb29.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0027_jpg.rf.5f8718f44188ce4277a73e163cda91c3.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0037_jpg.rf.c0ebdfe95dad9732fdb71d744b24d7a3.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0096_jpg.rf.10fa759372185333fb15e69c666a4194.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0101_jpg.rf.b392e33b090c412a1bd3d16fc896ff07.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0119_jpg.rf.5f1aa092febd98b62c66ae83ed4bc8fe.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0119_jpg.rf.e3eaac99fb068f4060bcebb448f12c67.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0129_jpg.rf.a37ee8b684a75dfd36727883aaabc20d.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0245_jpg.rf.869589090ac9cc7ecd742e12e891ab0f.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0018_jpg.rf.913f106d230da3ae0800fedec745076b.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0020_jpg.rf.62dc814db651a4d7d87d1cdd84aec6ed.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0057_jpg.rf.cfe79cc868364cd3b8caaf5d105bdd5c.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0057_jpg.rf.e3d9d5cd472a148fe152d7551250502f.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0092_jpg.rf.98440dc0da0f7d53cb81609a84f5be63.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0147_jpg.rf.cc48b4b5729e3b9b8a9ac25271ea748b.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0156_jpg.rf.0e17e20b198a52cb4f51db6b3bc6a53c.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0240_jpg.rf.d570fd1c3baf0fc285f0cb023a838bfb.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0248_jpg.rf.bf4c2f201c8bdc6938514b95a8852a39.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0289_jpg.rf.0e84b5c98c056cce5850848a4bafc38a.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0335_jpg.rf.6cc1cae6519a45454a439a2b5e3db98b.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0034_jpg.rf.c23e39750c9c5b2eaf67de12ef9183cd.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0035_jpg.rf.3aa452c0839ec541b26da4f2099e24b1.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0027_jpg.rf.c07a97e29f9613f888b1ab3bd09592de.jpg,val
datasets\train_on_2025_all\images\frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.1d695ea85c20d4cac0295ca54b231eff.jpg,train
datasets\train_on_2025_all\images\frame_00007_jpg.rf.5b36de2e773734c85be4a2e3df7a314d.jpg,train
datasets\train_on_2025_all\images\frame_00008_jpg.rf.11cfdb679b92a4147ba6adf42754255a.jpg,train
datasets\train_on_2025_all\images\frame_00008_jpg.rf.188ffe17721d4d241178344db4711dd6.jpg,train
datasets\train_on_2025_all\images\frame_00008_jpg.rf.ad138de2472f10d072daac70fb4d56ba.jpg,train
datasets\train_on_2025_all\images\frame_00009_jpg.rf.3c5231dd711265c35729c5f88b56f813.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.2c583b78598b6ef0c2608eb15e4017e0.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.7d98e67b4ec45098752fb95486542ff9.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.82212d4a8709b29090aff803358b1f18.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.b3c82e9a3cad6672f9603ad9463310f2.jpg,train
datasets\train_on_2025_all\images\frame_00011_jpg.rf.1fcc49c8b0fc89f7a3a3f0f9952da1df.jpg,train
datasets\train_on_2025_all\images\frame_00011_jpg.rf.f3e6ddd10392a0197b88fd328a73db46.jpg,train
datasets\train_on_2025_all\images\frame_00012_jpg.rf.3e1c00c467c5a01f645f4cdcdd59428e.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.e1154bca91357fe48969ad8f4576566c.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.3736b8c466391833b4bc665e26c8075b.jpg,train
datasets\train_on_2025_all\images\frame_00014_jpg.rf.c4e6a8b6f4bd3f38ea22abe07ec20dce.jpg,train
datasets\train_on_2025_all\images\frame_00015_jpg.rf.a9177aba30cd3c5b88aa2c5b72ce9d2a.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.16e8915aa59422a8497316f6cf8b7692.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.5336e29a50b604c268497c652a73d85f.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.ee599fdcbb1e8f33e7230583b9c24776.jpg,train
datasets\train_on_2025_all\images\frame_00017_jpg.rf.767a37d646b903457e2562af45bc3716.jpg,train
datasets\train_on_2025_all\images\frame_00018_jpg.rf.e1a2b77505cda3a8c61d291dc45cda95.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.caafb26e8a57990923665e1de57b27b7.jpg,train
datasets\train_on_2025_all\images\frame_00021_jpg.rf.497b1453a3af357671bd3338af6d7234.jpg,train
datasets\train_on_2025_all\images\frame_00023_jpg.rf.3bb851dbfa187ed5572a1dddb75796e7.jpg,train
datasets\train_on_2025_all\images\frame_00023_jpg.rf.7e6ce5e0e460132de146b42a5f13bb0f.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.1796cb6440b58ae59c92da3a2b545c6f.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.0296acef29e7a319297dcce68c640fd2.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.dfac5e60b1f1df28338a101bafa92877.jpg,train
datasets\train_on_2025_all\images\frame_00029_jpg.rf.db8a81feef0a818318c4a620d5dba3c0.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.294c2f5c8ec61728cee104d6ac91ac7b.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.4cc027641512f1bbedb7822f5844e12c.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.6a7ad79e4239b6fdc8d9cf33bbcf7f36.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.8b77a4bdd47ff5adb08bf563f3356ab0.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.1acc3f3c7430aae5b6fec95d1f1cd174.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.46580164b67f87d876eb3d0f9fabb5e8.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.466c03bcb0801249f995fa206111f05a.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.b6132af0dcdfbb0294f1f16a336b37a4.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.22c94da555960d02bd734d8725ec1482.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.f89bae29d26bc99eb3a49fd882811c4c.jpg,train
datasets\train_on_2025_all\images\frame_00035_jpg.rf.77081af4b19d9c287fc1e726f68d0b80.jpg,train
datasets\train_on_2025_all\images\frame_00037_jpg.rf.a984f285d5a95f79aecb04db41693455.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.0b82237344ce889f7f96dd083076cb8a.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.73580e750503aa83da8ce44fb05b4934.jpg,train
datasets\train_on_2025_all\images\frame_00039_jpg.rf.3a4a05d96e2ce5933d10e48c0d5821e5.jpg,train
datasets\train_on_2025_all\images\frame_00039_jpg.rf.6e7757c56320c594c77f96616a249ff6.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.03397bec381eb72622e64ad6e96e8ab7.jpg,train
datasets\train_on_2025_all\images\frame_00041_jpg.rf.9ddfe37c077c4f6573298f88553a6487.jpg,train
datasets\train_on_2025_all\images\frame_00042_jpg.rf.076c1b26ab9a16db3886f1fefc9a6921.jpg,train
datasets\train_on_2025_all\images\frame_00043_jpg.rf.a9851d16b1edbfe41a38f0af00cc5e13.jpg,train
datasets\train_on_2025_all\images\frame_00043_jpg.rf.e89ad5f40376d8a2ae5476c5425759b7.jpg,train
datasets\train_on_2025_all\images\frame_00044_jpg.rf.c788ac9808c921921381e46c94680815.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.5f2867d3c24090d43e9ab566e98ba40d.jpg,train
