image_path,split
datasets\train_on_2025_all\val\images\frame_00021_jpg.rf.f1be329a07d7ab6c14a91b16d41cfb84.jpg,val
datasets\train_on_2025_all\val\images\frame_00075_jpg.rf.fa3744e744223ca729ccec8e9e9d402d.jpg,val
datasets\train_on_2025_all\val\images\frame_00106_jpg.rf.8d08bf2d6c71df94caeebdb712a2e378.jpg,val
datasets\train_on_2025_all\val\images\frame_00132_jpg.rf.1fc62a5f381fb96cc0e0bbaf3783fdad.jpg,val
datasets\train_on_2025_all\val\images\frame_00137_jpg.rf.e485a257a4bacb1337ecafb6483895d1.jpg,val
datasets\train_on_2025_all\val\images\frame_00139_jpg.rf.58ddcb5b1ec512d1c2a6acbe9424923b.jpg,val
datasets\train_on_2025_all\val\images\frame_00173_jpg.rf.806cad28049aab045de406a04e423df8.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0091_jpg.rf.93a5f8704847156a04d344d5aaeceab9.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0101_jpg.rf.131b63cfb62ad852ecc981bd69cafc6a.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0136_jpg.rf.b8d7b046d6a6367157c4935830a3f9c5.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0266_jpg.rf.9f70e2c0d67e65e9c567d5ee87415e96.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0041_jpg.rf.24dd47538ac5926a707f3fe018e3c60b.jpg,val
datasets\train_on_2025_all\images\frame_00002_jpg.rf.c133fc4781eee7587233f43432fbbbf5.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.de50b537844f2f7bbe8ba620b59eb03f.jpg,train
datasets\train_on_2025_all\images\frame_00016_jpg.rf.d34909c5df4e3b53c5709a9edff0138d.jpg,train
datasets\train_on_2025_all\images\frame_00018_jpg.rf.9f273c1f7d6b057e34c98de7bf38df3b.jpg,train
datasets\train_on_2025_all\images\frame_00023_jpg.rf.37719a9f4db571a4885226f11b2a1141.jpg,train
datasets\train_on_2025_all\images\frame_00024_jpg.rf.2b73d46449ce50985da63754fb793f49.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.4adf7af8a84e304d482eeaabc95168cd.jpg,train
datasets\train_on_2025_all\images\frame_00061_jpg.rf.6fefeb7aacd85d9eda88be1b304eaf46.jpg,train
datasets\train_on_2025_all\images\frame_00063_jpg.rf.f3d9fc129aa922a9ba5016f6c3a8dc98.jpg,train
datasets\train_on_2025_all\images\frame_00068_jpg.rf.a8e02fd6da672c79207a6604cec3775c.jpg,train
datasets\train_on_2025_all\images\frame_00072_jpg.rf.3ca265c8a06a686862daffccdf96226a.jpg,train
datasets\train_on_2025_all\images\frame_00082_jpg.rf.66e9da3aa73f4ae8514c6a7a5f9f051a.jpg,train
datasets\train_on_2025_all\images\frame_00083_jpg.rf.ea885b9c4b3a8f5456d574c6a5af1637.jpg,train
datasets\train_on_2025_all\images\frame_00084_jpg.rf.be4e6188b6ef0533fd828220a9daf91d.jpg,train
datasets\train_on_2025_all\images\frame_00086_jpg.rf.9d415e29ddb26f99ddd6d6ead4cc3f8c.jpg,train
datasets\train_on_2025_all\images\frame_00090_jpg.rf.f15ee5dce3f36e649622e8213eca5f17.jpg,train
datasets\train_on_2025_all\images\frame_00094_jpg.rf.d2bc79b48cd26edc645ff9dceff78342.jpg,train
datasets\train_on_2025_all\images\frame_00095_jpg.rf.68ff302bad5e317275ae80601388c8a7.jpg,train
datasets\train_on_2025_all\images\frame_00098_jpg.rf.e6cc1c730c742d9f46408d3a1b080450.jpg,train
