image_path,split
datasets\train_on_2025_all\val\images\frame_00005_jpg.rf.dd83f8bc596c4dcaa4c54c5201503cff.jpg,val
datasets\train_on_2025_all\val\images\frame_00006_jpg.rf.d244c72491d07ff3caa751f7461f6e6f.jpg,val
datasets\train_on_2025_all\val\images\frame_00011_jpg.rf.19b23fe9d0e2d713346f1cffeeab61cf.jpg,val
datasets\train_on_2025_all\val\images\frame_00012_jpg.rf.0ad4041ad944a3bd5d2e66b191697f06.jpg,val
datasets\train_on_2025_all\val\images\frame_00014_jpg.rf.f77453efcbff22b45e50530c93eaca37.jpg,val
datasets\train_on_2025_all\val\images\frame_00019_jpg.rf.10e6b4bb62d98429999bdb4ae0ae77dd.jpg,val
datasets\train_on_2025_all\val\images\frame_00019_jpg.rf.2282dfd4b3e15a87cbe87c2c3b9e43ef.jpg,val
datasets\train_on_2025_all\val\images\frame_00020_jpg.rf.9edc81419102a5cb1aeb970896745745.jpg,val
datasets\train_on_2025_all\val\images\frame_00023_jpg.rf.9cebdfbf6a49a459667578decb3eaa0b.jpg,val
datasets\train_on_2025_all\val\images\frame_00027_jpg.rf.8e10812cae04d26b9a3b30e6565f1b87.jpg,val
datasets\train_on_2025_all\val\images\frame_00030_jpg.rf.8c42e651a39837097e313864fbe724f0.jpg,val
datasets\train_on_2025_all\val\images\frame_00031_jpg.rf.d10f5e4dc5f70cf6fb89c7538d1c9634.jpg,val
datasets\train_on_2025_all\val\images\frame_00034_jpg.rf.4cb27645834c611106d5d4130a01767b.jpg,val
datasets\train_on_2025_all\val\images\frame_00034_jpg.rf.8397b3be101e56dfa4f972dc84d5f926.jpg,val
datasets\train_on_2025_all\val\images\frame_00036_jpg.rf.98c89c2a8b355e8386a0413cd88ec542.jpg,val
datasets\train_on_2025_all\val\images\frame_00039_jpg.rf.70030802aadc30a609408af461aa5968.jpg,val
datasets\train_on_2025_all\val\images\frame_00040_jpg.rf.ae7ba2eb3702ebcbcf954db422113ad8.jpg,val
datasets\train_on_2025_all\val\images\frame_00041_jpg.rf.97cc81e54d6d7205b5896e3424d0179b.jpg,val
datasets\train_on_2025_all\val\images\frame_00043_jpg.rf.b2ff059ec76db9faed5a510c1e481bbe.jpg,val
datasets\train_on_2025_all\val\images\frame_00044_jpg.rf.61ac60a97dd0dd8afad158554d190d8d.jpg,val
datasets\train_on_2025_all\val\images\frame_00045_jpg.rf.633fc43f449e325a7ecef2bc472084f6.jpg,val
datasets\train_on_2025_all\val\images\frame_00047_jpg.rf.cbe6514312f2c8d2a7af6d812a2f68f0.jpg,val
datasets\train_on_2025_all\val\images\frame_00051_jpg.rf.3db3f71dbaf62b1e668c2b8de541fe92.jpg,val
datasets\train_on_2025_all\val\images\frame_00055_jpg.rf.d3da204f4f9a704905083b8d80b877d0.jpg,val
datasets\train_on_2025_all\val\images\frame_00056_jpg.rf.588959678f3a9c30883ac01930ffe82b.jpg,val
datasets\train_on_2025_all\val\images\frame_00062_jpg.rf.a93d0afa65b1362841db11538290fdd5.jpg,val
datasets\train_on_2025_all\val\images\frame_00064_jpg.rf.5bb255b8f9c7d615a0cd1fcc69c0c90f.jpg,val
datasets\train_on_2025_all\val\images\frame_00064_jpg.rf.955bd0922d02968533e78898de6c1842.jpg,val
datasets\train_on_2025_all\val\images\frame_00065_jpg.rf.0c1069145b2596435cce952973aae2ad.jpg,val
datasets\train_on_2025_all\val\images\frame_00065_jpg.rf.4363ca2e06cd1a079fc17ae7c222abd2.jpg,val
datasets\train_on_2025_all\val\images\frame_00066_jpg.rf.096b9a36d1f8c669a7ca1f21e482993a.jpg,val
datasets\train_on_2025_all\val\images\frame_00067_jpg.rf.4fd6cc9a83f2385901c7d5cacf053aa7.jpg,val
datasets\train_on_2025_all\val\images\frame_00069_jpg.rf.106a34bc13902751dc3cf219e9618052.jpg,val
datasets\train_on_2025_all\val\images\frame_00072_jpg.rf.80751859032d3ae0c51b2be3b08c2d60.jpg,val
datasets\train_on_2025_all\val\images\frame_00072_jpg.rf.a5353fce3bbcf846fdff8145ded201c7.jpg,val
datasets\train_on_2025_all\val\images\frame_00073_jpg.rf.a7526b3bbb79b7583431ecbd910fe907.jpg,val
datasets\train_on_2025_all\val\images\frame_00075_jpg.rf.69737e70b8d9fefd3042813a56d99204.jpg,val
datasets\train_on_2025_all\val\images\frame_00075_jpg.rf.ab9ef0e7149a7db3d36a840215742429.jpg,val
datasets\train_on_2025_all\val\images\frame_00075_jpg.rf.e5142e81af4aae5293356e91a8365d7a.jpg,val
datasets\train_on_2025_all\val\images\frame_00077_jpg.rf.696cb01b762432c3cfceeea1268bf616.jpg,val
datasets\train_on_2025_all\val\images\frame_00078_jpg.rf.31bfb8e18692c0c5daf5ec14c8e0c2e0.jpg,val
datasets\train_on_2025_all\val\images\frame_00081_jpg.rf.52ce65655a130601ce53aada1278983d.jpg,val
datasets\train_on_2025_all\val\images\frame_00081_jpg.rf.62014fa2a9bb0e63eadc48945b8d0111.jpg,val
datasets\train_on_2025_all\val\images\frame_00082_jpg.rf.004cc66294be97bdc0ea3cd90a45c311.jpg,val
datasets\train_on_2025_all\val\images\frame_00082_jpg.rf.8760bad924d9fc6a30511a8d358d8a93.jpg,val
datasets\train_on_2025_all\val\images\frame_00082_jpg.rf.8c44fed453d9fde0b8ac6fb47c90fab2.jpg,val
datasets\train_on_2025_all\val\images\frame_00082_jpg.rf.cd65738bbb2d2df68e1570cfa6f4b2fe.jpg,val
datasets\train_on_2025_all\val\images\frame_00083_jpg.rf.8f13f187c201b8d69e77da4efbd283ab.jpg,val
datasets\train_on_2025_all\val\images\frame_00088_jpg.rf.7c0e32ae7a36439992800b99dbec2149.jpg,val
datasets\train_on_2025_all\val\images\frame_00093_jpg.rf.737f743feaa01553acfc68547f868567.jpg,val
datasets\train_on_2025_all\val\images\frame_00096_jpg.rf.2681eb68228fe2bef0c583b0cbb242e5.jpg,val
datasets\train_on_2025_all\val\images\frame_00098_jpg.rf.13659912a3fad261bec4e2fec536937d.jpg,val
datasets\train_on_2025_all\val\images\frame_00101_jpg.rf.0aa0111fb0dc646713b263594df4cf3b.jpg,val
datasets\train_on_2025_all\val\images\frame_00102_jpg.rf.3d45b9a19006e31ed37bf357b24b01c5.jpg,val
datasets\train_on_2025_all\val\images\frame_00106_jpg.rf.aebd6c0306e492303281181f8a036be8.jpg,val
datasets\train_on_2025_all\val\images\frame_00112_jpg.rf.02bfea7e645a79d58628a4f75a5a30bf.jpg,val
datasets\train_on_2025_all\val\images\frame_00113_jpg.rf.e2c1539fd451ce3387e479f2344ceb82.jpg,val
datasets\train_on_2025_all\val\images\frame_00115_jpg.rf.9040928b303879825f28282e64ac9442.jpg,val
datasets\train_on_2025_all\val\images\frame_00115_jpg.rf.e717a0add4db410ce8ee876487c9bc49.jpg,val
datasets\train_on_2025_all\val\images\frame_00118_jpg.rf.0f4ceb04f723eccd1f97fa68b7c3cfc2.jpg,val
datasets\train_on_2025_all\val\images\frame_00121_jpg.rf.8a9e244fc34382b707f3c5c5eecf2876.jpg,val
datasets\train_on_2025_all\val\images\frame_00132_jpg.rf.581e58ef53bbf64fbc0070a7cc42f6ef.jpg,val
datasets\train_on_2025_all\val\images\frame_00132_jpg.rf.d1397d38caa75a77d8db080b7d01d67b.jpg,val
datasets\train_on_2025_all\val\images\frame_00138_jpg.rf.264629fcdb2c71d636e717f4e765cdfc.jpg,val
datasets\train_on_2025_all\val\images\frame_00138_jpg.rf.6b3cc9f4f6e87d758b7909dad954b389.jpg,val
datasets\train_on_2025_all\val\images\frame_00144_jpg.rf.af91a91769839410c716c6b7bd5213d7.jpg,val
datasets\train_on_2025_all\val\images\frame_00153_jpg.rf.a494915e949275b1ee75c93233e8c5b3.jpg,val
datasets\train_on_2025_all\val\images\frame_00155_jpg.rf.65b10faf8765e5753236bc40f87a060d.jpg,val
datasets\train_on_2025_all\val\images\frame_00160_jpg.rf.d0bccc74926f00fbbba892391b35654d.jpg,val
datasets\train_on_2025_all\val\images\frame_00166_jpg.rf.bcd08ef701bd176e14af51da16a1a659.jpg,val
datasets\train_on_2025_all\val\images\frame_00167_jpg.rf.f8aaac085ca2adc17da406c40a56c3a9.jpg,val
datasets\train_on_2025_all\val\images\frame_00171_jpg.rf.7f406999f0aa8c786521b465b5620733.jpg,val
datasets\train_on_2025_all\val\images\frame_00173_jpg.rf.806cad28049aab045de406a04e423df8.jpg,val
datasets\train_on_2025_all\val\images\frame_00184_jpg.rf.a083924429f702cde07d381bbcefd4ad.jpg,val
datasets\train_on_2025_all\val\images\frame_00207_jpg.rf.c2be41aaf3cc69c9d442a336a0bcefd1.jpg,val
datasets\train_on_2025_all\val\images\frame_00210_jpg.rf.606795c4ce3783439a0b2ad231cdf465.jpg,val
datasets\train_on_2025_all\val\images\frame_00218_jpg.rf.6f599dc6d78396ca8375e58f8940bf6d.jpg,val
datasets\train_on_2025_all\val\images\frame_00222_jpg.rf.0d20c02a8faa6f7ae03bae6b3f583fb1.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0031_jpg.rf.c5698f3f3213b4f29f801aa910e85447.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0035_jpg.rf.8b7690fde7b76921c471e4a81bfcfcd6.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0038_jpg.rf.ad6f49c423f99a13a20fe34f7699ec2c.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0040_jpg.rf.ef89a1288a58225816ddf9138aede15e.jpg,val
