image_path,selection_order,distance_at_selection
datasets/train_on_2025_all\images\GX010664_MP4-0071_jpg.rf.0cdba322b70fbf5c849076d8a352855a.jpg,1,0.8321039831695471
datasets/train_on_2025_all\val\images\frame_00087_jpg.rf.2273da68fbc6530498bbf110cf5cf414.jpg,2,0.720895572580285
datasets/train_on_2025_all\val\images\GX010666_MP4-0176_jpg.rf.d62f481b3eb74866ba772dbbdbfd9f7e.jpg,3,0.6568074890794264
datasets/train_on_2025_all\images\frame_00156_jpg.rf.20184709c71069625c651ae2946304c4.jpg,4,0.624826211275038
datasets/train_on_2025_all\images\GX010666_MP4-0318_jpg.rf.9afde6c6ff8161c779b7aa014c630577.jpg,5,0.6048810995277485
datasets/train_on_2025_all\images\frame_00074_jpg.rf.b6f97053362a7fbcaaafae39845330b8.jpg,6,0.5824305657774409
datasets/train_on_2025_all\images\frame_00052_jpg.rf.de6d9bc3a82476c22bbce64a3930a770.jpg,7,0.5817199752677669
datasets/train_on_2025_all\images\GX010666_MP4-0024_jpg.rf.51fb474a33f0d38e9df83cc997d1e071.jpg,8,0.5500757960424951
datasets/train_on_2025_all\images\frame_00120_jpg.rf.7d7dfc00e5c75e7072b13d2dda6e6bbe.jpg,9,0.5279431582542327
datasets/train_on_2025_all\images\frame_00020_jpg.rf.d16cd44a8b1e63f465829c720fd37489.jpg,10,0.5222679889738562
datasets/train_on_2025_all\images\GX010665_MP4-0257_jpg.rf.807ed4e24728f0d1b080153c9b6e52e4.jpg,11,0.5221309351947803
datasets/train_on_2025_all\images\frame_00112_jpg.rf.cb21932a734bc66a23f757a80e283228.jpg,12,0.5113674588435462
datasets/train_on_2025_all\val\images\frame_00007_jpg.rf.98b43a30c9d05e540703295926d96fa2.jpg,13,0.5069757129603986
datasets/train_on_2025_all\images\GX010665_MP4-0217_jpg.rf.368f015f501164054a4d9ab7714e14fe.jpg,14,0.4965951861071339
datasets/train_on_2025_all\images\frame_00079_jpg.rf.4ff520ddb3af10ad0b92b5954946d874.jpg,15,0.4888593722741131
datasets/train_on_2025_all\images\GX010667_MP4-0037_jpg.rf.f4e733b64f963b806dca020f5ff20ffe.jpg,16,0.48285018480994835
