epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.1513,1.09897,0.40818,0.07818,0.71783,1.08734,0.97588,0.97794,0.98683,0.74588,0.96835,0.97059,0.98318,0.97057,0.93238,0.27767,0.05161,0.59025,0.99593,0.00032,0.00032,0.00032
2,24.7333,1.20998,0.39832,0.06643,0.72749,1.13683,0.93565,0.96218,0.9835,0.6824,0.92137,0.94771,0.96723,0.92663,1.083,0.43417,0.07271,0.66551,1.05438,0.00064401,0.00064401,0.00064401
3,28.0438,1.1852,0.43157,0.06268,0.78698,1.13935,0.96791,0.97059,0.98913,0.69303,0.96058,0.96324,0.97947,0.94623,1.03183,0.32803,0.06918,0.64726,1.04569,0.000905463,0.000905463,0.000905463
4,31.3599,1.11566,0.34767,0.06072,0.70123,1.11195,0.97725,0.96324,0.98806,0.69175,0.96979,0.95588,0.97909,0.95059,1.04639,0.34535,0.05535,0.64713,1.0519,0.00106658,0.00106658,0.00106658
5,34.6593,1.18254,0.29476,0.07385,0.71907,1.14207,0.96449,0.96324,0.98567,0.69817,0.95761,0.95588,0.9791,0.94576,1.00169,0.3108,0.04755,0.63338,1.03366,0.00110538,0.00110538,0.00110538
6,37.9554,1.11171,0.26282,0.07779,0.64964,1.11353,0.93669,0.97918,0.98597,0.71876,0.94155,0.94756,0.9804,0.94812,0.9592,0.28531,0.04833,0.61501,1.02124,0.00101,0.00101,0.00101
7,41.2421,1.06965,0.29389,0.06451,0.70806,1.09058,0.92925,0.96574,0.9866,0.71581,0.9536,0.95588,0.98332,0.95306,0.9597,0.27418,0.04225,0.60651,1.04118,0.000704073,0.000704073,0.000704073
8,44.5447,1.09689,0.28033,0.08099,0.69359,1.14512,0.9523,0.97059,0.98858,0.72464,0.96234,0.93945,0.98583,0.95392,0.96158,0.27874,0.04307,0.58798,1.05135,0.000428093,0.000428093,0.000428093
9,47.8518,1.07055,0.29081,0.07617,0.65009,1.07511,0.94108,0.97794,0.98819,0.73368,0.93392,0.97059,0.98515,0.95725,0.93719,0.27668,0.03948,0.56822,1.04464,0.000209073,0.000209073,0.000209073
10,51.1434,1.0423,0.24162,0.06789,0.67916,1.09957,0.95621,0.97794,0.98857,0.74201,0.94902,0.97059,0.98572,0.96006,0.9268,0.27078,0.039,0.56474,1.04222,6.8454e-05,6.8454e-05,6.8454e-05
