epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.4512,1.28174,0.20564,0.02203,0.84552,1.19811,0.83721,0.89162,0.91874,0.59506,0.84182,0.89572,0.92336,0.91184,1.22577,0.13627,0.0021,0.77618,1.14673,0.000661692,0.000661692,0.000661692
2,64.8476,1.37811,0.22041,0.01985,0.92739,1.25306,0.82166,0.90627,0.91994,0.56787,0.8222,0.91296,0.92331,0.91261,1.2678,0.14192,0.00413,0.84333,1.17768,0.00129618,0.00129618,0.00129618
3,88.1597,1.4456,0.2089,0.02067,0.91656,1.29463,0.79843,0.90217,0.90186,0.53897,0.80668,0.90203,0.91373,0.90201,1.35783,0.15909,0.00236,0.89022,1.25136,0.00180642,0.00180642,0.00180642
4,111.497,1.4414,0.20373,0.02395,0.92536,1.31285,0.81703,0.8894,0.91409,0.56035,0.82546,0.89489,0.92104,0.91328,1.3158,0.1466,0.00533,0.85098,1.23268,0.00159191,0.00159191,0.00159191
5,135.04,1.39275,0.20298,0.02509,0.88964,1.28032,0.83692,0.88687,0.92188,0.57385,0.83906,0.90098,0.92685,0.91527,1.27645,0.14803,0.00283,0.79485,1.18896,0.00131593,0.00131593,0.00131593
6,158.55,1.35117,0.18871,0.02229,0.8359,1.24698,0.84838,0.89279,0.93922,0.62172,0.85277,0.89575,0.93935,0.93382,1.18813,0.13058,0.00459,0.77246,1.1444,0.00101,0.00101,0.00101
7,182.168,1.26342,0.16493,0.0212,0.79858,1.21705,0.86625,0.92326,0.95325,0.63035,0.86173,0.93556,0.95474,0.94789,1.17029,0.12461,0.0023,0.71918,1.1404,0.000704073,0.000704073,0.000704073
8,205.915,1.21269,0.14585,0.01819,0.77303,1.16651,0.8945,0.9388,0.96592,0.67073,0.89534,0.94025,0.96628,0.96227,1.09209,0.1151,0.00186,0.6777,1.09809,0.000428093,0.000428093,0.000428093
9,229.59,1.15726,0.13502,0.01857,0.72666,1.15118,0.89214,0.94974,0.96796,0.68856,0.8946,0.95021,0.96895,0.96436,1.0428,0.11298,0.00211,0.66035,1.0806,0.000209073,0.000209073,0.000209073
10,253.863,1.14048,0.13511,0.01659,0.72267,1.13283,0.89145,0.95255,0.96884,0.69461,0.89622,0.95548,0.97008,0.96552,1.02337,0.1117,0.00199,0.65409,1.06957,6.8454e-05,6.8454e-05,6.8454e-05
