image_path,split
datasets\train_on_2025_all\val\images\frame_00030_jpg.rf.04dbb7f2d6dd06e5dfe784b9fbce6494.jpg,val
datasets\train_on_2025_all\val\images\frame_00032_jpg.rf.cfaac73fc079a7f3abc5cc2e5a37b822.jpg,val
datasets\train_on_2025_all\val\images\frame_00042_jpg.rf.3f1ee8cc02886515309ec0ee5c7d23ba.jpg,val
datasets\train_on_2025_all\val\images\frame_00042_jpg.rf.c4fb7eecbc8dd41362e479f4359768dc.jpg,val
datasets\train_on_2025_all\val\images\GX010664_MP4-0042_jpg.rf.4cb03b364f179fdfc87ba63278171cb2.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0205_jpg.rf.40464f1b80e8ac7fe29ddc7b58f10f97.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0241_jpg.rf.f2c87f57841e8aff568f80765e507264.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0035_jpg.rf.3aa452c0839ec541b26da4f2099e24b1.jpg,val
datasets\train_on_2025_all\images\frame_00015_jpg.rf.6a773fa8d4718b2424325a1ef0685270.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.d353a65083bbfb93979897560afb7ede.jpg,train
datasets\train_on_2025_all\images\frame_00026_jpg.rf.4adf7af8a84e304d482eeaabc95168cd.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.1acc3f3c7430aae5b6fec95d1f1cd174.jpg,train
datasets\train_on_2025_all\images\frame_00058_jpg.rf.a90a6c2c0eea84ad6c0df395ed10721e.jpg,train
datasets\train_on_2025_all\images\frame_00086_jpg.rf.38d25f6e9238641c8f3f68a1dcd0feba.jpg,train
datasets\train_on_2025_all\images\frame_00099_jpg.rf.caabebfaa562d5d7d4a2dcbbdbe9970a.jpg,train
datasets\train_on_2025_all\images\frame_00123_jpg.rf.e25f9193f9fd6feadbd7411c17cf17ec.jpg,train
datasets\train_on_2025_all\images\frame_00140_jpg.rf.f1a8a00ca8f8cb883b55b871c7ea8d93.jpg,train
datasets\train_on_2025_all\images\frame_00141_jpg.rf.3250e4682d6532d8ff8dcce474aed0f7.jpg,train
datasets\train_on_2025_all\images\frame_00218_jpg.rf.66313a6512d3b3b9ac9a28852f9ec30c.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0038_jpg.rf.947f69b61906f0f63df04c2183a91934.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0055_jpg.rf.222df2148263a7e2e2ef3f1c6f2530bf.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0059_jpg.rf.6d32fc68087320f1e760d352861b6fa1.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0240_jpg.rf.3fd8fe09c65254399775a2f4e1855fb8.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0249_jpg.rf.150cdca07582ddab2b456f7abc51288a.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0251_jpg.rf.30730c87042f23ff371dcdc2b2867497.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0141_jpg.rf.e2d702241689b23b159bb11ae984f14b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0163_jpg.rf.b1e929af3d9b8eba18923a12a9bb9404.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0256_jpg.rf.608542657640e4f78830a83178db9ee9.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0309_jpg.rf.3777c15f4194cc29572b1f9e5bd833dc.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0012_jpg.rf.a219f495bc6f590cba43985b124d3d30.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0021_jpg.rf.65bc495b504ae78fe0ba5e07eaeb98e1.jpg,train
datasets\train_on_2025_all\images\GX010668_MP4-0022_jpg.rf.f0c4104b9cde5591ac2e1fec571ff046.jpg,train
