epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.54874,3.11062,0.64462,0.10274,2.51462,3.46594,0.43228,0.43182,0.36919,0.09571,0.62799,0.67141,0.61229,0.60536,2.76965,0.53463,0.04863,2.21769,2.86219,0.00032,0.00032,0.00032
2,4.9481,2.56955,0.76902,0.10234,1.87953,2.24312,0.54148,0.75,0.55422,0.2017,0.60228,0.78409,0.62372,0.58537,2.32034,0.53496,0.033,2.25644,1.84524,0.00063822,0.00063822,0.00063822
3,7.70178,2.15754,0.78938,0.10362,1.65268,1.75784,0.5034,0.66237,0.54414,0.20263,0.59328,0.73295,0.6332,0.5682,2.19093,0.54727,0.03412,1.7759,1.76347,0.000934,0.000934,0.000934
4,9.95687,2.01636,0.62086,0.10026,1.48628,1.6938,0.51064,0.66998,0.53111,0.20652,0.54351,0.72727,0.57419,0.48407,2.03013,0.63938,0.04233,1.45971,1.6259,0.00120734,0.00120734,0.00120734
5,12.1802,1.9438,0.55301,0.05912,1.41808,1.56786,0.63572,0.61932,0.68404,0.26697,0.66557,0.65585,0.72794,0.64473,1.99669,0.51567,0.04738,1.46429,1.53519,0.00145824,0.00145824,0.00145824
6,14.4949,1.92826,0.66999,0.06036,1.54011,1.48154,0.67272,0.53409,0.66294,0.28445,0.63834,0.58167,0.69239,0.53909,1.9395,0.61941,0.03485,1.43014,1.46869,0.00167,0.00167,0.00167
7,16.7452,1.99797,0.57768,0.08,1.48378,1.47215,0.75397,0.59659,0.73274,0.35118,0.77678,0.60795,0.76059,0.63922,1.8299,0.55093,0.03416,1.37994,1.34082,0.001604,0.001604,0.001604
8,19.0395,1.90099,0.65363,0.09609,1.41041,1.46237,0.798,0.5625,0.73776,0.32047,0.70494,0.71023,0.78714,0.678,1.98983,0.48669,0.03194,1.50729,1.42337,0.001538,0.001538,0.001538
9,21.3943,1.943,0.50015,0.06936,1.41453,1.43181,0.71958,0.71591,0.80651,0.37886,0.73012,0.71023,0.81408,0.7095,1.82926,0.5269,0.0306,1.34897,1.31101,0.001472,0.001472,0.001472
10,23.7134,1.82745,0.45184,0.06776,1.29107,1.43316,0.67644,0.71023,0.80585,0.39619,0.83634,0.63636,0.8176,0.74065,1.74354,0.46693,0.0258,1.29765,1.27112,0.001406,0.001406,0.001406
