epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.5228,1.3429,0.49783,0.10541,1.14779,1.32864,0.74242,0.84375,0.85862,0.54631,0.7595,0.85938,0.88571,0.84731,1.38503,0.5742,0.04874,1.16842,1.36077,0.00016,0.00016,0.00016
2,3.21286,1.31833,0.55529,0.12422,1.08737,1.32231,0.81312,0.84375,0.86495,0.55592,0.82818,0.85938,0.90157,0.86132,1.3959,0.57162,0.04567,1.12026,1.36531,0.000331585,0.000331585,0.000331585
3,4.73756,1.40158,0.57904,0.1367,1.2464,1.31628,0.82774,0.82812,0.89164,0.52598,0.84418,0.84375,0.91342,0.86039,1.41407,0.60106,0.05204,1.09399,1.35241,0.00049426,0.00049426,0.00049426
4,6.19684,1.3601,0.49817,0.06276,1.01834,1.30329,0.83893,0.82812,0.89902,0.53,0.85476,0.84375,0.91569,0.85049,1.3824,0.57572,0.04499,1.04244,1.32385,0.000648025,0.000648025,0.000648025
5,7.61842,1.37033,0.43143,0.14471,0.98058,1.36322,0.83648,0.84375,0.9047,0.53649,0.85258,0.85938,0.91933,0.87379,1.3467,0.53934,0.03822,0.98453,1.28576,0.00079288,0.00079288,0.00079288
6,9.06984,1.28612,0.50724,0.11373,1.00229,1.24784,0.82035,0.82812,0.90372,0.57811,0.86621,0.82812,0.93109,0.84848,1.28118,0.5987,0.03619,1.01697,1.27609,0.000928825,0.000928825,0.000928825
7,10.5525,1.30383,0.65776,0.09557,1.11554,1.33207,0.79516,0.84923,0.8815,0.52918,0.821,0.86002,0.90733,0.79298,1.33556,0.61767,0.03456,1.02643,1.29778,0.00105586,0.00105586,0.00105586
8,11.9792,1.28041,0.4304,0.06783,0.94667,1.28158,0.6925,0.84375,0.86424,0.49468,0.71956,0.875,0.89257,0.80116,1.35998,0.60043,0.03179,1.05222,1.31111,0.00117399,0.00117399,0.00117399
9,13.4118,1.40543,0.57787,0.0653,0.8959,1.28622,0.79625,0.875,0.91458,0.58128,0.82533,0.886,0.93307,0.86803,1.31771,0.58737,0.02833,0.98363,1.2929,0.0012832,0.0012832,0.0012832
10,14.9296,1.45262,0.4631,0.10761,0.9379,1.3324,0.88925,0.875,0.94845,0.63838,0.90513,0.89062,0.95753,0.92225,1.2616,0.60373,0.02555,0.88078,1.28557,0.00138351,0.00138351,0.00138351
11,16.4398,1.32634,0.39056,0.08048,0.88521,1.25904,0.87693,0.89062,0.92193,0.61289,0.89543,0.93655,0.95742,0.92855,1.27554,0.60251,0.02054,0.8771,1.31585,0.0014749,0.0014749,0.0014749
12,17.8853,1.3263,0.44798,0.05264,0.86751,1.23519,0.87973,0.91442,0.93308,0.62391,0.89666,0.95312,0.96126,0.89244,1.24698,0.62518,0.01654,0.87289,1.30808,0.0014555,0.0014555,0.0014555
13,19.301,1.46768,0.5018,0.0611,0.90511,1.36905,0.85765,0.90625,0.9417,0.63689,0.85538,0.92419,0.95995,0.86442,1.19586,0.69244,0.01736,0.87235,1.25655,0.001406,0.001406,0.001406
14,20.7388,1.47959,0.47019,0.06346,0.9455,1.44771,0.85765,0.90625,0.9417,0.63689,0.85538,0.92419,0.95995,0.86442,1.19586,0.69244,0.01736,0.87235,1.25655,0.0013565,0.0013565,0.0013565
15,22.1813,1.25129,0.38458,0.05909,0.93337,1.23856,0.87384,0.89062,0.94946,0.66261,0.89169,0.90625,0.96319,0.88053,1.16625,0.69502,0.01886,0.8513,1.21972,0.001307,0.001307,0.001307
16,23.7365,1.22559,0.39189,0.06068,0.86544,1.25388,0.77538,0.9375,0.89127,0.61607,0.79133,0.95312,0.90555,0.8466,1.14608,0.6962,0.02304,0.81905,1.19777,0.0012575,0.0012575,0.0012575
17,25.1527,1.18086,0.39855,0.09252,0.89849,1.22834,0.85019,0.88681,0.93386,0.64612,0.86517,0.90244,0.94396,0.88556,1.14914,0.6819,0.01677,0.80107,1.19873,0.001208,0.001208,0.001208
18,26.5914,1.18678,0.36112,0.03965,0.8171,1.20662,0.88602,0.89062,0.96529,0.67479,0.90156,0.90625,0.96947,0.9178,1.10457,0.67989,0.01562,0.75363,1.18306,0.0011585,0.0011585,0.0011585
19,28.095,1.20749,0.4258,0.06911,0.94339,1.22968,0.89117,0.89566,0.96975,0.70002,0.90671,0.91128,0.97236,0.9205,1.07462,0.67231,0.01689,0.74106,1.16839,0.001109,0.001109,0.001109
20,29.5814,1.1915,0.29552,0.05783,0.78424,1.26001,0.89117,0.89566,0.96975,0.70002,0.90671,0.91128,0.97236,0.9205,1.07462,0.67231,0.01689,0.74106,1.16839,0.0010595,0.0010595,0.0010595
21,31.07,1.0901,0.45912,0.06356,0.84361,1.15719,0.88549,0.96667,0.97575,0.71372,0.88549,0.96667,0.97664,0.90324,1.05094,0.69073,0.0193,0.71822,1.15564,0.00101,0.00101,0.00101
22,32.4781,1.15767,0.37149,0.06526,0.71467,1.1971,0.92567,0.97296,0.98272,0.71433,0.92567,0.97296,0.98272,0.88685,1.0564,0.7075,0.01983,0.70791,1.15881,0.0009605,0.0009605,0.0009605
23,33.8742,1.13308,0.40195,0.06787,0.68559,1.19112,0.91265,0.97954,0.98029,0.71846,0.91265,0.97954,0.98029,0.8842,1.05177,0.65368,0.02054,0.69221,1.15436,0.000911,0.000911,0.000911
24,35.2841,1.08607,0.36753,0.07236,0.67578,1.1779,0.94282,0.95312,0.98169,0.72481,0.94282,0.95312,0.98169,0.92144,1.03505,0.60309,0.02018,0.69353,1.15012,0.0008615,0.0008615,0.0008615
25,36.7718,1.1738,0.31352,0.06793,0.75499,1.16495,0.94282,0.95312,0.98169,0.72481,0.94282,0.95312,0.98169,0.92144,1.03505,0.60309,0.02018,0.69353,1.15012,0.000812,0.000812,0.000812
26,38.2544,1.17178,0.34091,0.08513,0.73475,1.1831,0.95354,0.96214,0.98707,0.7343,0.95354,0.96214,0.98707,0.94869,1.02591,0.56207,0.0197,0.68185,1.14563,0.0007625,0.0007625,0.0007625
27,39.7687,1.16864,0.33433,0.04717,0.75335,1.25967,0.9682,0.95149,0.98892,0.74091,0.9682,0.95149,0.98892,0.95642,1.01292,0.53021,0.02035,0.66017,1.13989,0.000713,0.000713,0.000713
28,41.3863,1.07078,0.32692,0.03632,0.62907,1.15673,0.9679,0.94223,0.98911,0.72808,0.9679,0.94223,0.98911,0.95941,1.00186,0.49251,0.02048,0.64029,1.135,0.0006635,0.0006635,0.0006635
29,42.7954,1.09088,0.33769,0.09843,0.7475,1.16987,0.98347,0.92978,0.98926,0.72954,0.98347,0.92978,0.98926,0.95855,0.99445,0.43981,0.0217,0.62758,1.12741,0.000614,0.000614,0.000614
30,44.2209,1.10724,0.37435,0.04078,0.75574,1.16387,0.98371,0.94379,0.98943,0.7366,0.98371,0.94379,0.98943,0.95293,0.98766,0.41586,0.02079,0.61998,1.12003,0.0005645,0.0005645,0.0005645
31,64.2251,1.06057,0.36077,0.06237,0.69439,1.15043,0.98371,0.94379,0.98943,0.7366,0.98371,0.94379,0.98943,0.95293,0.98766,0.41586,0.02079,0.61998,1.12003,0.000515,0.000515,0.000515
32,65.653,1.07591,0.33718,0.02171,0.67297,1.14738,0.98377,0.94734,0.98937,0.74311,0.98377,0.94734,0.98937,0.94835,0.97211,0.38105,0.02024,0.62817,1.10494,0.0004655,0.0004655,0.0004655
33,67.0458,1.00681,0.32395,0.06477,0.65657,1.07831,0.9688,0.96875,0.99,0.74519,0.9688,0.96875,0.99127,0.95267,0.95726,0.4117,0.0207,0.63825,1.09426,0.000416,0.000416,0.000416
34,68.5535,1.04393,0.33403,0.0545,0.71788,1.15096,0.98249,0.98438,0.99081,0.7554,0.98249,0.98438,0.99159,0.97213,0.94371,0.40132,0.02193,0.63698,1.08497,0.0003665,0.0003665,0.0003665
35,70.0413,0.98501,0.2684,0.0503,0.65143,1.10593,0.97927,0.98438,0.99003,0.75618,0.97927,0.98438,0.99159,0.9766,0.93233,0.40073,0.02138,0.62706,1.07821,0.000317,0.000317,0.000317
36,71.5159,1.02129,0.32027,0.06472,0.64814,1.1581,0.97927,0.98438,0.99003,0.75618,0.97927,0.98438,0.99159,0.9766,0.93233,0.40073,0.02138,0.62706,1.07821,0.0002675,0.0002675,0.0002675
37,73.7303,1.03045,0.23524,0.05666,0.65315,1.14343,0.9784,0.98438,0.99003,0.76612,0.9784,0.98438,0.99159,0.97937,0.93198,0.37449,0.02146,0.62934,1.07425,0.000218,0.000218,0.000218
38,75.2102,0.97876,0.28123,0.04469,0.65422,1.09231,0.97788,0.98438,0.99081,0.77206,0.97788,0.98438,0.99175,0.97931,0.93533,0.37488,0.02001,0.6235,1.0747,0.0001685,0.0001685,0.0001685
39,76.6904,0.97742,0.25051,0.05802,0.69009,1.08823,0.96682,0.98438,0.99048,0.76758,0.96682,0.98438,0.99143,0.98027,0.93768,0.37185,0.01905,0.61833,1.0736,0.000119,0.000119,0.000119
40,78.1145,0.95688,0.22921,0.03812,0.63415,1.11728,0.96421,0.98438,0.99069,0.76799,0.96421,0.98438,0.99117,0.97975,0.93488,0.3688,0.01895,0.61382,1.07205,6.95e-05,6.95e-05,6.95e-05
