iteration,selected_index,min_distance,max_distance,mean_distance
1,835,0.0,0.890423650797186,0.47412564316901396
2,1840,0.0,0.6525655538095789,0.4559299185760151
3,2396,0.0,0.6455992385556031,0.4544258511120804
4,1572,0.0,0.6325723709320413,0.442478921102387
5,1376,0.0,0.6186523731887188,0.4353690831756914
6,3092,0.0,0.5777542035291027,0.4238654494582219
7,17,0.0,0.5452811790436126,0.41484771403035303
8,1699,0.0,0.5394029953988618,0.40831006286309085
9,1524,0.0,0.532579789046083,0.4012318212099031
10,539,0.0,0.5254418284826324,0.39930075910394425
11,1908,0.0,0.5235189802288936,0.39632093889450687
12,1962,0.0,0.517511104852097,0.39143529310298786
13,303,0.0,0.5113435930596434,0.39007654503402345
14,877,0.0,0.5011259357743024,0.3857483096727295
15,2996,0.0,0.49693396258414596,0.38282316218129386
16,1041,0.0,0.49638987025795445,0.37781231591487785
17,1926,0.0,0.492399060653026,0.3739237092178347
18,775,0.0,0.4888593722741131,0.37223487695464313
19,2486,0.0,0.4866143078815505,0.3706918764325165
20,1150,0.0,0.48351214623597255,0.36901201225187025
21,166,0.0,0.48116652167200186,0.36826149080548876
22,495,0.0,0.4776037066300632,0.36573454777508546
23,1,0.0,0.47695243039060026,0.3626883609049288
24,2375,0.0,0.47296905507686066,0.3610146858250267
25,2228,0.0,0.4723073133263697,0.35593979555226457
26,34,0.0,0.4609201627160391,0.3536265665061124
27,2279,0.0,0.4604070248101089,0.3505615079094963
28,666,0.0,0.4514876173143834,0.347728403577107
29,1586,0.0,0.4471125523775624,0.34602605046586665
30,402,0.0,0.443277426106636,0.3455510256020166
31,2744,0.0,0.44050429758189347,0.3444158446536042
32,1792,0.0,0.43938273760144314,0.3424171739059516
33,3028,0.0,0.4393405198210812,0.3410052504777329
34,2345,0.0,0.43921733245830313,0.34030186795202844
35,203,0.0,0.4385134427012245,0.33948880553418337
36,607,0.0,0.4382985071932617,0.3384982488584587
37,76,0.0,0.43590912910478224,0.33435750398413255
38,929,0.0,0.4354667635976311,0.33361887096026693
39,1717,0.0,0.4311102288180896,0.3329171515826503
40,1377,0.0,0.4310654179698373,0.32989057291410895
41,152,0.0,0.4300041080702355,0.3281766527743153
42,1074,0.0,0.4287832613133079,0.32751740684372355
43,891,0.0,0.4256050484135519,0.3255711180143884
44,353,0.0,0.4237571296162662,0.32300296736997186
45,385,0.0,0.4236598321242634,0.3220286558389836
46,2752,0.0,0.41790124731010286,0.32142468024900095
47,264,0.0,0.4176912954370277,0.3194806826971779
48,1364,0.0,0.4157009778222697,0.3174042052852422
49,399,0.0,0.41256182936116287,0.3166984529316226
50,1613,0.0,0.4112314359386106,0.31502862961934536
51,50,0.0,0.41105647296257836,0.31429992786961286
52,2501,0.0,0.40929072987074416,0.3127809656729018
53,2716,0.0,0.4091253554565602,0.31151837855026493
54,1653,0.0,0.4082790646857189,0.3099268107390938
55,739,0.0,0.40614429742519575,0.30941491425038387
56,933,0.0,0.40576488979540587,0.30878398251185124
57,2795,0.0,0.4049353627660929,0.30729421637887017
58,1402,0.0,0.4030948379348839,0.30635134607123543
59,352,0.0,0.40028487588218153,0.3057037608210013
60,1314,0.0,0.4000020822825254,0.30506933953680676
61,1068,0.0,0.3999810592792468,0.30453388876103754
62,517,0.0,0.3984028643717168,0.3040682557504299
63,2399,0.0,0.3980132694068514,0.3034270001997158
64,1463,0.0,0.39790783933303503,0.3027571025567582
65,217,0.0,0.3977988942776229,0.301807205408484
66,1247,0.0,0.39682450172790057,0.3012413196784016
67,747,0.0,0.39583901148156747,0.3006353311875358
68,456,0.0,0.39561805489416524,0.3002222359621803
69,1027,0.0,0.394809301197794,0.2991509731247814
70,1917,0.0,0.3905591750198373,0.2986420582635154
71,1715,0.0,0.3896903319210918,0.298094784444515
72,474,0.0,0.3896473301149195,0.29756405005660985
73,2783,0.0,0.3890239782729619,0.296641549195014
74,950,0.0,0.38851650315674563,0.29571313231137303
75,623,0.0,0.38711438858495706,0.29473077037615125
76,1975,0.0,0.38684153103805513,0.2938168082145315
77,822,0.0,0.38673249735293064,0.29336606844823265
78,2848,0.0,0.386687061673836,0.2928413116879913
79,1502,0.0,0.38610745826662396,0.2919376616557371
80,2066,0.0,0.3838574542362399,0.2905836243245848
81,2987,0.0,0.3826127027085758,0.2894583435247885
82,1969,0.0,0.38230106085588916,0.2887260258913133
83,2861,0.0,0.38032827602080543,0.287880230597061
84,2378,0.0,0.3798891598127951,0.287220503168271
85,306,0.0,0.37977942124965425,0.2867901547415147
86,2841,0.0,0.379618325994194,0.2860574675325694
87,1999,0.0,0.37933340380451974,0.28435861261871975
88,2315,0.0,0.3791264786250826,0.282949643473664
89,864,0.0,0.3789658835822396,0.28240786761578174
90,1868,0.0,0.3772929316327793,0.28191271684905755
91,2038,0.0,0.3770575379192333,0.28126573355825035
92,416,0.0,0.37680043902433213,0.28092300864933395
93,2873,0.0,0.3755307004929573,0.280085528607061
94,132,0.0,0.37526645806423264,0.27969429374115556
95,69,0.0,0.3750936119986199,0.27927612102397537
96,1327,0.0,0.37380134389676395,0.27852665700031537
97,2461,0.0,0.37327353287724935,0.27802417737950447
98,2150,0.0,0.37236350171507304,0.2772454887171814
99,125,0.0,0.3717302533929393,0.2767236310521343
100,632,0.0,0.3714664105277318,0.2762601517176215
101,3079,0.0,0.3709855820862422,0.27545729659792156
102,1541,0.0,0.37035546593509977,0.2746444297769593
103,1409,0.0,0.37006851306018357,0.27419241460488547
104,536,0.0,0.36962825609422134,0.2727375622587122
105,676,0.0,0.36958416948308226,0.2719569764783104
106,1168,0.0,0.3685126245153843,0.27122239679724514
107,644,0.0,0.3683323106441565,0.2708625610394441
108,794,0.0,0.36749592850749846,0.2704591753713292
109,145,0.0,0.36681494788950847,0.27010644009481566
110,311,0.0,0.36552432268854723,0.269701091535742
111,409,0.0,0.36463284106679045,0.26928135060596753
112,1334,0.0,0.3644584055781104,0.2689423219346467
113,1092,0.0,0.3643480164762047,0.2684792760882647
114,88,0.0,0.36398694341253995,0.2679004842662107
115,1307,0.0,0.3638582397811241,0.267536784901408
116,1635,0.0,0.36299561942252423,0.2670732525028415
117,2391,0.0,0.36183350993429564,0.26674031307392626
118,1986,0.0,0.36113133432800326,0.2663958651646447
119,2114,0.0,0.3607973532572132,0.2653763187436229
120,2678,0.0,0.36050302988635363,0.26491508654852747
121,230,0.0,0.36022742055965984,0.26458637784106365
122,256,0.0,0.36010405327179396,0.26421278062233355
123,774,0.0,0.35983121845395527,0.2638351631491385
124,371,0.0,0.3593020841810997,0.2632705641463409
125,1104,0.0,0.35901801833590635,0.2628585350261476
126,592,0.0,0.35851549610084077,0.2623362774128046
127,2968,0.0,0.35840255835424034,0.26170659038341426
128,1419,0.0,0.3583623453003375,0.26140448609685296
129,686,0.0,0.3576890516817354,0.2609783815877984
130,2609,0.0,0.3570976617271933,0.26055232179770527
131,3040,0.0,0.35658107952074863,0.260199876344632
132,507,0.0,0.35608642420696485,0.25967152443362274
133,1957,0.0,0.3556389879562879,0.25929455594749823
134,660,0.0,0.3555145044030278,0.2589033184207634
135,1241,0.0,0.3553673837672119,0.2586185448594279
136,2943,0.0,0.3546838555577526,0.2582783268765603
137,561,0.0,0.35419948968275816,0.2579153718950293
138,2699,0.0,0.3540757514352909,0.2575474762573857
139,1075,0.0,0.35379306831232027,0.25723259464534654
140,2868,0.0,0.3534565645173587,0.25644695158076797
141,2846,0.0,0.3529444972376119,0.2560608332752377
142,2765,0.0,0.352765974839128,0.2557230534938278
143,1009,0.0,0.35245837923931955,0.25528551171389025
144,218,0.0,0.35195512162874626,0.25452221644854167
145,116,0.0,0.3518037282667569,0.25393975159210563
146,619,0.0,0.35161316350906685,0.253542508153152
147,3116,0.0,0.3514420625164783,0.25323251124677093
148,2734,0.0,0.3506817699721086,0.25283236822953864
149,963,0.0,0.3502621113040466,0.2524751441236744
150,668,0.0,0.3501782391017084,0.2520293491830158
