iteration,selected_index,min_distance,max_distance,mean_distance
1,2607,0.0,0.9431617640816371,0.49933581889343215
2,3021,0.0,0.7090795694630062,0.47737609908061085
3,2127,0.0,0.6573433666184249,0.446706794897868
4,1582,0.0,0.6050023343010916,0.42915441305266744
5,2395,0.0,0.5906556966066059,0.42850802911777675
6,1241,0.0,0.578906357263179,0.4148273425554265
7,1986,0.0,0.5597256331184107,0.40976258552616535
8,2279,0.0,0.5566761627771497,0.40079830156365476
9,299,0.0,0.5313796681966275,0.39907337403907306
10,539,0.0,0.525031389561165,0.3976726689602767
11,1902,0.0,0.5216554437692703,0.39256338363006504
12,166,0.0,0.5156398433185675,0.390341814858693
13,856,0.0,0.5154941471694019,0.3872257123601626
14,1533,0.0,0.5149156655370283,0.3857332851479494
15,1376,0.0,0.5054259981738854,0.38428223014843743
16,61,0.0,0.48638185135194123,0.38029646942465245
17,2046,0.0,0.48394910137666775,0.3763382562670533
18,1150,0.0,0.4816900927041766,0.37491491555078466
19,919,0.0,0.4812495387291509,0.37382575850597644
20,2769,0.0,0.4789927771109217,0.3719341258245898
21,1801,0.0,0.47864960574361326,0.3689883535086482
22,485,0.0,0.4739193663646374,0.36547407726446757
23,307,0.0,0.46961906852430857,0.3644764608093228
24,252,0.0,0.4638463386082733,0.35455327671384945
25,415,0.0,0.4606137348410421,0.3516932364714215
26,2780,0.0,0.4586753992655648,0.350137209754733
27,2375,0.0,0.45814876050518155,0.34906686545434384
28,1926,0.0,0.45511310904784563,0.34697116093527697
29,2974,0.0,0.4517288503708497,0.34433163901295116
30,1,0.0,0.44944405135867677,0.3420137331487288
31,1228,0.0,0.4477366391498785,0.33986072047945315
32,737,0.0,0.44381240687594736,0.33774122167683995
33,1773,0.0,0.4434292772687285,0.3358530024487667
34,1074,0.0,0.4407460458113638,0.33502296482607846
35,2830,0.0,0.43561163937774017,0.33388674604083557
36,1463,0.0,0.43547016185100285,0.33252615545932557
37,2620,0.0,0.43403788234607543,0.3309116452180203
38,1717,0.0,0.433495265347498,0.3302638981542436
39,39,0.0,0.43156154546474523,0.3295538667574551
40,503,0.0,0.42509426099193953,0.3286513120694184
41,1588,0.0,0.42187119490164166,0.32773467444637405
42,2666,0.0,0.42169304376833294,0.3266721215984432
43,1962,0.0,0.41960049413590883,0.32589485862380374
44,230,0.0,0.41935923910285416,0.3252427737859596
45,402,0.0,0.4176094995134798,0.3248383562564558
46,685,0.0,0.41669984820343664,0.3234388224768898
47,711,0.0,0.41575547308373384,0.31987796213077596
48,1879,0.0,0.41289641839639657,0.31875355739227773
49,456,0.0,0.4121899092618862,0.3182505306145384
50,897,0.0,0.41074197164008736,0.31703484879734034
51,203,0.0,0.40772755175483716,0.3165010068631088
52,1761,0.0,0.40733109462037526,0.31562851179992774
53,2150,0.0,0.40399499972234426,0.31439729765270236
54,336,0.0,0.4037729019949214,0.3135405592801237
55,23,0.0,0.4016367847482488,0.31228571768628133
56,80,0.0,0.4012677064216437,0.3103468942350382
57,2264,0.0,0.40066771201344087,0.3088974997989536
58,148,0.0,0.40003448183994256,0.30812382811485445
59,799,0.0,0.3994212691436633,0.30740946727177887
60,2734,0.0,0.3979746632677518,0.3066300948825974
61,2979,0.0,0.3975642275289444,0.3060888973504315
62,950,0.0,0.3974488160378091,0.3049854131657927
63,1092,0.0,0.3964188032995078,0.3044485300341119
64,117,0.0,0.3961453848870228,0.30351870186486596
65,727,0.0,0.3958629180125892,0.3031441765860032
