image_path,selection_order,distance_at_selection
datasets/train_on_2025_all\val\images\frame_00016_jpg.rf.4cf3b0e6d65189f3f5725a30c45877fd.jpg,1,0.9431617640816371
datasets/train_on_2025_all\val\images\GX010665_MP4-0216_jpg.rf.c85471c96f32f29a4552998a0bfef644.jpg,2,0.7090795694630062
datasets/train_on_2025_all\images\GX010666_MP4-0169_jpg.rf.9d6d0ef80e13c150669e0e47ae7f610f.jpg,3,0.6573433666184249
datasets/train_on_2025_all\images\GX010664_MP4-0037_jpg.rf.7a6e3fca2b5a05cbd134cb4f05c54ee5.jpg,4,0.6050023343010916
datasets/train_on_2025_all\images\GX010666_MP4-0318_jpg.rf.9afde6c6ff8161c779b7aa014c630577.jpg,5,0.5906556966066059
datasets/train_on_2025_all\images\frame_00129_jpg.rf.bf4a18c686bb69c1caa498bc9e4cb8e1.jpg,6,0.578906357263179
datasets/train_on_2025_all\images\GX010666_MP4-0062_jpg.rf.390ecd914d57a1dc6adf9647627dd189.jpg,7,0.5597256331184107
datasets/train_on_2025_all\images\GX010666_MP4-0240_jpg.rf.4381ab9b93fd492910f3cc1271da97c1.jpg,8,0.5566761627771497
datasets/train_on_2025_all\images\frame_00028_jpg.rf.a9c8982d759de51215ab42a52bfd77ac.jpg,9,0.5313796681966275
datasets/train_on_2025_all\images\frame_00052_jpg.rf.de6d9bc3a82476c22bbce64a3930a770.jpg,10,0.525031389561165
datasets/train_on_2025_all\images\GX010665_MP4-0252_jpg.rf.80607bc4f56e8f5e43e3f9be4981da71.jpg,11,0.5216554437692703
datasets/train_on_2025_all\images\frame_00017_jpg.rf.af5669c1e03e8911783bbead0f991dd5.jpg,12,0.5156398433185675
datasets/train_on_2025_all\images\frame_00086_jpg.rf.38d25f6e9238641c8f3f68a1dcd0feba.jpg,13,0.5154941471694019
datasets/train_on_2025_all\images\frame_00212_jpg.rf.1d1b2f52634e7452db6072bc283bc5cb.jpg,14,0.5149156655370283
