epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.98,1.20099,0.49772,0.04814,0.84187,1.13706,0.95036,0.95723,0.97852,0.79035,0.95036,0.95723,0.97852,0.97442,0.81823,0.14977,0.01042,0.59988,0.93502,0.00016,0.00016,0.00016
2,22.161,1.23012,0.45461,0.01947,0.83298,1.10205,0.89866,0.9625,0.97396,0.62042,0.89866,0.9625,0.97396,0.92057,1.08018,0.22481,0.00865,0.68372,0.98778,0.000331763,0.000331763,0.000331763
3,24.0757,1.30622,0.36299,0.0263,0.84771,1.14922,0.93347,0.975,0.97853,0.73327,0.93347,0.975,0.97853,0.96479,0.89438,0.15028,0.00927,0.61458,0.94102,0.000470841,0.000470841,0.000470841
4,25.9629,1.23737,0.21017,0.01113,0.82114,1.10994,0.9396,0.9723,0.98276,0.74226,0.9396,0.9723,0.98276,0.97533,0.91172,0.14077,0.01,0.594,0.94956,0.000557168,0.000557168,0.000557168
5,27.8889,1.21664,0.24556,0.02918,0.82267,1.14718,0.92188,0.975,0.97651,0.70798,0.92188,0.975,0.9794,0.96603,0.99398,0.13177,0.01124,0.6424,0.97622,0.000579008,0.000579008,0.000579008
6,29.8173,1.17023,0.28176,0.03099,0.7686,1.14342,0.94031,0.9875,0.98415,0.71691,0.94031,0.9875,0.98415,0.9767,0.95023,0.12784,0.01083,0.64671,0.96956,0.0005353,0.0005353,0.0005353
7,31.7196,1.00244,0.18096,0.02978,0.68987,1.0615,0.92932,0.98616,0.97989,0.72873,0.92932,0.98616,0.97989,0.97291,0.91782,0.12737,0.0109,0.62761,0.96014,0.000436525,0.000436525,0.000436525
8,33.6644,1.11657,0.27284,0.01909,0.72748,1.0746,0.92921,0.98447,0.9799,0.7408,0.92921,0.98447,0.9799,0.97559,0.89291,0.12616,0.0107,0.61975,0.95467,0.000303946,0.000303946,0.000303946
9,35.5762,1.05354,0.23624,0.05336,0.73692,1.10099,0.92878,0.97815,0.98074,0.74841,0.92878,0.97815,0.98074,0.97637,0.88054,0.12195,0.01053,0.60167,0.95286,0.000167259,0.000167259,0.000167259
10,37.4827,1.002,0.17676,0.03183,0.73786,1.05063,0.92892,0.98011,0.98012,0.74745,0.92892,0.98011,0.98012,0.97585,0.87667,0.12069,0.01057,0.59572,0.9504,6.09241e-05,6.09241e-05,6.09241e-05
