image_path,basename,carapace_px,total_px,bbox_area_px,orientation_deg,label_found
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00002_jpg.rf.81e4d2d34334c3e62d52a2aaf1841b65.jpg,frame_00002_jpg.rf.81e4d2d34334c3e62d52a2aaf1841b65.jpg,922.6345599815488,473.5872143727157,7645.0,249.40022899433535,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00002_jpg.rf.c133fc4781eee7587233f43432fbbbf5.jpg,frame_00002_jpg.rf.c133fc4781eee7587233f43432fbbbf5.jpg,922.6345599815488,473.5872143727157,7645.0,249.40022899433535,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.3ae6ccc87659809e194e2556d90c364b.jpg,frame_00003_jpg.rf.3ae6ccc87659809e194e2556d90c364b.jpg,1086.5093855316861,527.419244776217,16790.0,242.08963544721618,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.42c03ad0db5e42c1cc474e5ffee4acda.jpg,frame_00003_jpg.rf.42c03ad0db5e42c1cc474e5ffee4acda.jpg,957.6260837588226,486.23602902471526,6922.5,232.80710572576925,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.513729ede4792fad7700d7425b5cddea.jpg,frame_00003_jpg.rf.513729ede4792fad7700d7425b5cddea.jpg,885.474172464084,768.7037222343733,4422.0,298.7500728159713,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.b6c0410e93749729dfb7ee0391ac5426.jpg,frame_00003_jpg.rf.b6c0410e93749729dfb7ee0391ac5426.jpg,957.6260837588226,486.23602902471526,6922.5,232.80710572576925,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.b9b8d4f7af3993256d7a9ece090bd229.jpg,frame_00003_jpg.rf.b9b8d4f7af3993256d7a9ece090bd229.jpg,885.474172464084,768.7037222343733,4422.0,298.7500728159713,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.ba8e369f79cd8c8b862073f03aa2c390.jpg,frame_00003_jpg.rf.ba8e369f79cd8c8b862073f03aa2c390.jpg,957.6260837588226,486.23602902471526,6922.5,232.80710572576925,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,frame_00003_jpg.rf.d8d3e2d8d3c9a4cf40b2ab2e95ba1e6a.jpg,885.474172464084,768.7037222343733,4422.0,298.7500728159713,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00003_jpg.rf.f9cdf9b0e4ad95f5b26745a774f96412.jpg,frame_00003_jpg.rf.f9cdf9b0e4ad95f5b26745a774f96412.jpg,1086.5093855316861,527.419244776217,16790.0,242.08963544721618,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,frame_00004_jpg.rf.218144c56928d193f449c445b97971ab.jpg,891.9390791420293,631.1927009934817,8569.500000000002,288.9668438663913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.54b21877958724da379aee0e0e4684fa.jpg,frame_00004_jpg.rf.54b21877958724da379aee0e0e4684fa.jpg,891.9390791420293,631.1927009934817,8569.500000000002,288.9668438663913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.6b84e6ce0ce299b222b6b2b97dcb0e31.jpg,frame_00004_jpg.rf.6b84e6ce0ce299b222b6b2b97dcb0e31.jpg,1088.674627457761,527.1865866265939,18360.0,244.95298464025564,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.7f29194939f516713e2afbc2fbf16389.jpg,frame_00004_jpg.rf.7f29194939f516713e2afbc2fbf16389.jpg,1088.674627457761,527.1865866265939,18360.0,244.95298464025564,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.8c2c7414d6d9af84d057793df2085d0d.jpg,frame_00004_jpg.rf.8c2c7414d6d9af84d057793df2085d0d.jpg,1191.5564657862824,606.5692351056949,4476.750000000001,260.33408741986244,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.9c968ac8bae486c821c5bc257dfedd7e.jpg,frame_00004_jpg.rf.9c968ac8bae486c821c5bc257dfedd7e.jpg,891.9390791420293,631.1927009934817,8569.500000000002,288.9668438663913,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.c3dce6e668dc23dd39a54307390c31e3.jpg,frame_00004_jpg.rf.c3dce6e668dc23dd39a54307390c31e3.jpg,1191.5564657862824,606.5692351056949,4476.750000000001,260.33408741986244,True
C:\Users\carmonta\Desktop\data-centric-cross-season-transfer\datasets\train_on_2025_all\images\frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,frame_00004_jpg.rf.d1eb9dec04905336e1852cb870754a62.jpg,1088.674627457761,527.1865866265939,18360.0,244.95298464025564,True
