epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.1595,2.39824,0.57897,0.08977,1.78912,2.08982,0.56185,0.74798,0.6184,0.25485,0.5805,0.77281,0.65978,0.61272,1.96558,0.47285,0.03219,1.41213,1.50537,0.000661692,0.000661692,0.000661692
2,32.0872,1.97451,0.43521,0.04782,1.41077,1.62774,0.64648,0.69336,0.70103,0.29095,0.66717,0.71136,0.73773,0.71824,1.92903,0.30745,0.01013,1.35171,1.6001,0.00128452,0.00128452,0.00128452
3,47.4988,1.90972,0.39287,0.04016,1.35314,1.63735,0.64966,0.71757,0.72831,0.3277,0.67026,0.73929,0.75379,0.73463,1.86931,0.29688,0.01092,1.28665,1.60481,0.00186335,0.00186335,0.00186335
4,63.8363,1.89977,0.34274,0.03077,1.30024,1.63745,0.64071,0.7195,0.69818,0.28782,0.65562,0.74364,0.73421,0.69608,1.86152,0.28094,0.00567,1.26611,1.59641,0.001802,0.001802,0.001802
5,79.639,1.88081,0.33725,0.0318,1.26182,1.62483,0.67763,0.74488,0.74639,0.33033,0.68003,0.75543,0.76054,0.7318,1.79224,0.28392,0.00891,1.22847,1.50542,0.001736,0.001736,0.001736
6,95.0524,1.84649,0.36365,0.03063,1.26123,1.6069,0.69509,0.77122,0.78346,0.36084,0.70198,0.79081,0.80155,0.78045,1.76718,0.25704,0.0076,1.18528,1.5361,0.00167,0.00167,0.00167
7,110.438,1.81724,0.36524,0.03095,1.24369,1.59648,0.69616,0.79516,0.79432,0.37085,0.70569,0.80137,0.80841,0.78602,1.70838,0.26485,0.0071,1.24167,1.47671,0.001604,0.001604,0.001604
8,125.837,1.75667,0.31708,0.02781,1.20736,1.558,0.71723,0.81688,0.81651,0.39094,0.71298,0.8442,0.8273,0.80344,1.7089,0.24592,0.00569,1.14632,1.48131,0.001538,0.001538,0.001538
9,141.336,1.77163,0.35946,0.02907,1.20465,1.56108,0.66221,0.78647,0.7984,0.37832,0.685,0.79764,0.81892,0.79293,1.73601,0.24189,0.00648,1.15227,1.48787,0.001472,0.001472,0.001472
10,156.643,1.74202,0.3265,0.02874,1.19396,1.54487,0.7507,0.7784,0.82675,0.40592,0.75918,0.78399,0.83915,0.81989,1.69103,0.23093,0.00575,1.1573,1.52043,0.001406,0.001406,0.001406
11,172.04,1.73046,0.3354,0.02522,1.16501,1.53992,0.71908,0.83364,0.82641,0.40069,0.72061,0.84978,0.83723,0.81818,1.69898,0.23644,0.00604,1.10877,1.49485,0.00134,0.00134,0.00134
12,187.332,1.70579,0.30024,0.02587,1.15721,1.52388,0.72973,0.82868,0.83402,0.41773,0.73411,0.83364,0.84346,0.82823,1.63917,0.21744,0.00485,1.10319,1.45221,0.001274,0.001274,0.001274
13,202.69,1.71729,0.30856,0.03489,1.15189,1.51835,0.73147,0.82347,0.83798,0.42206,0.74208,0.81975,0.84923,0.8246,1.6422,0.2281,0.00507,1.08217,1.444,0.001208,0.001208,0.001208
14,218.072,1.67219,0.30275,0.03052,1.13703,1.48721,0.7414,0.83737,0.85186,0.43754,0.74239,0.84668,0.8636,0.84334,1.62628,0.21524,0.00547,1.05764,1.43604,0.001142,0.001142,0.001142
15,233.449,1.66799,0.3096,0.02578,1.11416,1.47433,0.71213,0.81387,0.83282,0.43641,0.72778,0.8144,0.84085,0.81208,1.60434,0.22447,0.00537,1.09109,1.407,0.001076,0.001076,0.001076
16,248.782,1.67084,0.30961,0.02711,1.11439,1.48971,0.76654,0.82136,0.85909,0.43828,0.76706,0.83193,0.86603,0.84035,1.62154,0.21618,0.00474,1.03699,1.41777,0.00101,0.00101,0.00101
17,264.107,1.65352,0.29887,0.02212,1.10282,1.45407,0.73913,0.84233,0.85649,0.45356,0.74678,0.85599,0.86547,0.84548,1.59966,0.21826,0.00425,1.05053,1.4102,0.000944,0.000944,0.000944
18,279.655,1.62823,0.3063,0.0256,1.07901,1.46196,0.71918,0.86478,0.85763,0.4703,0.72434,0.87099,0.86303,0.84602,1.55137,0.21644,0.00499,1.0268,1.37781,0.000878,0.000878,0.000878
19,295.01,1.6143,0.30752,0.02745,1.06011,1.45761,0.73569,0.85661,0.86588,0.47598,0.7386,0.86592,0.87167,0.85454,1.55082,0.2044,0.00446,1.01406,1.37859,0.000812,0.000812,0.000812
20,310.35,1.59613,0.28454,0.03607,1.05974,1.42925,0.73596,0.85818,0.86857,0.48572,0.74022,0.86314,0.87538,0.86135,1.51674,0.19803,0.00499,0.99402,1.35475,0.000746,0.000746,0.000746
21,344.182,1.56682,0.28856,0.02579,1.04053,1.41975,0.74891,0.86089,0.87648,0.50253,0.7482,0.86688,0.88155,0.8657,1.4931,0.19776,0.0047,0.97618,1.34931,0.00068,0.00068,0.00068
22,359.554,1.56356,0.29241,0.02779,1.04539,1.41972,0.76489,0.85824,0.88381,0.50191,0.77007,0.85652,0.88796,0.86988,1.49686,0.20047,0.00509,0.96063,1.35867,0.000614,0.000614,0.000614
23,374.861,1.56095,0.32308,0.02891,1.02995,1.42704,0.77916,0.86034,0.89332,0.51392,0.77796,0.86559,0.89372,0.87796,1.47321,0.19571,0.00486,0.95475,1.34589,0.000548,0.000548,0.000548
24,390.171,1.55781,0.275,0.02093,1.00942,1.4152,0.77111,0.88458,0.88974,0.52069,0.77516,0.87098,0.89083,0.87622,1.45792,0.19393,0.00396,0.95586,1.3332,0.000482,0.000482,0.000482
25,405.502,1.52147,0.26899,0.02107,0.99286,1.38433,0.79259,0.86342,0.89505,0.5233,0.79259,0.86342,0.89532,0.88301,1.45363,0.19381,0.00416,0.94304,1.32229,0.000416,0.000416,0.000416
26,420.937,1.52679,0.28315,0.03346,1.01873,1.37883,0.7916,0.86063,0.8962,0.54042,0.7956,0.86498,0.89793,0.88339,1.43082,0.19189,0.00373,0.9276,1.3211,0.00035,0.00035,0.00035
27,436.249,1.50031,0.27918,0.02221,0.99916,1.37047,0.78539,0.86716,0.8963,0.53568,0.78717,0.87275,0.89839,0.88551,1.42407,0.18813,0.00404,0.92261,1.31381,0.000284,0.000284,0.000284
28,451.537,1.47304,0.25771,0.0242,0.9823,1.36255,0.77029,0.87647,0.89068,0.53974,0.77642,0.8802,0.89374,0.8823,1.41442,0.18312,0.00364,0.91912,1.30588,0.000218,0.000218,0.000218
29,466.833,1.4836,0.26577,0.02862,0.9842,1.36582,0.77941,0.88607,0.89719,0.54761,0.77996,0.8867,0.89885,0.88668,1.40541,0.18174,0.00363,0.91505,1.30728,0.000152,0.000152,0.000152
30,482.188,1.48382,0.26716,0.02475,0.97668,1.36465,0.77775,0.88889,0.89802,0.55254,0.78139,0.88747,0.90003,0.8878,1.39335,0.18156,0.00374,0.9121,1.30091,8.6e-05,8.6e-05,8.6e-05
