epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.86224,3.01882,0.98009,0.09979,3.36956,3.08187,0.47761,0.325,0.31267,0.06792,0.62877,0.4875,0.48796,0.48326,2.94512,0.71716,0.07116,3.15396,3.08526,0.00016,0.00016,0.00016
2,3.30821,2.99329,0.90837,0.11516,2.58326,3.05612,0.46981,0.38768,0.38286,0.09463,0.65138,0.5375,0.5547,0.53493,2.84052,0.78077,0.04698,2.23419,2.73382,0.00032878,0.00032878,0.00032878
3,4.73289,2.75245,0.81775,0.11468,2.01374,2.36301,0.54038,0.6625,0.57893,0.19631,0.64234,0.7875,0.70092,0.60818,2.64989,0.8002,0.0298,2.86723,2.23963,0.00048568,0.00048568,0.00048568
4,6.14488,2.51702,0.84178,0.122,1.81805,2.0561,0.54279,0.69749,0.60025,0.24313,0.61089,0.78499,0.68092,0.61121,2.42552,0.81763,0.03033,2.86352,1.97403,0.0006307,0.0006307,0.0006307
5,7.5206,2.24266,0.65428,0.07451,1.55323,2.06912,0.5726,0.6625,0.57115,0.17675,0.64444,0.75,0.64316,0.5681,2.58198,0.71693,0.02198,2.20507,2.18628,0.00076384,0.00076384,0.00076384
6,8.85873,2.31554,0.81909,0.07212,1.52393,1.92237,0.65874,0.675,0.65085,0.16525,0.71973,0.7375,0.7518,0.57606,2.46241,0.77974,0.02109,1.8959,2.0823,0.0008851,0.0008851,0.0008851
7,10.3093,2.12921,0.88684,0.10254,1.65444,1.64396,0.63553,0.71931,0.74578,0.26802,0.65389,0.7375,0.77286,0.65709,2.25094,0.67669,0.02843,1.7326,1.88207,0.00099448,0.00099448,0.00099448
8,11.6852,2.01323,0.7719,0.13717,1.61786,1.5873,0.66274,0.7375,0.75572,0.34345,0.67229,0.74369,0.78143,0.65622,2.0239,0.65722,0.04711,1.46172,1.67732,0.00109198,0.00109198,0.00109198
9,13.071,2.06778,0.69672,0.08703,1.37336,1.63197,0.64388,0.775,0.71696,0.30079,0.65426,0.7875,0.73489,0.65864,2.03146,0.57937,0.05259,1.36838,1.64641,0.0011776,0.0011776,0.0011776
10,14.3776,1.79759,0.62433,0.07043,1.39842,1.43104,0.6439,0.775,0.76706,0.32853,0.6497,0.7875,0.79025,0.69438,2.01397,0.58177,0.04181,1.3027,1.58707,0.00125134,0.00125134,0.00125134
11,15.7518,1.90042,0.70064,0.08213,1.47312,1.50377,0.56259,0.8625,0.7517,0.33792,0.59066,0.84776,0.77852,0.66357,1.92505,0.54905,0.03243,1.3499,1.50404,0.0013132,0.0013132,0.0013132
12,17.0589,1.87921,0.69902,0.04117,1.38533,1.45285,0.51374,0.8875,0.72493,0.36069,0.53639,0.8875,0.75145,0.62943,1.78839,0.5305,0.03419,1.32411,1.41784,0.001274,0.001274,0.001274
13,18.4202,1.78767,0.67916,0.04162,1.34684,1.41985,0.41876,0.9125,0.67212,0.35297,0.8052,0.4875,0.69622,0.56332,1.72851,0.5824,0.03194,1.3744,1.3809,0.001208,0.001208,0.001208
14,19.7038,1.82927,0.5049,0.0719,1.29706,1.43121,0.41876,0.9125,0.67212,0.35297,0.8052,0.4875,0.69622,0.56332,1.72851,0.5824,0.03194,1.3744,1.3809,0.001142,0.001142,0.001142
15,20.9974,1.80127,0.56384,0.04995,1.35194,1.36282,0.44099,0.9,0.67625,0.31687,0.44767,0.9125,0.69395,0.5773,1.76425,0.55496,0.0366,1.375,1.40668,0.001076,0.001076,0.001076
16,22.291,1.70457,0.60942,0.06544,1.22432,1.35582,0.49057,0.9125,0.69411,0.33858,0.49845,0.925,0.70919,0.6177,1.78443,0.49971,0.03615,1.28933,1.3786,0.00101,0.00101,0.00101
17,23.6122,1.7623,0.48097,0.04523,1.2661,1.37879,0.53777,0.9375,0.74841,0.39065,0.53777,0.9375,0.74895,0.67175,1.60202,0.45261,0.03297,1.22616,1.28674,0.000944,0.000944,0.000944
18,24.9997,1.86945,0.6358,0.04552,1.29437,1.45012,0.54576,0.91614,0.76876,0.43312,0.56683,0.925,0.78183,0.71541,1.55496,0.40233,0.03175,1.18163,1.26901,0.000878,0.000878,0.000878
19,26.3773,1.62025,0.52055,0.08572,1.29304,1.36802,0.56283,0.9125,0.76994,0.40226,0.5723,0.9125,0.79103,0.72035,1.616,0.38592,0.03019,1.14897,1.30382,0.000812,0.000812,0.000812
20,27.7741,1.66741,0.48556,0.06485,1.21803,1.3813,0.56283,0.9125,0.76994,0.40226,0.5723,0.9125,0.79103,0.72035,1.616,0.38592,0.03019,1.14897,1.30382,0.000746,0.000746,0.000746
21,47.5679,1.61373,0.43104,0.05042,1.20482,1.34489,0.60114,0.9125,0.78883,0.39544,0.61033,0.925,0.81152,0.74822,1.60899,0.39372,0.02949,1.14477,1.31128,0.00068,0.00068,0.00068
