image_path,split
datasets\train_on_2025_all\val\images\frame_00008_jpg.rf.4c3ab5c00a674adb53d6140f4297a92c.jpg,val
datasets\train_on_2025_all\val\images\frame_00010_jpg.rf.9c2aa8c33a641e16d49602091aac8559.jpg,val
datasets\train_on_2025_all\val\images\frame_00065_jpg.rf.4363ca2e06cd1a079fc17ae7c222abd2.jpg,val
datasets\train_on_2025_all\val\images\frame_00080_jpg.rf.ae2eb6c5966a75db7fa4cbf0800a130e.jpg,val
datasets\train_on_2025_all\val\images\frame_00087_jpg.rf.2273da68fbc6530498bbf110cf5cf414.jpg,val
datasets\train_on_2025_all\val\images\frame_00089_jpg.rf.8b995120cac38df1876a44df4065cfce.jpg,val
datasets\train_on_2025_all\val\images\frame_00096_jpg.rf.2681eb68228fe2bef0c583b0cbb242e5.jpg,val
datasets\train_on_2025_all\val\images\frame_00106_jpg.rf.8d08bf2d6c71df94caeebdb712a2e378.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0088_jpg.rf.d0e1067ed340a5059ccf59a73d7366c1.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0296_jpg.rf.e7050c79f02d1db16b416ad3e37c32e8.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0034_jpg.rf.bf9e38ea072f8aaeaa54948f15e9394e.jpg,val
datasets\train_on_2025_all\val\images\GX010667_MP4-0042_jpg.rf.5f3f446986fd04aab6da301cd12141b5.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0027_jpg.rf.c07a97e29f9613f888b1ab3bd09592de.jpg,val
datasets\train_on_2025_all\images\frame_00006_jpg.rf.f3a0aba8fbfb1a5d5c6cd9b555cf4d99.jpg,train
datasets\train_on_2025_all\images\frame_00007_jpg.rf.2c644dbeadfda868a6c6d6ca5c29f6eb.jpg,train
datasets\train_on_2025_all\images\frame_00011_jpg.rf.975b52169461b6e0516f23e40a98147c.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.0630eb74c7796151d5eaa04852a8116d.jpg,train
datasets\train_on_2025_all\images\frame_00034_jpg.rf.7dc35098e9f95b73785c98fc95050457.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.8c48d16a50420f9c686fe49bbfb48d75.jpg,train
datasets\train_on_2025_all\images\frame_00047_jpg.rf.ed5c35ad4b0d1ec610b0ec9b3884da00.jpg,train
datasets\train_on_2025_all\images\frame_00053_jpg.rf.2d32fb5c9ff4534d8e2631efd8354b7f.jpg,train
datasets\train_on_2025_all\images\frame_00062_jpg.rf.91b5a526ed44f92c3ce983b3b60527c7.jpg,train
datasets\train_on_2025_all\images\frame_00065_jpg.rf.99083a68d4c43a665065efe457626ac6.jpg,train
datasets\train_on_2025_all\images\frame_00066_jpg.rf.4da7e289467ccb7b657348e6a1d82dad.jpg,train
datasets\train_on_2025_all\images\frame_00066_jpg.rf.decdb418c3d75c21af81ce42b7118e38.jpg,train
datasets\train_on_2025_all\images\frame_00074_jpg.rf.b6f97053362a7fbcaaafae39845330b8.jpg,train
datasets\train_on_2025_all\images\frame_00079_jpg.rf.e638378c2be889e46da35047eedd3201.jpg,train
datasets\train_on_2025_all\images\frame_00081_jpg.rf.1c444e2c1adb09a3da6657ae99710a30.jpg,train
datasets\train_on_2025_all\images\frame_00084_jpg.rf.95cc8d7188711f21b4e304fd4f89d67d.jpg,train
datasets\train_on_2025_all\images\frame_00091_jpg.rf.eb58b6570b5d5863afe9af6143227bfd.jpg,train
datasets\train_on_2025_all\images\frame_00093_jpg.rf.ef88df0205a9e04078fbea973180aabb.jpg,train
datasets\train_on_2025_all\images\frame_00102_jpg.rf.7f5acb416bf69cbe38f1e9b2dbf1d9ee.jpg,train
datasets\train_on_2025_all\images\frame_00108_jpg.rf.75a6d29f4ca6297ddb6dc68469f61cf7.jpg,train
datasets\train_on_2025_all\images\frame_00118_jpg.rf.5fc65c6e1e9453835dbf92360317dfe5.jpg,train
datasets\train_on_2025_all\images\frame_00120_jpg.rf.7149733cb63915f039bc7d97e8226486.jpg,train
datasets\train_on_2025_all\images\frame_00126_jpg.rf.bb555e393b4ae06edbcfaa9607ef0018.jpg,train
datasets\train_on_2025_all\images\frame_00137_jpg.rf.da1561ff61e1185b2740b66e4cf28ed8.jpg,train
datasets\train_on_2025_all\images\frame_00141_jpg.rf.f579336ed55e0244a5c390e83058ccbb.jpg,train
datasets\train_on_2025_all\images\frame_00148_jpg.rf.9dd51a3eaee9e9d2563ae68cabb489b6.jpg,train
datasets\train_on_2025_all\images\frame_00153_jpg.rf.0107d3cef0eb20e1c132a00ecb46b1b2.jpg,train
datasets\train_on_2025_all\images\frame_00158_jpg.rf.f23ff55ae70492be1bd94d5b86210670.jpg,train
datasets\train_on_2025_all\images\frame_00161_jpg.rf.1ea14aae7ae33b1bc55cab622caea615.jpg,train
datasets\train_on_2025_all\images\frame_00171_jpg.rf.7bdcaefd847a8e8f2795495b1d9508e0.jpg,train
datasets\train_on_2025_all\images\frame_00187_jpg.rf.60ee8c263992d6650b55ec5f837da513.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0053_jpg.rf.7d7fdcecdbfaa31b42165b88c9e31e24.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0054_jpg.rf.74ba8b3260dd52bf05aeedfeffa398f1.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0063_jpg.rf.0d8806e163b875ddc7f2e39958a4e07a.jpg,train
datasets\train_on_2025_all\images\GX010664_MP4-0101_jpg.rf.fbbddac3cf611ccd749e86361bdff021.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0140_jpg.rf.1c49b7421381dbf1464c265c901be303.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0204_jpg.rf.3cca15736b52fb746c93926dd06028a1.jpg,train
datasets\train_on_2025_all\images\GX010665_MP4-0255_jpg.rf.bcb6b956a37b320736bfefbd4f123eb3.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0106_jpg.rf.cdc1d0e1c3c3e31ae82e83def4bf4cd3.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0121_jpg.rf.a91deb030dee381b2dd09ffdc4246fe2.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0136_jpg.rf.fd16c6902489aa5bac31fd0aacc307ac.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0149_jpg.rf.185697bdb0fbaa26489aa8311bb004c5.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0178_jpg.rf.3205d1496838c8245eded20c93b19ceb.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0192_jpg.rf.cce5dfebfaebc3c33be6646968a7e593.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0194_jpg.rf.0f7d6d56318782aad07b413f4e75908d.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0220_jpg.rf.dc61712d01b2dd620ca05a94ebb21bba.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0247_jpg.rf.fb7e1a8267acd941e08937016c122556.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0300_jpg.rf.a62d07d669a06e36ef4cda2e26293e1b.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0301_jpg.rf.c5a72c0c597cb53e742d725765181165.jpg,train
datasets\train_on_2025_all\images\GX010666_MP4-0305_jpg.rf.ab108c990177ac5837aab9b46490ea21.jpg,train
datasets\train_on_2025_all\images\GX010667_MP4-0030_jpg.rf.ace180d128b42f8d2a3a82cae718b306.jpg,train
