epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,29.7645,1.14446,0.23358,0.02443,0.77922,1.08222,0.91543,0.93606,0.9739,0.66428,0.91452,0.93032,0.97352,0.96351,1.134,0.15866,0.00301,0.67339,1.04458,0.000656716,0.000656716,0.000656716
2,41.7734,1.22804,0.22652,0.02965,0.82587,1.14032,0.88305,0.92692,0.9409,0.61972,0.88305,0.92692,0.94417,0.9224,1.16399,0.19745,0.00641,0.78456,1.06222,0.00129132,0.00129132,0.00129132
3,53.5728,1.28071,0.19304,0.02869,0.84619,1.17903,0.8728,0.92133,0.95318,0.63999,0.8741,0.91688,0.95576,0.95082,1.12711,0.13467,0.00277,0.76837,1.07233,0.00180192,0.00180192,0.00180192
4,65.4048,1.28647,0.19755,0.03853,0.85773,1.1588,0.89561,0.9399,0.94825,0.60807,0.90178,0.93922,0.94744,0.94111,1.18258,0.15595,0.00337,0.77101,1.08849,0.00159191,0.00159191,0.00159191
5,77.2331,1.27817,0.18403,0.02602,0.84249,1.15791,0.9068,0.9456,0.96536,0.66604,0.90435,0.94304,0.96398,0.9574,1.06789,0.14817,0.00445,0.73451,1.04499,0.00131593,0.00131593,0.00131593
6,89.0516,1.1957,0.17424,0.02659,0.8047,1.12729,0.93719,0.93862,0.98162,0.70175,0.93563,0.93734,0.9807,0.9785,1.02765,0.12716,0.00273,0.66457,1.03257,0.00101,0.00101,0.00101
7,100.997,1.14818,0.14055,0.01863,0.76554,1.11479,0.94294,0.95094,0.98098,0.70925,0.94167,0.94966,0.97919,0.97685,0.99408,0.11233,0.00242,0.66065,1.02508,0.000704073,0.000704073,0.000704073
8,113.022,1.06769,0.1419,0.02592,0.69664,1.07438,0.96372,0.95013,0.98636,0.74436,0.96243,0.94885,0.98536,0.98341,0.91002,0.10668,0.00313,0.60362,0.98213,0.000428093,0.000428093,0.000428093
9,125.019,1.03769,0.1378,0.02671,0.66985,1.05069,0.95401,0.95506,0.98682,0.75951,0.95274,0.95379,0.98559,0.98269,0.87612,0.10332,0.00296,0.57895,0.97712,0.000209073,0.000209073,0.000209073
10,137.032,0.98039,0.1261,0.02007,0.65719,1.04165,0.96045,0.96265,0.98722,0.76136,0.95917,0.96137,0.98601,0.98389,0.87274,0.09986,0.00302,0.57506,0.97739,6.8454e-05,6.8454e-05,6.8454e-05
