image_path,split
datasets\train_on_2025_all\val\images\frame_00013_jpg.rf.e45c961a193811f5837d1601e4b6f9f5.jpg,val
datasets\train_on_2025_all\val\images\frame_00017_jpg.rf.4caa4bdc028ec295e4a6581f33b71ded.jpg,val
datasets\train_on_2025_all\val\images\frame_00020_jpg.rf.8c2736fb75e3fc7f5086c995d4b83183.jpg,val
datasets\train_on_2025_all\val\images\frame_00044_jpg.rf.964abac006075081c6be7e3b85842dc4.jpg,val
datasets\train_on_2025_all\val\images\frame_00046_jpg.rf.667a47ae0bf23d6c5bfa622b17c0b6a3.jpg,val
datasets\train_on_2025_all\val\images\frame_00055_jpg.rf.d3da204f4f9a704905083b8d80b877d0.jpg,val
datasets\train_on_2025_all\val\images\frame_00065_jpg.rf.0c1069145b2596435cce952973aae2ad.jpg,val
datasets\train_on_2025_all\val\images\frame_00088_jpg.rf.10bd431064e51baf4ca530d7be09cea3.jpg,val
datasets\train_on_2025_all\val\images\frame_00093_jpg.rf.737f743feaa01553acfc68547f868567.jpg,val
datasets\train_on_2025_all\val\images\frame_00093_jpg.rf.75bc22dd4ea742c939d76bc83f9da916.jpg,val
datasets\train_on_2025_all\val\images\frame_00095_jpg.rf.6e6bb9618d6b2930ee5177c353f2da9d.jpg,val
datasets\train_on_2025_all\val\images\frame_00097_jpg.rf.22dbee2b12635b1d0b84f622f54ec38e.jpg,val
datasets\train_on_2025_all\val\images\frame_00098_jpg.rf.e31efa123de2666eb5a3d12117a50bd8.jpg,val
datasets\train_on_2025_all\val\images\frame_00106_jpg.rf.06b3e0ce1241c6a68d34795ce103fd97.jpg,val
datasets\train_on_2025_all\val\images\frame_00118_jpg.rf.4a54600ab4b174e81240dbadfdde41fb.jpg,val
datasets\train_on_2025_all\val\images\frame_00121_jpg.rf.51862acc4c728dfd7d58a45a4b2a6815.jpg,val
datasets\train_on_2025_all\val\images\frame_00132_jpg.rf.d1397d38caa75a77d8db080b7d01d67b.jpg,val
datasets\train_on_2025_all\val\images\frame_00133_jpg.rf.d006fda658276b0b0e3b9fc97d149fd0.jpg,val
datasets\train_on_2025_all\val\images\frame_00141_jpg.rf.832bcbbc660f8b51e263f96e795f6ea0.jpg,val
datasets\train_on_2025_all\val\images\frame_00141_jpg.rf.e8b31ef1bed263008e9f267fdf0573eb.jpg,val
datasets\train_on_2025_all\val\images\frame_00186_jpg.rf.8590294fe807e98c263ae189d2f1695b.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0100_jpg.rf.2f48e9422b2776132e8bce5a9b039b72.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0129_jpg.rf.559c57886f5690dd45255de1c6b8867f.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0134_jpg.rf.533a6d7d5340ff0795d17941a8751cc7.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0139_jpg.rf.5956ec76ac92a8b178e918016374889a.jpg,val
datasets\train_on_2025_all\val\images\GX010665_MP4-0247_jpg.rf.b291053752c98daed2244321180faaae.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0042_jpg.rf.b93efda5dffa96206b9bfcd9e8b7fe24.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0201_jpg.rf.4acd5a5008a2417a774dc6600e208da8.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0205_jpg.rf.40464f1b80e8ac7fe29ddc7b58f10f97.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0244_jpg.rf.c443041ed0911d8e6d5997af10a601f6.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0289_jpg.rf.c17c74f00c207e02c51cb4da6f45de6a.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0298_jpg.rf.74220b730d27a8600ee515215f338a79.jpg,val
datasets\train_on_2025_all\val\images\GX010666_MP4-0334_jpg.rf.b7776ac19199ff9624143af0629407ce.jpg,val
datasets\train_on_2025_all\val\images\GX010668_MP4-0034_jpg.rf.f22267ef6b3c8c34a3efe9013da01e58.jpg,val
datasets\train_on_2025_all\images\frame_00003_jpg.rf.b6c0410e93749729dfb7ee0391ac5426.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.036a737ef8862a76891fa078924bebd0.jpg,train
datasets\train_on_2025_all\images\frame_00005_jpg.rf.1d695ea85c20d4cac0295ca54b231eff.jpg,train
datasets\train_on_2025_all\images\frame_00010_jpg.rf.b3c82e9a3cad6672f9603ad9463310f2.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.33495cc14bd83aa5c060bf2c86eafd9d.jpg,train
datasets\train_on_2025_all\images\frame_00013_jpg.rf.9424091660d3d8faeac807af68bea7d1.jpg,train
datasets\train_on_2025_all\images\frame_00015_jpg.rf.5b42fbdcf94c53ca1acdf76f3e035605.jpg,train
datasets\train_on_2025_all\images\frame_00019_jpg.rf.27047bb0ec9e4dca1125763faff6787e.jpg,train
datasets\train_on_2025_all\images\frame_00020_jpg.rf.9034c00facbf2733856f3e170459db10.jpg,train
datasets\train_on_2025_all\images\frame_00025_jpg.rf.125fbb836524e40971a7bb6c38bd365f.jpg,train
datasets\train_on_2025_all\images\frame_00027_jpg.rf.36e0d5c45e6edc101df3b5cb344b2b27.jpg,train
datasets\train_on_2025_all\images\frame_00027_jpg.rf.fa3e1c62e15b7d958cf3effbd38889ac.jpg,train
datasets\train_on_2025_all\images\frame_00028_jpg.rf.867a66856532e392d2982a736618bdbb.jpg,train
datasets\train_on_2025_all\images\frame_00030_jpg.rf.6a7ad79e4239b6fdc8d9cf33bbcf7f36.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.11d1341fbdc22db9c0ab2278ccabebc7.jpg,train
datasets\train_on_2025_all\images\frame_00031_jpg.rf.1acc3f3c7430aae5b6fec95d1f1cd174.jpg,train
datasets\train_on_2025_all\images\frame_00032_jpg.rf.3181ea2b9750661423687ee54ea51b15.jpg,train
datasets\train_on_2025_all\images\frame_00033_jpg.rf.4ee6d118b61507bfaad1b8e7df926a33.jpg,train
datasets\train_on_2025_all\images\frame_00038_jpg.rf.17949edba82e4343214f1f921b2e9dae.jpg,train
datasets\train_on_2025_all\images\frame_00040_jpg.rf.723fdaa3a3450e86a919c442f001457f.jpg,train
datasets\train_on_2025_all\images\frame_00046_jpg.rf.3467d840d9765872e992eb099475a871.jpg,train
datasets\train_on_2025_all\images\frame_00051_jpg.rf.0547a45e5ccd2b55e42429352271e1a0.jpg,train
datasets\train_on_2025_all\images\frame_00054_jpg.rf.deea6340e5df05cab442acbf6f170bb4.jpg,train
datasets\train_on_2025_all\images\frame_00063_jpg.rf.f3d9fc129aa922a9ba5016f6c3a8dc98.jpg,train
datasets\train_on_2025_all\images\frame_00064_jpg.rf.a20a0990d013ffea8951be4c61b55ded.jpg,train
datasets\train_on_2025_all\images\frame_00064_jpg.rf.b479cbdc7805e86b20ba19c85dc02c95.jpg,train
datasets\train_on_2025_all\images\frame_00068_jpg.rf.b13f1309326e3be0896e5eae8c19cd0e.jpg,train
datasets\train_on_2025_all\images\frame_00071_jpg.rf.6376ee5c1432adedcc40e6ce8a7a4a33.jpg,train
datasets\train_on_2025_all\images\frame_00071_jpg.rf.65028887d12968f6347403f0e1e6fa50.jpg,train
datasets\train_on_2025_all\images\frame_00071_jpg.rf.86aa7b60d99a01c09b275e5d85cf90dc.jpg,train
datasets\train_on_2025_all\images\frame_00074_jpg.rf.6341fcfd1257c9c041786a039a4e6300.jpg,train
datasets\train_on_2025_all\images\frame_00077_jpg.rf.13cc7cb6c80a9bcb4942477416461267.jpg,train
datasets\train_on_2025_all\images\frame_00079_jpg.rf.8ae3de75adbf2bdb21e38c77910f3c85.jpg,train
datasets\train_on_2025_all\images\frame_00079_jpg.rf.e84e782d586a2ad9110b15f241b4dadd.jpg,train
datasets\train_on_2025_all\images\frame_00080_jpg.rf.0960e23db69030b862466ee7b9e76999.jpg,train
datasets\train_on_2025_all\images\frame_00080_jpg.rf.b7f08447aeb94d9644fb17779145a8c5.jpg,train
datasets\train_on_2025_all\images\frame_00080_jpg.rf.d994bc3916346c0fc8ce476054ca6e78.jpg,train
datasets\train_on_2025_all\images\frame_00082_jpg.rf.30efe1e1fe9d89be07ee68e770477d94.jpg,train
datasets\train_on_2025_all\images\frame_00083_jpg.rf.6d8c387a1d99ff8435a7afcf7c0e790f.jpg,train
datasets\train_on_2025_all\images\frame_00084_jpg.rf.8ff070fd0f090f60ead95a56a496f036.jpg,train
datasets\train_on_2025_all\images\frame_00086_jpg.rf.76c0da3e6687eb529780d69362c35429.jpg,train
datasets\train_on_2025_all\images\frame_00087_jpg.rf.952aefbd5877e10931c6a1b95cb44103.jpg,train
datasets\train_on_2025_all\images\frame_00088_jpg.rf.887f60abf987023f3313d57adf26e9e0.jpg,train
datasets\train_on_2025_all\images\frame_00088_jpg.rf.91e8a70545c1721b815477917db02a4f.jpg,train
datasets\train_on_2025_all\images\frame_00090_jpg.rf.4078aa3eb969768839583318d6651a91.jpg,train
datasets\train_on_2025_all\images\frame_00090_jpg.rf.f4ac0c83dc8e91c0e68d97029549cd0d.jpg,train
