epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.68227,1.46684,0.53602,0.10827,0.96412,1.34322,0.8625,0.72884,0.88534,0.54214,0.87916,0.74293,0.88554,0.80934,1.3725,0.51164,0.07642,0.96127,1.31238,0.000647059,0.000647059,0.000647059
2,9.38957,1.44196,0.54234,0.1154,0.96002,1.34929,0.82916,0.83099,0.87647,0.50239,0.84076,0.84155,0.88516,0.82787,1.45835,0.49646,0.08649,0.96618,1.35772,0.00128121,0.00128121,0.00128121
3,13.8567,1.45839,0.53458,0.12204,0.99209,1.3357,0.78155,0.83145,0.87596,0.49985,0.78988,0.8339,0.87797,0.82262,1.44865,0.50268,0.0762,1.00198,1.36718,0.00188236,0.00188236,0.00188236
4,18.3038,1.45485,0.55035,0.10335,1.0445,1.37039,0.8214,0.84212,0.9057,0.53848,0.82779,0.83803,0.90085,0.83886,1.41767,0.51031,0.076,0.9671,1.34398,0.0018515,0.0018515,0.0018515
5,22.8563,1.41038,0.47056,0.10975,0.94836,1.33813,0.8106,0.85901,0.91083,0.54862,0.85549,0.82042,0.90693,0.84888,1.37919,0.48799,0.0742,0.91477,1.29345,0.001802,0.001802,0.001802
6,27.387,1.42185,0.62614,0.08543,0.95701,1.33546,0.82586,0.88028,0.91946,0.57234,0.82646,0.88028,0.92139,0.86181,1.30965,0.4277,0.06541,0.92845,1.28689,0.0017525,0.0017525,0.0017525
7,31.903,1.3869,0.50272,0.09577,0.92284,1.31459,0.84505,0.87676,0.9258,0.59778,0.84505,0.87676,0.92623,0.87207,1.28239,0.3927,0.06541,0.87329,1.27182,0.001703,0.001703,0.001703
8,36.432,1.39165,0.50914,0.10034,0.92798,1.30826,0.812,0.91248,0.91571,0.59226,0.81513,0.916,0.92073,0.87772,1.27613,0.40433,0.06717,0.85692,1.26461,0.0016535,0.0016535,0.0016535
9,40.8756,1.30439,0.4525,0.09623,0.87569,1.28006,0.85583,0.89883,0.92668,0.60157,0.85583,0.89883,0.92834,0.8836,1.22562,0.42517,0.06693,0.80808,1.23105,0.001604,0.001604,0.001604
10,45.4065,1.30458,0.43569,0.0804,0.85223,1.27029,0.89675,0.87324,0.95191,0.59856,0.90131,0.87676,0.95228,0.90754,1.22629,0.41416,0.06644,0.81024,1.22079,0.0015545,0.0015545,0.0015545
