epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,41.2785,1.26087,0.18757,0.02434,0.81433,1.19163,0.83865,0.92179,0.94127,0.60885,0.84257,0.92358,0.9429,0.93479,1.24452,0.13748,0.00187,0.76673,1.17331,0.000661692,0.000661692,0.000661692
2,64.5259,1.37699,0.1995,0.02005,0.89039,1.24777,0.81437,0.90627,0.92216,0.58004,0.81437,0.90627,0.92318,0.91594,1.28975,0.14591,0.00175,0.81117,1.18751,0.00129618,0.00129618,0.00129618
3,87.7223,1.40372,0.21373,0.0214,0.91581,1.29079,0.82171,0.88889,0.9064,0.54346,0.82728,0.89492,0.91277,0.89995,1.30845,0.16853,0.00251,0.88681,1.22486,0.00180642,0.00180642,0.00180642
4,111.227,1.43072,0.22733,0.022,0.91197,1.30161,0.82429,0.87772,0.91556,0.56958,0.83442,0.88524,0.92551,0.9175,1.29001,0.15819,0.0028,0.81931,1.21398,0.00159191,0.00159191,0.00159191
5,134.633,1.34663,0.19092,0.02553,0.86526,1.25067,0.88428,0.88889,0.94833,0.59297,0.86223,0.91291,0.9481,0.93723,1.25855,0.14518,0.00518,0.75769,1.16841,0.00131593,0.00131593,0.00131593
6,158.093,1.27727,0.16587,0.0191,0.81696,1.20631,0.90052,0.93273,0.95383,0.64443,0.89245,0.93669,0.95413,0.94766,1.15667,0.13113,0.0027,0.69589,1.13465,0.00101,0.00101,0.00101
7,181.602,1.20754,0.15314,0.02252,0.75478,1.17696,0.89075,0.94646,0.9672,0.68469,0.89071,0.94724,0.96743,0.96451,1.06628,0.11137,0.00292,0.64833,1.09131,0.000704073,0.000704073,0.000704073
8,205.212,1.14754,0.1306,0.01975,0.72298,1.14087,0.91628,0.96214,0.97644,0.71239,0.91569,0.96151,0.97605,0.97395,1.01728,0.10506,0.00208,0.60651,1.06505,0.000428093,0.000428093,0.000428093
9,228.872,1.08716,0.12733,0.01967,0.69307,1.11002,0.92754,0.96276,0.9796,0.7192,0.9276,0.96231,0.97925,0.97739,0.98943,0.1003,0.00189,0.58819,1.05564,0.000209073,0.000209073,0.000209073
10,252.478,1.08888,0.11909,0.01707,0.67912,1.1168,0.93422,0.95593,0.98054,0.7354,0.93422,0.95593,0.9803,0.97855,0.95596,0.0979,0.0019,0.57789,1.04257,6.8454e-05,6.8454e-05,6.8454e-05
