epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.00556,1.3424,0.28371,0.03375,0.9559,1.23057,0.83369,0.85258,0.92967,0.58808,0.83682,0.85166,0.92947,0.91712,1.33307,0.21508,0.00834,0.90776,1.1917,0.000656716,0.000656716,0.000656716
2,17.6237,1.41331,0.30778,0.03278,0.99882,1.24462,0.81943,0.87212,0.92466,0.58226,0.81666,0.88107,0.92713,0.90589,1.30711,0.22953,0.00757,0.92263,1.16409,0.00129063,0.00129063,0.00129063
3,26.1389,1.39548,0.29697,0.03689,0.99673,1.2398,0.85319,0.81748,0.92412,0.57583,0.86083,0.81472,0.92328,0.90419,1.34807,0.22944,0.00644,0.92819,1.16976,0.00189154,0.00189154,0.00189154
4,34.6383,1.4505,0.29022,0.03349,1.03525,1.2717,0.8142,0.89003,0.92145,0.56579,0.81729,0.89258,0.92143,0.90059,1.3355,0.23156,0.00836,0.93373,1.15922,0.0018515,0.0018515,0.0018515
5,43.4404,1.44873,0.29963,0.03052,1.00979,1.27268,0.83521,0.83609,0.92135,0.56716,0.84023,0.83887,0.92211,0.90516,1.35803,0.22009,0.00481,0.94723,1.18288,0.001802,0.001802,0.001802
6,51.9681,1.44871,0.31066,0.03916,1.0142,1.29744,0.85285,0.85972,0.92699,0.57231,0.85865,0.86229,0.93195,0.90938,1.32725,0.20957,0.0059,0.91907,1.17994,0.0017525,0.0017525,0.0017525
7,60.6069,1.40209,0.31546,0.03363,0.97107,1.25466,0.84096,0.86551,0.92245,0.57683,0.84345,0.86807,0.9267,0.89965,1.35248,0.2506,0.00975,0.91095,1.16802,0.001703,0.001703,0.001703
8,69.2988,1.37036,0.25728,0.03789,0.94322,1.23068,0.84984,0.87572,0.93915,0.6109,0.84347,0.88887,0.93805,0.92198,1.25158,0.21482,0.00803,0.83698,1.1218,0.0016535,0.0016535,0.0016535
9,77.8935,1.33096,0.28605,0.02568,0.91619,1.20303,0.84616,0.91176,0.93745,0.57715,0.84638,0.90793,0.92862,0.91627,1.32231,0.21176,0.0059,0.85014,1.16511,0.001604,0.001604,0.001604
10,86.4462,1.32989,0.24919,0.04614,0.90069,1.20007,0.88037,0.9034,0.95398,0.64025,0.87857,0.89746,0.94441,0.93372,1.21693,0.21382,0.0068,0.81496,1.11918,0.0015545,0.0015545,0.0015545
11,95.0572,1.28879,0.23584,0.02972,0.89704,1.18093,0.81328,0.90409,0.93626,0.62943,0.82926,0.88816,0.93767,0.92454,1.17819,0.19535,0.00748,0.83765,1.09484,0.001505,0.001505,0.001505
12,103.572,1.28063,0.23432,0.0345,0.85423,1.17473,0.88485,0.85488,0.94927,0.63516,0.8822,0.85232,0.9477,0.93578,1.17205,0.18329,0.00612,0.7934,1.10205,0.0014555,0.0014555,0.0014555
13,112.214,1.28793,0.22134,0.03078,0.8536,1.18616,0.89758,0.90665,0.96099,0.61228,0.89378,0.90281,0.95828,0.93931,1.24211,0.19367,0.00658,0.78174,1.11739,0.001406,0.001406,0.001406
14,120.775,1.27409,0.22921,0.02721,0.86428,1.16408,0.86387,0.90793,0.95959,0.64622,0.85703,0.90921,0.95824,0.9466,1.15221,0.17952,0.00595,0.78302,1.0969,0.0013565,0.0013565,0.0013565
15,129.336,1.21101,0.21652,0.02404,0.81856,1.15099,0.88367,0.89365,0.95814,0.65286,0.88142,0.89003,0.95609,0.94781,1.15695,0.17287,0.00602,0.76401,1.08901,0.001307,0.001307,0.001307
16,137.912,1.1804,0.19584,0.02672,0.81036,1.13644,0.87414,0.92839,0.96478,0.68101,0.87294,0.92711,0.9638,0.95725,1.10311,0.15704,0.00543,0.72561,1.07654,0.0012575,0.0012575,0.0012575
17,146.558,1.15449,0.19853,0.02886,0.80874,1.10128,0.85115,0.91402,0.96014,0.67945,0.84934,0.91432,0.95977,0.95438,1.09509,0.15975,0.00506,0.72335,1.05708,0.001208,0.001208,0.001208
18,155.071,1.13728,0.21431,0.03511,0.77292,1.10621,0.87973,0.94469,0.96992,0.70116,0.87617,0.941,0.96777,0.96192,1.05094,0.15942,0.00588,0.72728,1.04239,0.0011585,0.0011585,0.0011585
19,163.724,1.14527,0.21154,0.02672,0.77156,1.11792,0.88666,0.93734,0.96613,0.70672,0.89057,0.9262,0.96582,0.96067,1.03304,0.15105,0.00484,0.71015,1.03069,0.001109,0.001109,0.001109
20,172.368,1.11906,0.20442,0.04233,0.77689,1.10593,0.89592,0.93734,0.96998,0.7102,0.89347,0.93478,0.96972,0.96356,1.0233,0.14635,0.00454,0.69647,1.02929,0.0010595,0.0010595,0.0010595
21,181.121,1.14624,0.18239,0.0337,0.77064,1.11355,0.90389,0.9381,0.96991,0.70327,0.90266,0.93683,0.97039,0.96369,1.02784,0.14487,0.00455,0.69412,1.03847,0.00101,0.00101,0.00101
22,189.724,1.11343,0.21573,0.03439,0.76844,1.11393,0.90233,0.94515,0.97322,0.70772,0.90233,0.94515,0.97348,0.96517,1.00596,0.14556,0.00586,0.68408,1.03931,0.0009605,0.0009605,0.0009605
23,198.333,1.08195,0.19276,0.03483,0.75601,1.09635,0.90702,0.94804,0.97629,0.73189,0.90698,0.94764,0.97626,0.9693,0.98305,0.13835,0.00581,0.66724,1.01476,0.000911,0.000911,0.000911
24,207.022,1.07443,0.18373,0.02613,0.72453,1.07879,0.9181,0.94614,0.97802,0.73594,0.9181,0.94614,0.97823,0.97221,0.96367,0.13729,0.00538,0.64246,1.00882,0.0008615,0.0008615,0.0008615
25,215.646,1.04685,0.18484,0.02846,0.70419,1.06228,0.92581,0.9578,0.97917,0.74067,0.92581,0.9578,0.97914,0.97173,0.95774,0.14167,0.00634,0.63828,1.00332,0.000812,0.000812,0.000812
26,224.289,1.08167,0.16479,0.03002,0.72168,1.07333,0.91775,0.95601,0.97705,0.74806,0.91652,0.95473,0.97661,0.97151,0.94073,0.12768,0.00507,0.64164,1.00121,0.0007625,0.0007625,0.0007625
27,232.854,1.05384,0.17058,0.02562,0.7028,1.06498,0.92858,0.96292,0.98212,0.74743,0.92734,0.96164,0.98177,0.97573,0.91801,0.12565,0.00392,0.63447,0.98449,0.000713,0.000713,0.000713
28,241.532,1.02921,0.17445,0.04497,0.7054,1.06954,0.92463,0.95908,0.98037,0.75191,0.92463,0.95908,0.97959,0.97411,0.91664,0.13202,0.00448,0.61619,0.98278,0.0006635,0.0006635,0.0006635
29,250.095,1.01975,0.15018,0.02581,0.68045,1.05344,0.94845,0.96455,0.98313,0.75858,0.94845,0.96455,0.98294,0.97931,0.90003,0.12698,0.00436,0.60718,0.98023,0.000614,0.000614,0.000614
30,258.698,1.00685,0.15981,0.02862,0.67443,1.03937,0.9333,0.96629,0.98202,0.75931,0.9333,0.96629,0.98202,0.97891,0.88567,0.12273,0.004,0.61266,0.97153,0.0005645,0.0005645,0.0005645
31,285.715,0.99518,0.17278,0.02875,0.68426,1.04166,0.93368,0.94629,0.98038,0.75953,0.93242,0.94501,0.98028,0.97718,0.89296,0.11869,0.0038,0.61512,0.97373,0.000515,0.000515,0.000515
32,295.144,0.96042,0.15244,0.03054,0.66287,1.03336,0.92817,0.95834,0.98173,0.76177,0.92693,0.95707,0.9812,0.97835,0.88239,0.12058,0.00357,0.60057,0.96576,0.0004655,0.0004655,0.0004655
33,304.433,1.01385,0.16452,0.02966,0.67078,1.04428,0.93668,0.96478,0.98359,0.77111,0.93668,0.96478,0.98321,0.98036,0.86101,0.11995,0.00382,0.57883,0.96502,0.000416,0.000416,0.000416
34,313.043,0.95541,0.14205,0.02562,0.65147,1.02885,0.9408,0.95507,0.98346,0.77679,0.94022,0.95524,0.98322,0.98088,0.84389,0.11952,0.00369,0.57188,0.95579,0.0003665,0.0003665,0.0003665
35,321.687,0.93652,0.17207,0.03204,0.63368,1.02109,0.9456,0.96164,0.98307,0.78374,0.94435,0.96036,0.98264,0.97985,0.8409,0.1137,0.00337,0.57027,0.95471,0.000317,0.000317,0.000317
