epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2.61366,1.37203,0.72468,0.14073,1.03243,1.24943,0.84239,0.85294,0.91973,0.57445,0.84239,0.85294,0.91961,0.8679,1.27966,0.42979,0.09174,0.89152,1.14802,0.00032,0.00032,0.00032
2,5.26527,1.38449,0.62782,0.12347,1.1028,1.27456,0.86931,0.78259,0.88995,0.55447,0.88738,0.81113,0.90847,0.86472,1.3148,0.45175,0.08073,0.92466,1.1911,0.000643665,0.000643665,0.000643665
3,7.68501,1.44208,0.5716,0.11584,1.01265,1.32531,0.8313,0.80882,0.88709,0.52213,0.84277,0.82766,0.89972,0.83912,1.42181,0.47644,0.06814,1.0039,1.27141,0.0009505,0.0009505,0.0009505
4,10.092,1.32539,0.63909,0.11878,0.90853,1.22125,0.7424,0.86883,0.85679,0.49388,0.73014,0.89706,0.86829,0.77422,1.4617,0.52384,0.07984,1.06645,1.25489,0.00124051,0.00124051,0.00124051
5,12.4864,1.3965,0.5778,0.12861,0.93293,1.27324,0.79068,0.83824,0.87026,0.51028,0.77649,0.875,0.88765,0.78776,1.42776,0.51647,0.07211,1.01383,1.27677,0.00151368,0.00151368,0.00151368
6,14.8978,1.42948,0.59713,0.11605,1.04278,1.29294,0.76422,0.84559,0.86113,0.52605,0.77056,0.86029,0.87736,0.80259,1.42094,0.4975,0.06575,0.98456,1.29489,0.0017525,0.0017525,0.0017525
7,17.3055,1.37827,0.53645,0.10149,0.98245,1.27113,0.79619,0.88235,0.91104,0.56448,0.7718,0.88235,0.91576,0.87628,1.31721,0.45068,0.0654,0.89674,1.23567,0.001703,0.001703,0.001703
8,19.709,1.3342,0.57242,0.10212,1.02461,1.29214,0.82539,0.88235,0.92751,0.57705,0.82539,0.88235,0.92838,0.89765,1.29795,0.41967,0.06335,0.87697,1.22483,0.0016535,0.0016535,0.0016535
9,22.1928,1.35128,0.48872,0.09123,0.93038,1.23586,0.8732,0.86083,0.94549,0.59058,0.8732,0.86083,0.94265,0.91078,1.2938,0.39661,0.07089,0.86185,1.18593,0.001604,0.001604,0.001604
10,24.6593,1.33549,0.56803,0.09222,0.9087,1.24992,0.91315,0.875,0.95122,0.59043,0.91315,0.875,0.9478,0.9016,1.28017,0.42842,0.0729,0.86844,1.1793,0.0015545,0.0015545,0.0015545
11,27.0663,1.34059,0.47619,0.08011,0.9008,1.27964,0.9094,0.93382,0.96832,0.59681,0.9094,0.93382,0.96969,0.9062,1.27183,0.37523,0.06362,0.83025,1.17469,0.001505,0.001505,0.001505
12,29.5886,1.3376,0.40019,0.07649,0.86049,1.22867,0.82907,0.96297,0.97142,0.59697,0.82907,0.96297,0.97142,0.92315,1.2936,0.32033,0.06272,0.81521,1.18817,0.0014555,0.0014555,0.0014555
13,32.0721,1.25613,0.44,0.07366,0.79029,1.19436,0.88212,0.88037,0.9671,0.61862,0.88212,0.88037,0.9671,0.91498,1.25136,0.32479,0.06405,0.78261,1.16615,0.001406,0.001406,0.001406
14,34.5574,1.32458,0.48203,0.09228,0.84584,1.25323,0.86995,0.93459,0.96897,0.62646,0.86995,0.93459,0.96897,0.87541,1.26268,0.40061,0.05024,0.78555,1.18169,0.0013565,0.0013565,0.0013565
15,37.0906,1.26705,0.48848,0.08573,0.83594,1.20913,0.91694,0.85294,0.96313,0.62442,0.91694,0.85294,0.96313,0.87431,1.27157,0.36949,0.0482,0.77939,1.19499,0.001307,0.001307,0.001307
16,39.4985,1.28459,0.3787,0.06515,0.84849,1.23471,0.83826,0.97059,0.96745,0.65162,0.83826,0.97059,0.96745,0.92108,1.18398,0.31712,0.04582,0.732,1.14643,0.0012575,0.0012575,0.0012575
17,41.9771,1.20474,0.37134,0.07711,0.78106,1.16557,0.92595,0.91944,0.97454,0.67474,0.92595,0.91944,0.97454,0.93568,1.13193,0.30143,0.04424,0.74316,1.13463,0.001208,0.001208,0.001208
18,44.4547,1.20347,0.44066,0.07576,0.80998,1.175,0.93458,0.94534,0.98076,0.68355,0.93458,0.94534,0.98076,0.95863,1.08166,0.26266,0.04801,0.77526,1.09328,0.0011585,0.0011585,0.0011585
19,46.9177,1.22125,0.35243,0.07541,0.737,1.16583,0.93465,0.94641,0.9812,0.6859,0.93465,0.94641,0.9812,0.95755,1.07748,0.26743,0.05127,0.75465,1.08866,0.001109,0.001109,0.001109
20,49.3927,1.1435,0.33426,0.09008,0.74219,1.16585,0.95665,0.97356,0.98583,0.68066,0.95665,0.97356,0.98583,0.94847,1.13878,0.28171,0.05829,0.71615,1.11159,0.0010595,0.0010595,0.0010595
21,51.7976,1.23812,0.42827,0.10188,0.82614,1.20193,0.94777,0.97794,0.98611,0.67723,0.94777,0.97794,0.98611,0.95487,1.15473,0.27409,0.06335,0.69932,1.11846,0.00101,0.00101,0.00101
22,54.1831,1.18598,0.37161,0.06607,0.80969,1.17215,0.9576,0.94853,0.98361,0.68885,0.9576,0.94853,0.98361,0.96589,1.11379,0.26324,0.07579,0.69376,1.10438,0.0009605,0.0009605,0.0009605
23,56.6656,1.07982,0.40622,0.0743,0.7323,1.14288,0.95742,0.93382,0.98002,0.67886,0.95742,0.93382,0.98002,0.95694,1.10229,0.26148,0.06737,0.69021,1.09515,0.000911,0.000911,0.000911
24,59.0668,1.14342,0.3271,0.08102,0.77483,1.14916,0.96728,0.93382,0.97942,0.68555,0.96728,0.93382,0.97942,0.94103,1.08869,0.28866,0.0636,0.68362,1.09055,0.0008615,0.0008615,0.0008615
25,61.4586,1.0681,0.38226,0.08116,0.72549,1.10957,0.95943,0.95588,0.9811,0.69963,0.95943,0.95588,0.9811,0.91783,1.05339,0.33897,0.05564,0.65543,1.07049,0.000812,0.000812,0.000812
26,63.8475,1.07716,0.36327,0.06027,0.71117,1.09541,0.96411,0.95588,0.98223,0.70406,0.96411,0.95588,0.98223,0.92797,1.03714,0.33711,0.05374,0.64209,1.06302,0.0007625,0.0007625,0.0007625
27,66.2343,1.05392,0.2689,0.05298,0.69152,1.0986,0.96478,0.96324,0.98204,0.71157,0.95741,0.95588,0.9766,0.95834,1.00679,0.29038,0.05172,0.64039,1.04273,0.000713,0.000713,0.000713
28,68.8397,1.04341,0.3225,0.10842,0.66593,1.08713,0.95965,0.96324,0.98308,0.71022,0.96343,0.94853,0.97782,0.96244,0.99162,0.26227,0.05078,0.63317,1.03111,0.0006635,0.0006635,0.0006635
29,71.322,1.03998,0.32916,0.09816,0.69751,1.10569,0.96256,0.97794,0.98834,0.7346,0.96256,0.97794,0.98834,0.97269,0.96999,0.23858,0.05683,0.6279,1.0076,0.000614,0.000614,0.000614
30,73.8004,1.00577,0.34368,0.05524,0.65118,1.064,0.97135,0.97794,0.98932,0.73539,0.97135,0.97794,0.98932,0.97202,0.96086,0.23837,0.05694,0.61305,1.00067,0.0005645,0.0005645,0.0005645
31,94.5982,1.02218,0.34561,0.07945,0.68277,1.08621,0.96917,0.98529,0.98948,0.74365,0.96917,0.98529,0.98948,0.96374,0.92812,0.25119,0.05509,0.59017,0.98561,0.000515,0.000515,0.000515
32,97.0656,1.04422,0.28911,0.07409,0.64964,1.06448,0.97809,0.98457,0.99011,0.74532,0.97809,0.98457,0.99011,0.95898,0.91785,0.26,0.05455,0.58332,0.98323,0.0004655,0.0004655,0.0004655
33,99.4837,1.01149,0.28955,0.0783,0.62273,1.04167,0.9827,0.98529,0.99089,0.75234,0.97537,0.97794,0.9829,0.96444,0.89146,0.26613,0.05288,0.57164,0.98036,0.000416,0.000416,0.000416
34,101.955,0.95422,0.45965,0.08835,0.64701,1.05337,0.98527,0.9838,0.99086,0.76775,0.98527,0.9838,0.99086,0.96766,0.859,0.24561,0.05109,0.5743,0.97559,0.0003665,0.0003665,0.0003665
35,104.42,0.95662,0.25187,0.05569,0.62376,1.05067,0.98528,0.98435,0.99015,0.76461,0.98528,0.98435,0.99015,0.97407,0.84633,0.23568,0.05037,0.57084,0.97352,0.000317,0.000317,0.000317
36,106.888,1.06654,0.32486,0.07086,0.65091,1.08891,0.98501,0.99265,0.99,0.76633,0.98501,0.99265,0.99,0.97652,0.8249,0.2234,0.04963,0.57221,0.96765,0.0002675,0.0002675,0.0002675
37,109.355,0.97247,0.24735,0.0956,0.59661,1.05323,0.98464,0.99265,0.98999,0.76212,0.98464,0.99265,0.98999,0.97647,0.8247,0.22115,0.04961,0.56772,0.96575,0.000218,0.000218,0.000218
38,111.755,0.90843,0.22138,0.07379,0.62238,1.02725,0.98459,0.99265,0.99047,0.76445,0.98459,0.99265,0.99047,0.97803,0.82584,0.22044,0.04934,0.56521,0.96425,0.0001685,0.0001685,0.0001685
39,114.13,0.91072,0.35928,0.07713,0.59664,1.0329,0.98344,0.99265,0.99047,0.76403,0.98344,0.99265,0.99047,0.97721,0.82488,0.21961,0.04921,0.5629,0.96281,0.000119,0.000119,0.000119
40,116.652,0.95718,0.35925,0.06715,0.62424,1.0503,0.98272,0.99265,0.99056,0.76622,0.98272,0.99265,0.99056,0.9775,0.82388,0.21735,0.0491,0.55683,0.96084,6.95e-05,6.95e-05,6.95e-05
