epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.7253,1.5443,0.31686,0.02605,1.01977,1.38328,0.7463,0.84787,0.86677,0.50127,0.75297,0.85177,0.87323,0.85034,1.47141,0.20899,0.00475,0.96907,1.31876,0.000661692,0.000661692,0.000661692
2,34.897,1.57361,0.28537,0.02703,1.05137,1.40419,0.75518,0.83831,0.86668,0.48336,0.76272,0.84183,0.87289,0.84296,1.52647,0.24001,0.00265,0.98274,1.33523,0.00129548,0.00129548,0.00129548
3,52.9909,1.58823,0.30272,0.03449,1.0675,1.40932,0.75656,0.84593,0.85452,0.45626,0.77123,0.86233,0.87175,0.85089,1.55795,0.22603,0.00479,1.00421,1.37773,0.00189627,0.00189627,0.00189627
4,70.1009,1.60202,0.29473,0.02745,1.06033,1.4216,0.7138,0.83948,0.84384,0.44867,0.72572,0.85096,0.85849,0.8356,1.52884,0.20578,0.00346,1.06003,1.3402,0.0018515,0.0018515,0.0018515
5,87.8654,1.5753,0.26934,0.03121,1.05113,1.40048,0.76706,0.8348,0.87031,0.49858,0.76378,0.83656,0.86836,0.8547,1.48632,0.20155,0.00502,0.96071,1.3182,0.001802,0.001802,0.001802
6,105.03,1.54971,0.26129,0.03141,1.03217,1.38365,0.80547,0.85354,0.89551,0.49652,0.80343,0.8594,0.89845,0.87984,1.51524,0.19759,0.00387,0.94321,1.33329,0.0017525,0.0017525,0.0017525
7,122.308,1.52552,0.29444,0.02756,1.01175,1.36148,0.79385,0.88208,0.9069,0.51218,0.80349,0.88694,0.90852,0.88637,1.47272,0.19503,0.00396,0.91786,1.3216,0.001703,0.001703,0.001703
8,139.476,1.51036,0.24321,0.02048,0.97249,1.36804,0.80807,0.90274,0.91205,0.52313,0.81145,0.89755,0.91433,0.90294,1.45491,0.17746,0.0034,0.90031,1.29365,0.0016535,0.0016535,0.0016535
9,156.697,1.49628,0.23203,0.02605,0.97172,1.35103,0.76914,0.87049,0.89477,0.53046,0.78647,0.86409,0.89904,0.884,1.45019,0.1839,0.00449,0.90155,1.3006,0.001604,0.001604,0.001604
10,173.98,1.46922,0.22292,0.02189,0.95757,1.3314,0.77789,0.87991,0.89115,0.53917,0.78129,0.88342,0.89766,0.88488,1.40735,0.16954,0.00439,0.9028,1.27336,0.0015545,0.0015545,0.0015545
11,191.165,1.42934,0.22167,0.02545,0.94428,1.30369,0.79885,0.88576,0.91366,0.56815,0.80252,0.88811,0.9145,0.90391,1.36091,0.16416,0.00469,0.86207,1.24515,0.001505,0.001505,0.001505
12,208.426,1.43863,0.23857,0.02269,0.92354,1.3116,0.77278,0.88225,0.89418,0.56548,0.77843,0.88869,0.89873,0.88728,1.31741,0.17235,0.00306,0.86518,1.2266,0.0014555,0.0014555,0.0014555
