epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.19965,2.57895,0.53383,0.09971,1.95839,2.47664,0.51689,0.61509,0.5553,0.20425,0.57426,0.68414,0.63956,0.59034,2.11967,0.52359,0.05752,1.83318,1.57744,0.000656716,0.000656716,0.000656716
2,16.1157,2.01841,0.5237,0.07331,1.55431,1.53686,0.63661,0.66113,0.67913,0.28659,0.65427,0.68729,0.7055,0.60913,1.88706,0.48173,0.03254,1.45813,1.42373,0.00127971,0.00127971,0.00127971
3,23.992,1.92884,0.45546,0.05589,1.4206,1.56709,0.66532,0.70588,0.68296,0.28117,0.67358,0.71777,0.70019,0.66185,1.92646,0.37191,0.02072,1.41799,1.58575,0.00185871,0.00185871,0.00185871
4,31.842,1.83916,0.42776,0.04081,1.37142,1.56399,0.67138,0.68972,0.68769,0.30697,0.67701,0.69689,0.7047,0.62948,1.81331,0.4132,0.00948,1.34879,1.50891,0.001802,0.001802,0.001802
5,39.6267,1.82087,0.45891,0.03725,1.32977,1.54493,0.66678,0.72672,0.73345,0.34211,0.6751,0.74041,0.76211,0.72576,1.73858,0.34443,0.00949,1.32389,1.43977,0.001736,0.001736,0.001736
6,47.7112,1.8456,0.42692,0.04062,1.34306,1.58818,0.64467,0.75448,0.73694,0.35315,0.66384,0.75064,0.76042,0.72499,1.74484,0.32428,0.00874,1.28457,1.46749,0.00167,0.00167,0.00167
7,55.5757,1.79623,0.42181,0.03682,1.29541,1.5486,0.67045,0.75064,0.76499,0.38193,0.6773,0.75831,0.7826,0.73233,1.69976,0.34642,0.01182,1.29859,1.41279,0.001604,0.001604,0.001604
8,63.4074,1.7789,0.36132,0.04053,1.23854,1.51591,0.69153,0.77494,0.78505,0.37776,0.69039,0.77366,0.7988,0.7624,1.74312,0.28672,0.00921,1.17483,1.4497,0.001538,0.001538,0.001538
9,71.2991,1.74791,0.40175,0.02758,1.23959,1.51517,0.7268,0.80818,0.82184,0.41551,0.73554,0.8133,0.8363,0.79443,1.63517,0.30436,0.00993,1.17952,1.38756,0.001472,0.001472,0.001472
10,79.3287,1.68343,0.34995,0.04562,1.21055,1.44616,0.70119,0.7711,0.8012,0.42193,0.70819,0.7711,0.81402,0.77744,1.60849,0.29182,0.01078,1.15024,1.36317,0.001406,0.001406,0.001406
11,87.0926,1.64612,0.34969,0.0341,1.20399,1.4171,0.76206,0.73657,0.81556,0.43677,0.77794,0.75192,0.83439,0.7995,1.54056,0.27127,0.00979,1.14954,1.31239,0.00134,0.00134,0.00134
